label,Te_eV,n_lower,n_upper,Upsilon_interp,K_CCC_stored,K_And2002,pct_err
1S->3S,3.237457542817644,1,3,0.07814088239810327,3.474924086895711e-11,4.149763532376007e-11,-16.262118075289635
1S->3S,3.393221771895328,1,3,0.07847642088991985,4.0300640333945396e-11,4.832307803513372e-11,-16.601669486690273
1S->3S,3.5564803062231287,1,3,0.07881340019064509,4.636759255008565e-11,5.5829934166465184e-11,-16.948509357303145
1S->3S,3.72759372031494,1,3,0.07915182648714088,5.2944207436339355e-11,6.402032319110288e-11,-17.300936956692535
1S->3S,3.906939937054617,1,3,0.0794917059928357,6.00181447358588e-11,7.288808829048126e-11,-17.657128697533963
1S->3S,4.094915062380425,1,3,0.07983304494783844,6.757089596838609e-11,8.241875791320376e-11,-18.015148882071408
1S->3S,4.2919342601287775,1,3,0.0801758496190533,7.55782293447263e-11,9.25897002641621e-11,-18.372962511922385
1S->3S,4.498432668969445,1,3,0.08052012630029463,8.40107736534092e-11,1.0337045815307985e-10,-18.72844993199233
1S->3S,4.714866363457394,1,3,0.08086588131240259,9.283471272976444e-11,1.1472324616668527e-10,-19.07942301869513
1S->3S,4.941713361323834,1,3,0.08121312100335902,1.0201255951848168e-10,1.2660358792961183e-10,-19.423642578599033
1S->3S,5.17947467923121,1,3,0.0815807718889224,1.1150397790800742e-10,1.389933035390218e-10,-19.777446057533897
1S->3S,5.428675439323859,1,3,0.08195640750318246,1.2126662130379875e-10,1.5182228976072836e-10,-20.12594363125816
1S->3S,5.689866029018296,1,3,0.08233377271758525,1.3125695908680452e-10,1.650214170572173e-10,-20.46065206112353
1S->3S,5.963623316594643,1,3,0.08271287549600992,1.4143106538573997e-10,1.7852798159347055e-10,-20.779328750943183
1S->3S,6.250551925273971,1,3,0.08309372383900504,1.5174534866077899e-10,1.9227688397033574e-10,-21.079775411697387
1S->3S,6.551285568595508,1,3,0.08347632578395749,1.6215720513477083e-10,2.062015601700959e-10,-21.35985537596944
1S->3S,6.866488450043,1,3,0.08386068940526183,1.7262558381950496e-10,2.2023488113055825e-10,-21.61750993605316
1S->3S,7.196856730011519,1,3,0.08424682281449104,1.8311145551020722e-10,2.3431000388321995e-10,-21.8507735583198
1S->3S,7.543120063354617,1,3,0.0846347341605674,1.935781824511139e-10,2.4836116036265124e-10,-22.05778787292848
1S->3S,7.906043210907698,1,3,0.0850244316299347,2.0399178925175374e-10,2.6232437318639904e-10,-22.23681437835595
1S->3S,8.286427728546842,1,3,0.08541592344673081,2.1432113895348516e-10,2.7613809079675744e-10,-22.386245832622443
