label,Te_eV,n_lower,n_upper,l_upper,dn,dipole,K_CCC,K_And2002,pct_err
1S->3D,0.5,1,3,2,2,False,9.527071145278396e-20,1.1002140313267028e-19,-13.40711103465847
1S->3D,1.0,1,3,2,2,False,1.272974988191033e-14,1.473917723070379e-14,-13.633239612639569
1S->3D,3.0,1,3,2,2,False,2.7807671102864645e-11,3.2098000824658584e-11,-13.366345602739182
1S->3D,5.0,1,3,2,2,False,1.2123859931917678e-10,1.4303957174680667e-10,-15.241217630474768
1S->3D,10.0,1,3,2,2,False,3.388063228916002e-10,4.119200531671733e-10,-17.749495251181823
1S->3D,15.0,1,3,2,2,False,4.539171271207167e-10,5.541167508346086e-10,-18.08276388738864
1S->3D,20.0,1,3,2,2,False,5.110159916311619e-10,6.163974345658597e-10,-17.09634677647871
1S->3D,25.0,1,3,2,2,False,5.386851583043109e-10,6.419517555613051e-10,-16.08634860211585
1S->4S,0.5,1,4,0,3,False,1.1107314320894462e-20,1.0524748662273188e-20,5.535197821013327
1S->4S,1.0,1,4,0,3,False,2.8404857249288236e-15,2.9481404765527896e-15,-3.651615398932584
1S->4S,3.0,1,4,0,3,False,8.39018328998898e-12,1.0503050712155456e-11,-20.116702090385964
1S->4S,5.0,1,4,0,3,False,3.5397928019793697e-11,4.750013066699475e-11,-25.4782512748122
1S->4S,10.0,1,4,0,3,False,9.076433756041984e-11,1.2769376830587446e-10,-28.920307729500784
1S->4S,15.0,1,4,0,3,False,1.18765965548984e-10,1.6613402520724314e-10,-28.51195569310385
1S->4S,20.0,1,4,0,3,False,1.3424789451423762e-10,1.8458351702766005e-10,-27.26983607419268
1S->4S,25.0,1,4,0,3,False,1.435745292147793e-10,1.9332833802033047e-10,-25.73539363914619
1S->4P,0.5,1,4,1,3,True,1.855604897200652e-20,1.902006148383899e-20,-2.439595225424118
1S->4P,1.0,1,4,1,3,True,4.844585116728412e-15,5.537879561838377e-15,-12.519131869307332
1S->4P,3.0,1,4,1,3,True,1.807057198801232e-11,2.4364443658291654e-11,-25.832199407259672
1S->4P,5.0,1,4,1,3,True,9.609087963042673e-11,1.3216212826757949e-10,-27.293180815098406
1S->4P,10.0,1,4,1,3,True,3.643866163575785e-10,4.704507253374322e-10,-22.5452110640873
1S->4P,15.0,1,4,1,3,True,5.972158163495006e-10,7.1137175687144e-10,-16.04729727027522
1S->4P,20.0,1,4,1,3,True,7.816787637879338e-10,8.708555675151141e-10,-10.240137062180821
1S->4P,25.0,1,4,1,3,True,9.289691352436418e-10,9.810691780136172e-10,-5.3105371096728415
1S->4D,0.5,1,4,2,3,False,1.1892496153301713e-20,1.4158854702609668e-20,-16.006651645985425
1S->4D,1.0,1,4,2,3,False,3.039747375111123e-15,3.6880659294915286e-15,-17.578822254671266
1S->4D,3.0,1,4,2,3,False,1.0567011953160144e-11,1.330166924047274e-11,-20.558752723995767
1S->4D,5.0,1,4,2,3,False,5.067298690323315e-11,6.594135786712211e-11,-23.154468542574037
1S->4D,10.0,1,4,2,3,False,1.506425725075134e-10,2.0126801708045033e-10,-25.153248542564544
1S->4D,15.0,1,4,2,3,False,2.053555260830709e-10,2.7173517420865564e-10,-24.428066156284277
1S->4D,20.0,1,4,2,3,False,2.3329286877316924e-10,3.033795754223849e-10,-23.101985870880192
1S->4D,25.0,1,4,2,3,False,2.474427353270486e-10,3.154810690083005e-10,-21.56653452935452
1S->4F,0.5,1,4,3,3,False,3.776955061194921e-21,5.805130428069964e-21,-34.93763649250775
1S->4F,1.0,1,4,3,3,False,8.339238093200734e-16,1.3179922130471296e-15,-36.72771348230618
1S->4F,3.0,1,4,3,3,False,2.02342512122052e-12,3.4571170055684107e-12,-41.47073651365082
1S->4F,5.0,1,4,3,3,False,7.909330737202285e-12,1.4669158000101318e-11,-46.081903697896934
1S->4F,10.0,1,4,3,3,False,1.7806652010408957e-11,3.749456908704347e-11,-52.50871674489473
1S->4F,15.0,1,4,3,3,False,2.0581027065046136e-11,4.595196441902469e-11,-55.211866728105896
1S->4F,20.0,1,4,3,3,False,2.0673949063550574e-11,4.7802397999470934e-11,-56.75123021280357
1S->4F,25.0,1,4,3,3,False,1.984472208332863e-11,4.7129793845752206e-11,-57.89346724435709
1S->5S,0.5,1,5,0,4,False,1.8929397212004142e-21,3.709994782094096e-21,-48.97729424481967
1S->5S,1.0,1,5,0,4,False,7.907415244131734e-16,1.4641502738200866e-15,-45.99314438195851
1S->5S,3.0,1,5,0,4,False,3.310175617513252e-12,5.708330095232525e-12,-42.01148913448717
1S->5S,5.0,1,5,0,4,False,1.509328596231902e-11,2.5361973177236105e-11,-40.48851855160011
1S->5S,10.0,1,5,0,4,False,4.1166887603084975e-11,6.655323229572601e-11,-38.14442036389467
1S->5S,15.0,1,5,0,4,False,5.5001099617567473e-11,8.528518247784066e-11,-35.50919629930064
1S->5S,20.0,1,5,0,4,False,6.282179862970639e-11,9.415256148433862e-11,-33.276591056785854
1S->5S,25.0,1,5,0,4,False,6.761239023688838e-11,9.833809216106689e-11,-31.244964437436128
1S->5P,0.5,1,5,1,4,True,3.437130976574066e-21,6.882679975057323e-21,-50.06115366354166
1S->5P,1.0,1,5,1,4,True,1.4505968438859242e-15,2.6814380014728333e-15,-45.90227918418569
1S->5P,3.0,1,5,1,4,True,7.402714396734456e-12,1.201127790871844e-11,-38.36863610189918
1S->5P,5.0,1,5,1,4,True,4.145519186545436e-11,6.268218241213275e-11,-33.864472693550795
1S->5P,10.0,1,5,1,4,True,1.6297182097466353e-10,2.1749870760562006e-10,-25.069981900686745
1S->5P,15.0,1,5,1,4,True,2.707986798653661e-10,3.285860583790917e-10,-17.586679970169616
1S->5P,20.0,1,5,1,4,True,3.5725747157939546e-10,4.0317804794036085e-10,-11.3896519405139
1S->5P,25.0,1,5,1,4,True,4.268179697416192e-10,4.546355275272513e-10,-6.1186502376818
1S->5D,0.5,1,5,2,4,False,2.622902312406099e-21,5.321923549486703e-21,-50.715144852859126
1S->5D,1.0,1,5,2,4,False,1.049979810425426e-15,1.889775353418949e-15,-44.43890864986568
1S->5D,3.0,1,5,2,4,False,4.895904580271474e-12,7.343528820429344e-12,-33.33035520128548
1S->5D,5.0,1,5,2,4,False,2.4857071911200134e-11,3.6137526547875276e-11,-31.215347906367384
1S->5D,10.0,1,5,2,4,False,7.652008178233637e-11,1.0737712220908373e-10,-28.73707153993457
1S->5D,15.0,1,5,2,4,False,1.053650203055061e-10,1.4286350364308334e-10,-26.24776964119535
1S->5D,20.0,1,5,2,4,False,1.203839233223792e-10,1.5800850664945937e-10,-23.811745408460837
1S->5D,25.0,1,5,2,4,False,1.2820042667427422e-10,1.634217570212899e-10,-21.552411985404863
1S->5F,0.5,1,5,3,4,False,1.2085904438111977e-21,2.3513691067203272e-21,-48.60056465159012
1S->5F,1.0,1,5,3,4,False,4.174183741689406e-16,7.780426455067205e-16,-46.35019345281697
1S->5F,3.0,1,5,3,4,False,1.3994477936036347e-12,2.830380338886128e-12,-50.55619294775149
1S->5F,5.0,1,5,3,4,False,5.818114217728393e-12,1.3035791394724463e-11,-55.368154939308376
1S->5F,10.0,1,5,3,4,False,1.3521926175890444e-11,3.533496353845247e-11,-61.73216321229391
1S->5F,15.0,1,5,3,4,False,1.5704302012424062e-11,4.4157810216953036e-11,-64.4359583610084
1S->5F,20.0,1,5,3,4,False,1.580237990797042e-11,4.642373823683231e-11,-65.96056132456626
1S->5F,25.0,1,5,3,4,False,1.518676326357454e-11,4.5891109675164555e-11,-66.90696003850753
1S->5G,0.5,1,5,4,4,False,2.339326223481267e-22,1.1923155644523095e-21,-80.37997411737355
1S->5G,1.0,1,5,4,4,False,6.8573017925158e-17,3.4305381415668307e-16,-80.01100261959525
1S->5G,3.0,1,5,4,4,False,1.6288077157899985e-13,8.473302485110781e-13,-80.77717963388979
1S->5G,5.0,1,5,4,4,False,5.768533011034339e-13,3.088115905000251e-12,-81.32021857827947
1S->5G,10.0,1,5,4,4,False,1.1099188985195858e-12,6.037819012395762e-12,-81.61722144633849
1S->5G,15.0,1,5,4,4,False,1.1601069411389976e-12,6.3639197077373485e-12,-81.77055974278679
1S->5G,20.0,1,5,4,4,False,1.0786419102130712e-12,6.012713084890931e-12,-82.06064558570839
1S->5G,25.0,1,5,4,4,False,9.716265945047836e-13,5.4632273422814945e-12,-82.21515354147749
2S->3S,0.5,2,3,0,1,False,1.7147717971784702e-09,1.7850502999566502e-09,-3.937060080597543
2S->3S,1.0,2,3,0,1,False,8.592607432273628e-09,8.776235046691486e-09,-2.0923278996166195
2S->3S,3.0,2,3,0,1,False,2.7350543548049287e-08,2.8082582491688716e-08,-2.6067365558565814
2S->3S,5.0,2,3,0,1,False,3.5935750592404174e-08,3.792807637666521e-08,-5.252904904733812
2S->3S,10.0,2,3,0,1,False,4.308401664047328e-08,4.718111937656935e-08,-8.683776032093748
2S->3S,15.0,2,3,0,1,False,4.4075072219826456e-08,4.9233417819877116e-08,-10.47732582556572
2S->3S,20.0,2,3,0,1,False,4.3460694055605817e-08,4.9135144135143864e-08,-11.548658662587297
2S->3S,25.0,2,3,0,1,False,4.238940455644715e-08,4.8276981821003076e-08,-12.195412891355428
2S->3P,0.5,2,3,1,1,True,3.089278827979682e-09,3.182046186879246e-09,-2.9153366560824345
2S->3P,1.0,2,3,1,1,True,1.7759544927401344e-08,1.846035647752347e-08,-3.7963056183416777
2S->3P,3.0,2,3,1,1,True,6.390122996644885e-08,6.503334892812125e-08,-1.7408283293602
2S->3P,5.0,2,3,1,1,True,9.62979862114729e-08,9.50043078172779e-08,1.361704983613099
2S->3P,10.0,2,3,1,1,True,1.5414939955316046e-07,1.4154335812970805e-07,8.906134198045823
2S->3P,15.0,2,3,1,1,True,1.9052619181807215e-07,1.677583125714331e-07,13.571833727729143
2S->3P,20.0,2,3,1,1,True,2.1418093983423652e-07,1.8252524521181135e-07,17.34318701267341
2S->3P,25.0,2,3,1,1,True,2.3006763712699213e-07,1.916224816895199e-07,20.062967089510785
2S->3D,0.5,2,3,2,1,False,2.4769486639904637e-09,2.7034457441372454e-09,-8.378088616646684
2S->3D,1.0,2,3,2,1,False,1.7802849955458378e-08,1.864193375435157e-08,-4.5010555769050775
2S->3D,3.0,2,3,2,1,False,7.736552278082935e-08,8.079900927433245e-08,-4.249416576192877
2S->3D,5.0,2,3,2,1,False,1.092786026585771e-07,1.1513441955117142e-07,-5.086069756917222
2S->3D,10.0,2,3,2,1,False,1.4140535886441085e-07,1.4888264336606326e-07,-5.022267426611804
2S->3D,15.0,2,3,2,1,False,1.5011528216684753e-07,1.5681755305590488e-07,-4.273929007595223
2S->3D,20.0,2,3,2,1,False,1.5140920195655898e-07,1.572650550262482e-07,-3.723556430709818
2S->3D,25.0,2,3,2,1,False,1.4986681876557808e-07,1.5448634182720985e-07,-2.990246909204841
2S->4S,0.5,2,4,0,2,False,1.1270372824213434e-10,1.3507616757472026e-10,-16.562832462810384
2S->4S,1.0,2,4,0,2,False,1.0548265844319967e-09,1.2120837115079654e-09,-12.974114376994928
2S->4S,3.0,2,4,0,2,False,4.4841942599830754e-09,5.01902613455963e-09,-10.656088656200646
2S->4S,5.0,2,4,0,2,False,6.174763939006915e-09,6.860806096874359e-09,-9.999439543700117
2S->4S,10.0,2,4,0,2,False,7.76079495739841e-09,8.63603638235574e-09,-10.134758426279134
2S->4S,15.0,2,4,0,2,False,8.117546567598472e-09,9.072986716561458e-09,-10.530602312234905
2S->4S,20.0,2,4,0,2,False,8.108453980236767e-09,9.14473118686108e-09,-11.331959195402153
2S->4S,25.0,2,4,0,2,False,7.972891694764499e-09,9.041639624975399e-09,-11.820288957975444
2S->4P,0.5,2,4,1,2,True,2.676466957202245e-10,2.653281863074862e-10,0.8738270309703866
2S->4P,1.0,2,4,1,2,True,2.766077339903285e-09,2.8209061636383835e-09,-1.943659964370481
2S->4P,3.0,2,4,1,2,True,1.2828550236960133e-08,1.4325960423447764e-08,-10.452424425497997
2S->4P,5.0,2,4,1,2,True,1.8641678808927224e-08,2.0969548415211597e-08,-11.101190927868076
2S->4P,10.0,2,4,1,2,True,2.7779969359100807e-08,2.953916989873952e-08,-5.955484008756051
2S->4P,15.0,2,4,1,2,True,3.346820752948644e-08,3.35874989026554e-08,-0.35516599052134445
2S->4P,20.0,2,4,1,2,True,3.7290537483040444e-08,3.579058585202527e-08,4.1909110882304645
2S->4P,25.0,2,4,1,2,True,3.995526241925645e-08,3.710688902089903e-08,7.676130965204808
2S->4D,0.5,2,4,2,2,False,2.3277760594305283e-10,2.2535666733129352e-10,3.292974953720762
2S->4D,1.0,2,4,2,2,False,2.320654800531356e-09,2.3554410270025925e-09,-1.476845570423957
2S->4D,3.0,2,4,2,2,False,9.710375639170846e-09,1.1065569430525171e-08,-12.246941288135837
2S->4D,5.0,2,4,2,2,False,1.276022996735974e-08,1.516259654638377e-08,-15.84403153955176
2S->4D,10.0,2,4,2,2,False,1.564358039826317e-08,1.8940397974939293e-08,-17.406274044707303
2S->4D,15.0,2,4,2,2,False,1.656145059288545e-08,1.9629057800253155e-08,-15.627888198118933
2S->4D,20.0,2,4,2,2,False,1.6829411093845017e-08,1.9550804606392655e-08,-13.919598539989531
