n,l,l_char,type,E_eV,sigma_a0sq,filename
7,2,D,resolved,5.2777,1282.0,TICS.7D
7,2,D,resolved,7.2777,1031.0,TICS.7D
7,2,D,resolved,9.2777,862.1,TICS.7D
7,2,D,resolved,11.278,743.1,TICS.7D
7,2,D,resolved,13.278,655.5,TICS.7D
7,2,D,resolved,15.278,583.8,TICS.7D
7,2,D,resolved,19.278,486.4,TICS.7D
7,2,D,resolved,23.278,413.0,TICS.7D
7,2,D,resolved,27.278,357.9,TICS.7D
7,2,D,resolved,31.278,315.1,TICS.7D
7,2,D,resolved,35.278,281.6,TICS.7D
7,2,D,resolved,43.278,233.5,TICS.7D
7,2,D,resolved,51.278,200.3,TICS.7D
7,2,D,resolved,59.278,175.7,TICS.7D
7,2,D,resolved,67.278,156.7,TICS.7D
7,2,D,resolved,75.278,141.6,TICS.7D
7,2,D,resolved,91.278,118.8,TICS.7D
7,2,D,resolved,107.28,102.5,TICS.7D
7,2,D,resolved,123.28,90.27,TICS.7D
7,2,D,resolved,139.28,80.71,TICS.7D
7,2,D,resolved,155.28,73.04,TICS.7D
7,2,D,resolved,187.28,61.47,TICS.7D
7,2,D,resolved,219.28,53.16,TICS.7D
7,2,D,resolved,251.28,46.88,TICS.7D
7,2,D,resolved,283.28,41.96,TICS.7D
7,2,D,resolved,315.28,38.01,TICS.7D
7,2,D,resolved,379.28,32.04,TICS.7D
7,2,D,resolved,443.28,27.73,TICS.7D
7,2,D,resolved,507.28,24.47,TICS.7D
7,2,D,resolved,571.28,21.91,TICS.7D
7,2,D,resolved,635.28,19.86,TICS.7D
7,2,D,resolved,699.28,18.16,TICS.7D
7,2,D,resolved,763.28,16.74,TICS.7D
7,2,D,resolved,827.28,15.53,TICS.7D
7,2,D,resolved,891.28,14.49,TICS.7D
7,2,D,resolved,955.28,13.59,TICS.7D
7,3,F,resolved,0.2776694,0.0,TICS.7F
7,3,F,resolved,0.37187,2125.0,TICS.7F
7,3,F,resolved,0.47767,3453.0,TICS.7F
7,3,F,resolved,0.67767,3852.0,TICS.7F
7,3,F,resolved,0.87767,3642.0,TICS.7F
7,3,F,resolved,1.0777,3354.0,TICS.7F
7,3,F,resolved,1.2777,3072.0,TICS.7F
7,3,F,resolved,2.2777,2231.0,TICS.7F
7,3,F,resolved,3.2777,1806.0,TICS.7F
7,3,F,resolved,4.2777,1531.0,TICS.7F
7,3,F,resolved,5.2777,1328.0,TICS.7F
7,3,F,resolved,7.2777,1066.0,TICS.7F
7,3,F,resolved,9.2777,890.8,TICS.7F
7,3,F,resolved,11.278,767.9,TICS.7F
7,3,F,resolved,13.278,676.9,TICS.7F
7,3,F,resolved,15.278,602.4,TICS.7F
7,3,F,resolved,19.278,500.0,TICS.7F
7,3,F,resolved,23.278,423.2,TICS.7F
7,3,F,resolved,27.278,365.9,TICS.7F
7,3,F,resolved,31.278,322.0,TICS.7F
7,3,F,resolved,35.278,287.6,TICS.7F
7,3,F,resolved,43.278,238.4,TICS.7F
7,3,F,resolved,51.278,204.2,TICS.7F
7,3,F,resolved,59.278,178.9,TICS.7F
7,3,F,resolved,67.278,159.4,TICS.7F
7,3,F,resolved,75.278,143.8,TICS.7F
7,3,F,resolved,91.278,120.5,TICS.7F
7,3,F,resolved,107.28,103.8,TICS.7F
7,3,F,resolved,123.28,91.27,TICS.7F
7,3,F,resolved,139.28,81.5,TICS.7F
7,3,F,resolved,155.28,73.68,TICS.7F
7,3,F,resolved,187.28,61.9,TICS.7F
7,3,F,resolved,219.28,53.45,TICS.7F
7,3,F,resolved,251.28,47.08,TICS.7F
7,3,F,resolved,283.28,42.1,TICS.7F
7,3,F,resolved,315.28,38.1,TICS.7F
7,3,F,resolved,379.28,32.06,TICS.7F
7,3,F,resolved,443.28,27.71,TICS.7F
7,3,F,resolved,507.28,24.43,TICS.7F
7,3,F,resolved,571.28,21.86,TICS.7F
7,3,F,resolved,635.28,19.79,TICS.7F
7,3,F,resolved,699.28,18.08,TICS.7F
7,3,F,resolved,763.28,16.66,TICS.7F
7,3,F,resolved,827.28,15.45,TICS.7F
7,3,F,resolved,891.28,14.41,TICS.7F
7,3,F,resolved,955.28,13.5,TICS.7F
7,4,G,resolved,0.2776694,0.0,TICS.7G
7,4,G,resolved,0.37187,2216.0,TICS.7G
7,4,G,resolved,0.47767,3735.0,TICS.7G
7,4,G,resolved,0.67767,4338.0,TICS.7G
7,4,G,resolved,0.87767,4073.0,TICS.7G
7,4,G,resolved,1.0777,3711.0,TICS.7G
7,4,G,resolved,1.2777,3378.0,TICS.7G
7,4,G,resolved,2.2777,2315.0,TICS.7G
7,4,G,resolved,3.2777,1776.0,TICS.7G
7,4,G,resolved,4.2777,1454.0,TICS.7G
7,4,G,resolved,5.2777,1230.0,TICS.7G
7,4,G,resolved,7.2777,954.7,TICS.7G
7,4,G,resolved,9.2777,781.0,TICS.7G
7,4,G,resolved,11.278,663.5,TICS.7G
7,4,G,resolved,13.278,579.4,TICS.7G
7,4,G,resolved,15.278,511.2,TICS.7G
7,4,G,resolved,19.278,419.1,TICS.7G
7,4,G,resolved,23.278,351.3,TICS.7G
7,4,G,resolved,27.278,301.5,TICS.7G
7,4,G,resolved,31.278,263.8,TICS.7G
7,4,G,resolved,35.278,234.6,TICS.7G
7,4,G,resolved,43.278,192.8,TICS.7G
7,4,G,resolved,51.278,163.9,TICS.7G
7,4,G,resolved,59.278,142.8,TICS.7G
7,4,G,resolved,67.278,126.5,TICS.7G
7,4,G,resolved,75.278,113.6,TICS.7G
7,4,G,resolved,91.278,94.37,TICS.7G
7,4,G,resolved,107.28,80.81,TICS.7G
7,4,G,resolved,123.28,70.7,TICS.7G
7,4,G,resolved,139.28,62.86,TICS.7G
7,4,G,resolved,155.28,56.62,TICS.7G
7,4,G,resolved,187.28,47.26,TICS.7G
7,4,G,resolved,219.28,40.6,TICS.7G
7,4,G,resolved,251.28,35.6,TICS.7G
7,4,G,resolved,283.28,31.72,TICS.7G
7,4,G,resolved,315.28,28.61,TICS.7G
7,4,G,resolved,379.28,23.94,TICS.7G
7,4,G,resolved,443.28,20.6,TICS.7G
7,4,G,resolved,507.28,18.08,TICS.7G
7,4,G,resolved,571.28,16.12,TICS.7G
7,4,G,resolved,635.28,14.55,TICS.7G
7,4,G,resolved,699.28,13.26,TICS.7G
7,4,G,resolved,763.28,12.19,TICS.7G
7,4,G,resolved,827.28,11.28,TICS.7G
7,4,G,resolved,891.28,10.49,TICS.7G
7,4,G,resolved,955.28,9.814,TICS.7G
7,5,H,resolved,0.2776694,0.0,TICS.7H
7,5,H,resolved,0.37187,2373.0,TICS.7H
7,5,H,resolved,0.47767,4004.0,TICS.7H
7,5,H,resolved,0.67767,4812.0,TICS.7H
7,5,H,resolved,0.87767,4581.0,TICS.7H
7,5,H,resolved,1.0777,4158.0,TICS.7H
7,5,H,resolved,1.2777,3739.0,TICS.7H
7,5,H,resolved,2.2777,2479.0,TICS.7H
7,5,H,resolved,3.2777,1861.0,TICS.7H
7,5,H,resolved,4.2777,1498.0,TICS.7H
7,5,H,resolved,5.2777,1255.0,TICS.7H
7,5,H,resolved,7.2777,957.7,TICS.7H
7,5,H,resolved,9.2777,772.9,TICS.7H
7,5,H,resolved,11.278,649.5,TICS.7H
7,5,H,resolved,13.278,563.3,TICS.7H
7,5,H,resolved,15.278,492.7,TICS.7H
7,5,H,resolved,19.278,397.9,TICS.7H
7,5,H,resolved,23.278,330.3,TICS.7H
7,5,H,resolved,27.278,281.6,TICS.7H
7,5,H,resolved,31.278,245.2,TICS.7H
7,5,H,resolved,35.278,217.2,TICS.7H
7,5,H,resolved,43.278,177.3,TICS.7H
7,5,H,resolved,51.278,149.9,TICS.7H
7,5,H,resolved,59.278,130.0,TICS.7H
7,5,H,resolved,67.278,114.8,TICS.7H
7,5,H,resolved,75.278,102.7,TICS.7H
7,5,H,resolved,91.278,84.73,TICS.7H
7,5,H,resolved,107.28,72.31,TICS.7H
7,5,H,resolved,123.28,63.09,TICS.7H
7,5,H,resolved,139.28,55.98,TICS.7H
7,5,H,resolved,155.28,50.31,TICS.7H
7,5,H,resolved,187.28,41.81,TICS.7H
7,5,H,resolved,219.28,35.83,TICS.7H
7,5,H,resolved,251.28,31.35,TICS.7H
7,5,H,resolved,283.28,27.88,TICS.7H
7,5,H,resolved,315.28,25.1,TICS.7H
7,5,H,resolved,379.28,20.94,TICS.7H
7,5,H,resolved,443.28,17.97,TICS.7H
7,5,H,resolved,507.28,15.75,TICS.7H
7,5,H,resolved,571.28,14.02,TICS.7H
7,5,H,resolved,635.28,12.63,TICS.7H
7,5,H,resolved,699.28,11.5,TICS.7H
7,5,H,resolved,763.28,10.55,TICS.7H
7,5,H,resolved,827.28,9.749,TICS.7H
7,5,H,resolved,891.28,9.062,TICS.7H
7,5,H,resolved,955.28,8.466,TICS.7H
7,6,I,resolved,0.2776694,0.0,TICS.7I
7,6,I,resolved,0.37187,2563.0,TICS.7I
7,6,I,resolved,0.47767,4477.0,TICS.7I
7,6,I,resolved,0.67767,5411.0,TICS.7I
7,6,I,resolved,0.87767,5133.0,TICS.7I
7,6,I,resolved,1.0777,4642.0,TICS.7I
7,6,I,resolved,1.2777,4204.0,TICS.7I
7,6,I,resolved,2.2777,2739.0,TICS.7I
7,6,I,resolved,3.2777,1987.0,TICS.7I
7,6,I,resolved,4.2777,1557.0,TICS.7I
7,6,I,resolved,5.2777,1271.0,TICS.7I
7,6,I,resolved,7.2777,928.5,TICS.7I
7,6,I,resolved,9.2777,724.3,TICS.7I
7,6,I,resolved,11.278,592.8,TICS.7I
7,6,I,resolved,13.278,503.8,TICS.7I
7,6,I,resolved,15.278,433.8,TICS.7I
7,6,I,resolved,19.278,341.2,TICS.7I
7,6,I,resolved,23.278,280.0,TICS.7I
7,6,I,resolved,27.278,237.3,TICS.7I
7,6,I,resolved,31.278,206.0,TICS.7I
7,6,I,resolved,35.278,182.1,TICS.7I
7,6,I,resolved,43.278,148.0,TICS.7I
7,6,I,resolved,51.278,124.8,TICS.7I
7,6,I,resolved,59.278,107.9,TICS.7I
7,6,I,resolved,67.278,95.04,TICS.7I
7,6,I,resolved,75.278,84.95,TICS.7I
7,6,I,resolved,91.278,69.87,TICS.7I
7,6,I,resolved,107.28,59.49,TICS.7I
7,6,I,resolved,123.28,51.8,TICS.7I
7,6,I,resolved,139.28,45.88,TICS.7I
7,6,I,resolved,155.28,41.17,TICS.7I
7,6,I,resolved,187.28,34.13,TICS.7I
7,6,I,resolved,219.28,29.18,TICS.7I
7,6,I,resolved,251.28,25.49,TICS.7I
7,6,I,resolved,283.28,22.62,TICS.7I
7,6,I,resolved,315.28,20.34,TICS.7I
7,6,I,resolved,379.28,16.93,TICS.7I
7,6,I,resolved,443.28,14.5,TICS.7I
7,6,I,resolved,507.28,12.68,TICS.7I
7,6,I,resolved,571.28,11.27,TICS.7I
7,6,I,resolved,635.28,10.14,TICS.7I
7,6,I,resolved,699.28,9.22,TICS.7I
7,6,I,resolved,763.28,8.452,TICS.7I
7,6,I,resolved,827.28,7.802,TICS.7I
7,6,I,resolved,891.28,7.246,TICS.7I
7,6,I,resolved,955.28,6.763,TICS.7I
7,1,P,resolved,0.2776694,0.0,TICS.7P
7,1,P,resolved,0.37187,1843.0,TICS.7P
7,1,P,resolved,0.47767,2900.0,TICS.7P
7,1,P,resolved,0.67767,3250.0,TICS.7P
7,1,P,resolved,0.87767,3109.0,TICS.7P
7,1,P,resolved,1.0777,2914.0,TICS.7P
7,1,P,resolved,1.2777,2702.0,TICS.7P
7,1,P,resolved,2.2777,2022.0,TICS.7P
7,1,P,resolved,3.2777,1675.0,TICS.7P
7,1,P,resolved,4.2777,1434.0,TICS.7P
7,1,P,resolved,5.2777,1243.0,TICS.7P
7,1,P,resolved,7.2777,998.2,TICS.7P
7,1,P,resolved,9.2777,832.0,TICS.7P
7,1,P,resolved,11.278,714.5,TICS.7P
7,1,P,resolved,13.278,629.2,TICS.7P
7,1,P,resolved,15.278,559.7,TICS.7P
7,1,P,resolved,19.278,466.4,TICS.7P
7,1,P,resolved,23.278,395.8,TICS.7P
7,1,P,resolved,27.278,342.8,TICS.7P
7,1,P,resolved,31.278,301.5,TICS.7P
7,1,P,resolved,35.278,269.1,TICS.7P
7,1,P,resolved,43.278,223.0,TICS.7P
7,1,P,resolved,51.278,191.3,TICS.7P
7,1,P,resolved,59.278,168.0,TICS.7P
7,1,P,resolved,67.278,149.9,TICS.7P
7,1,P,resolved,75.278,135.4,TICS.7P
7,1,P,resolved,91.278,113.7,TICS.7P
7,1,P,resolved,107.28,98.2,TICS.7P
7,1,P,resolved,123.28,86.53,TICS.7P
7,1,P,resolved,139.28,77.41,TICS.7P
7,1,P,resolved,155.28,70.08,TICS.7P
7,1,P,resolved,187.28,59.03,TICS.7P
7,1,P,resolved,219.28,51.08,TICS.7P
7,1,P,resolved,251.28,45.07,TICS.7P
7,1,P,resolved,283.28,40.36,TICS.7P
7,1,P,resolved,315.28,36.58,TICS.7P
7,1,P,resolved,379.28,30.85,TICS.7P
7,1,P,resolved,443.28,26.71,TICS.7P
7,1,P,resolved,507.28,23.58,TICS.7P
7,1,P,resolved,571.28,21.13,TICS.7P
7,1,P,resolved,635.28,19.15,TICS.7P
7,1,P,resolved,699.28,17.52,TICS.7P
7,1,P,resolved,763.28,16.16,TICS.7P
7,1,P,resolved,827.28,14.99,TICS.7P
7,1,P,resolved,891.28,13.99,TICS.7P
7,1,P,resolved,955.28,13.12,TICS.7P
7,0,S,resolved,0.2776694,0.0,TICS.7S
7,0,S,resolved,0.37187,1844.0,TICS.7S
7,0,S,resolved,0.47767,2814.0,TICS.7S
7,0,S,resolved,0.67767,3150.0,TICS.7S
7,0,S,resolved,0.87767,3020.0,TICS.7S
7,0,S,resolved,1.0777,2852.0,TICS.7S
7,0,S,resolved,1.2777,2650.0,TICS.7S
7,0,S,resolved,2.2777,1983.0,TICS.7S
7,0,S,resolved,3.2777,1649.0,TICS.7S
7,0,S,resolved,4.2777,1415.0,TICS.7S
7,0,S,resolved,5.2777,1221.0,TICS.7S
7,0,S,resolved,7.2777,978.1,TICS.7S
7,0,S,resolved,9.2777,812.1,TICS.7S
7,0,S,resolved,11.278,695.6,TICS.7S
7,0,S,resolved,13.278,611.7,TICS.7S
7,0,S,resolved,15.278,543.4,TICS.7S
7,0,S,resolved,19.278,452.2,TICS.7S
7,0,S,resolved,23.278,383.5,TICS.7S
7,0,S,resolved,27.278,331.8,TICS.7S
7,0,S,resolved,31.278,291.6,TICS.7S
7,0,S,resolved,35.278,260.0,TICS.7S
7,0,S,resolved,43.278,215.4,TICS.7S
7,0,S,resolved,51.278,184.7,TICS.7S
7,0,S,resolved,59.278,162.1,TICS.7S
7,0,S,resolved,67.278,144.7,TICS.7S
7,0,S,resolved,75.278,130.7,TICS.7S
7,0,S,resolved,91.278,109.8,TICS.7S
7,0,S,resolved,107.28,94.81,TICS.7S
7,0,S,resolved,123.28,83.54,TICS.7S
7,0,S,resolved,139.28,74.73,TICS.7S
7,0,S,resolved,155.28,67.66,TICS.7S
7,0,S,resolved,187.28,57.0,TICS.7S
7,0,S,resolved,219.28,49.32,TICS.7S
7,0,S,resolved,251.28,43.52,TICS.7S
7,0,S,resolved,283.28,38.98,TICS.7S
7,0,S,resolved,315.28,35.32,TICS.7S
7,0,S,resolved,379.28,29.79,TICS.7S
7,0,S,resolved,443.28,25.8,TICS.7S
7,0,S,resolved,507.28,22.78,TICS.7S
7,0,S,resolved,571.28,20.41,TICS.7S
7,0,S,resolved,635.28,18.5,TICS.7S
7,0,S,resolved,699.28,16.93,TICS.7S
7,0,S,resolved,763.28,15.61,TICS.7S
7,0,S,resolved,827.28,14.48,TICS.7S
7,0,S,resolved,891.28,13.52,TICS.7S
7,0,S,resolved,955.28,12.68,TICS.7S
8,-1,bundled,bundled,0.2125906,0.0,TICS.8
8,-1,bundled,bundled,0.30679,3955.02,TICS.8
8,-1,bundled,bundled,0.41259,5833.36,TICS.8
8,-1,bundled,bundled,0.61259,6333.49,TICS.8
8,-1,bundled,bundled,0.81259,5716.06,TICS.8
8,-1,bundled,bundled,1.0126,5027.23,TICS.8
8,-1,bundled,bundled,1.2126,4489.38,TICS.8
8,-1,bundled,bundled,2.2126,2906.66,TICS.8
8,-1,bundled,bundled,3.2126,2140.8,TICS.8
8,-1,bundled,bundled,4.2126,1706.84,TICS.8
8,-1,bundled,bundled,5.2126,1419.41,TICS.8
8,-1,bundled,bundled,7.2126,1084.2,TICS.8
8,-1,bundled,bundled,9.2126,876.332,TICS.8
8,-1,bundled,bundled,11.213,737.503,TICS.8
8,-1,bundled,bundled,13.213,638.38,TICS.8
8,-1,bundled,bundled,15.213,561.478,TICS.8
8,-1,bundled,bundled,19.213,457.021,TICS.8
8,-1,bundled,bundled,23.213,382.897,TICS.8
8,-1,bundled,bundled,27.213,329.04,TICS.8
8,-1,bundled,bundled,31.213,288.037,TICS.8
8,-1,bundled,bundled,35.213,255.805,TICS.8
8,-1,bundled,bundled,43.213,209.356,TICS.8
8,-1,bundled,bundled,51.213,177.396,TICS.8
8,-1,bundled,bundled,59.213,154.271,TICS.8
8,-1,bundled,bundled,67.213,136.71,TICS.8
8,-1,bundled,bundled,75.213,122.786,TICS.8
8,-1,bundled,bundled,91.213,102.022,TICS.8
8,-1,bundled,bundled,107.21,87.4555,TICS.8
8,-1,bundled,bundled,123.21,76.5889,TICS.8
8,-1,bundled,bundled,139.21,68.1643,TICS.8
8,-1,bundled,bundled,155.21,61.4377,TICS.8
8,-1,bundled,bundled,187.21,51.3384,TICS.8
8,-1,bundled,bundled,219.21,44.1586,TICS.8
8,-1,bundled,bundled,251.21,38.7691,TICS.8
8,-1,bundled,bundled,283.21,34.5734,TICS.8
8,-1,bundled,bundled,315.21,31.2119,TICS.8
8,-1,bundled,bundled,379.21,26.1551,TICS.8
8,-1,bundled,bundled,443.21,22.5302,TICS.8
8,-1,bundled,bundled,507.21,19.8014,TICS.8
8,-1,bundled,bundled,571.21,17.6737,TICS.8
8,-1,bundled,bundled,635.21,15.964,TICS.8
8,-1,bundled,bundled,699.21,14.5629,TICS.8
8,-1,bundled,bundled,763.21,13.3911,TICS.8
8,-1,bundled,bundled,827.21,12.3972,TICS.8
8,-1,bundled,bundled,891.21,11.5409,TICS.8
8,-1,bundled,bundled,955.21,10.7999,TICS.8
8,2,D,resolved,0.2125906,0.0,TICS.8D
8,2,D,resolved,0.30679,3325.0,TICS.8D
8,2,D,resolved,0.41259,4599.0,TICS.8D
8,2,D,resolved,0.61259,5016.0,TICS.8D
8,2,D,resolved,0.81259,4707.0,TICS.8D
8,2,D,resolved,1.0126,4289.0,TICS.8D
8,2,D,resolved,1.2126,3961.0,TICS.8D
8,2,D,resolved,2.2126,2923.0,TICS.8D
8,2,D,resolved,3.2126,2324.0,TICS.8D
8,2,D,resolved,4.2126,1951.0,TICS.8D
8,2,D,resolved,5.2126,1677.0,TICS.8D
8,2,D,resolved,7.2126,1333.0,TICS.8D
8,2,D,resolved,9.2126,1105.0,TICS.8D
8,2,D,resolved,11.213,946.7,TICS.8D
8,2,D,resolved,13.213,830.5,TICS.8D
8,2,D,resolved,15.213,738.9,TICS.8D
8,2,D,resolved,19.213,612.3,TICS.8D
8,2,D,resolved,23.213,520.4,TICS.8D
8,2,D,resolved,27.213,452.7,TICS.8D
8,2,D,resolved,31.213,400.2,TICS.8D
8,2,D,resolved,35.213,358.3,TICS.8D
8,2,D,resolved,43.213,296.3,TICS.8D
8,2,D,resolved,51.213,252.8,TICS.8D
8,2,D,resolved,59.213,221.1,TICS.8D
8,2,D,resolved,67.213,197.1,TICS.8D
8,2,D,resolved,75.213,177.9,TICS.8D
8,2,D,resolved,91.213,149.3,TICS.8D
8,2,D,resolved,107.21,128.8,TICS.8D
8,2,D,resolved,123.21,113.4,TICS.8D
8,2,D,resolved,139.21,101.4,TICS.8D
8,2,D,resolved,155.21,91.8,TICS.8D
8,2,D,resolved,187.21,77.27,TICS.8D
8,2,D,resolved,219.21,66.83,TICS.8D
8,2,D,resolved,251.21,58.95,TICS.8D
8,2,D,resolved,283.21,52.79,TICS.8D
8,2,D,resolved,315.21,47.82,TICS.8D
8,2,D,resolved,379.21,40.32,TICS.8D
8,2,D,resolved,443.21,34.9,TICS.8D
8,2,D,resolved,507.21,30.81,TICS.8D
8,2,D,resolved,571.21,27.6,TICS.8D
8,2,D,resolved,635.21,25.01,TICS.8D
8,2,D,resolved,699.21,22.88,TICS.8D
8,2,D,resolved,763.21,21.09,TICS.8D
8,2,D,resolved,827.21,19.57,TICS.8D
8,2,D,resolved,891.21,18.26,TICS.8D
8,2,D,resolved,955.21,17.12,TICS.8D
8,3,F,resolved,0.2125906,0.0,TICS.8F
8,3,F,resolved,0.30679,3634.0,TICS.8F
8,3,F,resolved,0.41259,4926.0,TICS.8F
8,3,F,resolved,0.61259,5322.0,TICS.8F
8,3,F,resolved,0.81259,4951.0,TICS.8F
8,3,F,resolved,1.0126,4502.0,TICS.8F
8,3,F,resolved,1.2126,4148.0,TICS.8F
8,3,F,resolved,2.2126,3020.0,TICS.8F
8,3,F,resolved,3.2126,2386.0,TICS.8F
8,3,F,resolved,4.2126,2002.0,TICS.8F
8,3,F,resolved,5.2126,1726.0,TICS.8F
8,3,F,resolved,7.2126,1377.0,TICS.8F
8,3,F,resolved,9.2126,1143.0,TICS.8F
8,3,F,resolved,11.213,980.1,TICS.8F
8,3,F,resolved,13.213,860.0,TICS.8F
8,3,F,resolved,15.213,765.4,TICS.8F
8,3,F,resolved,19.213,633.8,TICS.8F
8,3,F,resolved,23.213,538.1,TICS.8F
8,3,F,resolved,27.213,467.5,TICS.8F
8,3,F,resolved,31.213,412.9,TICS.8F
8,3,F,resolved,35.213,369.3,TICS.8F
8,3,F,resolved,43.213,305.2,TICS.8F
8,3,F,resolved,51.213,260.4,TICS.8F
8,3,F,resolved,59.213,227.8,TICS.8F
8,3,F,resolved,67.213,202.9,TICS.8F
8,3,F,resolved,75.213,183.1,TICS.8F
8,3,F,resolved,91.213,153.4,TICS.8F
8,3,F,resolved,107.21,132.3,TICS.8F
8,3,F,resolved,123.21,116.4,TICS.8F
8,3,F,resolved,139.21,104.0,TICS.8F
8,3,F,resolved,155.21,94.05,TICS.8F
8,3,F,resolved,187.21,79.08,TICS.8F
8,3,F,resolved,219.21,68.34,TICS.8F
8,3,F,resolved,251.21,60.24,TICS.8F
8,3,F,resolved,283.21,53.91,TICS.8F
8,3,F,resolved,315.21,48.81,TICS.8F
8,3,F,resolved,379.21,41.12,TICS.8F
8,3,F,resolved,443.21,35.57,TICS.8F
8,3,F,resolved,507.21,31.38,TICS.8F
8,3,F,resolved,571.21,28.09,TICS.8F
8,3,F,resolved,635.21,25.45,TICS.8F
8,3,F,resolved,699.21,23.27,TICS.8F
8,3,F,resolved,763.21,21.45,TICS.8F
8,3,F,resolved,827.21,19.9,TICS.8F
8,3,F,resolved,891.21,18.56,TICS.8F
8,3,F,resolved,955.21,17.4,TICS.8F
8,4,G,resolved,0.2125906,0.0,TICS.8G
8,4,G,resolved,0.30679,3712.0,TICS.8G
8,4,G,resolved,0.41259,5307.0,TICS.8G
8,4,G,resolved,0.61259,5693.0,TICS.8G
8,4,G,resolved,0.81259,5267.0,TICS.8G
8,4,G,resolved,1.0126,4746.0,TICS.8G
8,4,G,resolved,1.2126,4305.0,TICS.8G
8,4,G,resolved,2.2126,2889.0,TICS.8G
8,4,G,resolved,3.2126,2168.0,TICS.8G
8,4,G,resolved,4.2126,1759.0,TICS.8G
8,4,G,resolved,5.2126,1485.0,TICS.8G
8,4,G,resolved,7.2126,1160.0,TICS.8G
8,4,G,resolved,9.2126,949.0,TICS.8G
8,4,G,resolved,11.213,805.0,TICS.8G
8,4,G,resolved,13.213,700.0,TICS.8G
8,4,G,resolved,15.213,618.7,TICS.8G
8,4,G,resolved,19.213,507.8,TICS.8G
8,4,G,resolved,23.213,427.8,TICS.8G
8,4,G,resolved,27.213,369.2,TICS.8G
8,4,G,resolved,31.213,324.0,TICS.8G
8,4,G,resolved,35.213,288.0,TICS.8G
8,4,G,resolved,43.213,235.9,TICS.8G
8,4,G,resolved,51.213,199.9,TICS.8G
8,4,G,resolved,59.213,173.8,TICS.8G
8,4,G,resolved,67.213,154.1,TICS.8G
8,4,G,resolved,75.213,138.4,TICS.8G
8,4,G,resolved,91.213,115.2,TICS.8G
8,4,G,resolved,107.21,98.69,TICS.8G
8,4,G,resolved,123.21,86.42,TICS.8G
8,4,G,resolved,139.21,76.9,TICS.8G
8,4,G,resolved,155.21,69.3,TICS.8G
8,4,G,resolved,187.21,57.91,TICS.8G
8,4,G,resolved,219.21,49.79,TICS.8G
8,4,G,resolved,251.21,43.7,TICS.8G
8,4,G,resolved,283.21,38.96,TICS.8G
8,4,G,resolved,315.21,35.16,TICS.8G
8,4,G,resolved,379.21,29.45,TICS.8G
8,4,G,resolved,443.21,25.36,TICS.8G
8,4,G,resolved,507.21,22.28,TICS.8G
8,4,G,resolved,571.21,19.88,TICS.8G
8,4,G,resolved,635.21,17.95,TICS.8G
8,4,G,resolved,699.21,16.37,TICS.8G
8,4,G,resolved,763.21,15.05,TICS.8G
8,4,G,resolved,827.21,13.93,TICS.8G
8,4,G,resolved,891.21,12.97,TICS.8G
8,4,G,resolved,955.21,12.13,TICS.8G
8,5,H,resolved,0.2125906,0.0,TICS.8H
8,5,H,resolved,0.30679,3893.0,TICS.8H
8,5,H,resolved,0.41259,5799.0,TICS.8H
8,5,H,resolved,0.61259,6271.0,TICS.8H
8,5,H,resolved,0.81259,5696.0,TICS.8H
8,5,H,resolved,1.0126,5070.0,TICS.8H
8,5,H,resolved,1.2126,4557.0,TICS.8H
8,5,H,resolved,2.2126,3032.0,TICS.8H
8,5,H,resolved,3.2126,2255.0,TICS.8H
8,5,H,resolved,4.2126,1816.0,TICS.8H
8,5,H,resolved,5.2126,1522.0,TICS.8H
8,5,H,resolved,7.2126,1172.0,TICS.8H
8,5,H,resolved,9.2126,950.3,TICS.8H
8,5,H,resolved,11.213,799.8,TICS.8H
8,5,H,resolved,13.213,691.1,TICS.8H
8,5,H,resolved,15.213,607.1,TICS.8H
8,5,H,resolved,19.213,492.8,TICS.8H
8,5,H,resolved,23.213,411.5,TICS.8H
8,5,H,resolved,27.213,352.4,TICS.8H
8,5,H,resolved,31.213,307.5,TICS.8H
8,5,H,resolved,35.213,272.2,TICS.8H
8,5,H,resolved,43.213,221.6,TICS.8H
8,5,H,resolved,51.213,187.2,TICS.8H
8,5,H,resolved,59.213,162.3,TICS.8H
8,5,H,resolved,67.213,143.4,TICS.8H
8,5,H,resolved,75.213,128.5,TICS.8H
8,5,H,resolved,91.213,106.2,TICS.8H
8,5,H,resolved,107.21,90.78,TICS.8H
8,5,H,resolved,123.21,79.31,TICS.8H
8,5,H,resolved,139.21,70.44,TICS.8H
8,5,H,resolved,155.21,63.38,TICS.8H
8,5,H,resolved,187.21,52.77,TICS.8H
8,5,H,resolved,219.21,45.28,TICS.8H
8,5,H,resolved,251.21,39.67,TICS.8H
8,5,H,resolved,283.21,35.31,TICS.8H
8,5,H,resolved,315.21,31.83,TICS.8H
8,5,H,resolved,379.21,26.6,TICS.8H
8,5,H,resolved,443.21,22.86,TICS.8H
8,5,H,resolved,507.21,20.05,TICS.8H
8,5,H,resolved,571.21,17.87,TICS.8H
8,5,H,resolved,635.21,16.11,TICS.8H
8,5,H,resolved,699.21,14.68,TICS.8H
8,5,H,resolved,763.21,13.48,TICS.8H
8,5,H,resolved,827.21,12.47,TICS.8H
8,5,H,resolved,891.21,11.59,TICS.8H
8,5,H,resolved,955.21,10.84,TICS.8H
8,6,I,resolved,0.2125906,0.0,TICS.8I
