n,l,label,Te_eV,K_ion_cm3s,K_ion_Lotz
7,3,7F,1.048113,4.721366704658472e-06,1.0600369258393678e-05
7,3,7F,1.098541,4.767469351834901e-06,1.0730028952873447e-05
7,3,7F,1.151395,4.810129260228867e-06,1.0852337260929478e-05
7,3,7F,1.206793,4.8494052446354175e-06,1.096731485446701e-05
7,3,7F,1.264855,4.885360281375592e-06,1.1074997674907297e-05
7,3,7F,1.325711,4.918060747364956e-06,1.1175435841985541e-05
7,3,7F,1.389495,4.947575724822811e-06,1.126869258842796e-05
7,3,7F,1.456348,4.973976373270075e-06,1.1354843224348439e-05
7,3,7F,1.526418,4.997335369133959e-06,1.1433974134512645e-05
7,3,7F,1.599859,5.017726411967534e-06,1.1506181810989808e-05
7,3,7F,1.676833,5.035223795042004e-06,1.1571571923146329e-05
7,3,7F,1.757511,5.049902036921685e-06,1.1630258426428532e-05
7,3,7F,1.84207,5.061835569630707e-06,1.1682362710930793e-05
7,3,7F,1.930698,5.071098478209214e-06,1.1728012790346187e-05
7,3,7F,2.02359,5.077764285873782e-06,1.17673425315467e-05
7,3,7F,2.120951,5.0819057786715125e-06,1.1800490924734516e-05
7,3,7F,2.222996,5.083594863467985e-06,1.182760139384236e-05
7,3,7F,2.329952,5.082902453338384e-06,1.1848821146634646e-05
7,3,7F,2.442053,5.079898374923806e-06,1.186430056377016e-05
7,3,7F,2.559548,5.0746512930381285e-06,1.1874192625926706e-05
7,3,7F,2.682696,5.0672286487144334e-06,1.1878652377956486e-05
7,3,7F,2.811769,5.057696607899328e-06,1.1877836428934466e-05
7,3,7F,2.947052,5.046120019064462e-06,1.1871902486878009e-05
7,3,7F,3.088844,5.0325623790288465e-06,1.1861008926852313e-05
7,3,7F,3.237458,5.017085807198206e-06,1.184531439113003e-05
7,3,7F,3.393222,4.999751029163071e-06,1.1824977420042829e-05
7,3,7F,3.55648,4.980617371105285e-06,1.1800156112145838e-05
7,3,7F,3.727594,4.959742766713078e-06,1.1771007812310402e-05
7,3,7F,3.90694,4.937183778289803e-06,1.1737688826365762e-05
7,3,7F,4.094915,4.9129956334754014e-06,1.1700354160923612e-05
7,3,7F,4.291934,4.88723227851749e-06,1.1659157287040437e-05
7,3,7F,4.498433,4.859946448381623e-06,1.1614249926399305e-05
7,3,7F,4.714866,4.831189753239568e-06,1.1565781858724967e-05
7,3,7F,4.941713,4.801012780086396e-06,1.1513900749181912e-05
7,3,7F,5.179475,4.769465207476097e-06,1.1458751994544455e-05
7,3,7F,5.428675,4.736595930688295e-06,1.1400478586969574e-05
7,3,7F,5.689866,4.702453194090699e-06,1.1339220994246814e-05
7,3,7F,5.963623,4.66708472707402e-06,1.1275117055444396e-05
7,3,7F,6.250552,4.630537879724197e-06,1.1208301890916332e-05
7,3,7F,6.551286,4.592859754361846e-06,1.1138907825681061e-05
7,3,7F,6.866488,4.554097329210048e-06,1.1067064325228443e-05
7,3,7F,7.196857,4.51429757072822e-06,1.0992897942856996e-05
7,3,7F,7.54312,4.473507531545538e-06,1.0916532277688695e-05
7,3,7F,7.906043,4.431774431413519e-06,1.0838087942552556e-05
7,3,7F,8.286428,4.389145719145011e-06,1.0757682540971428e-05
7,3,7F,8.685114,4.345669114090317e-06,1.067543065252851e-05
7,3,7F,9.102982,4.30139262629773e-06,1.05914438259308e-05
7,3,7F,9.540955,4.256364555097002e-06,1.0505830579126076e-05
7,3,7F,10.0,4.210633466415172e-06,1.0418696405868188e-05
7,4,7G,1.0,4.996149576153377e-06,1.0463353887582553e-05
7,4,7G,1.048113,5.036385294265162e-06,1.0600369258393678e-05
7,4,7G,1.098541,5.072166153065405e-06,1.0730028952873447e-05
7,4,7G,1.151395,5.103581421810137e-06,1.0852337260929478e-05
7,4,7G,1.206793,5.130728930174265e-06,1.096731485446701e-05
7,4,7G,1.264855,5.153713902819204e-06,1.1074997674907297e-05
7,4,7G,1.325711,5.172647846662304e-06,1.1175435841985541e-05
7,4,7G,1.389495,5.187647498022999e-06,1.126869258842796e-05
7,4,7G,1.456348,5.198833835221102e-06,1.1354843224348439e-05
7,4,7G,1.526418,5.206331160533438e-06,1.1433974134512645e-05
7,4,7G,1.599859,5.210266253734502e-06,1.1506181810989808e-05
7,4,7G,1.676833,5.210767597816267e-06,1.1571571923146329e-05
7,4,7G,1.757511,5.207964675963216e-06,1.1630258426428532e-05
7,4,7G,1.84207,5.201987337508609e-06,1.1682362710930793e-05
7,4,7G,1.930698,5.192965229468392e-06,1.1728012790346187e-05
7,4,7G,2.02359,5.1810272893808e-06,1.17673425315467e-05
7,4,7G,2.120951,5.166301294601032e-06,1.1800490924734516e-05
7,4,7G,2.222996,5.148913462923512e-06,1.182760139384236e-05
7,4,7G,2.329952,5.128988099424404e-06,1.1848821146634646e-05
7,4,7G,2.442053,5.1066472847108965e-06,1.186430056377016e-05
7,4,7G,2.559548,5.082010600290556e-06,1.1874192625926706e-05
7,4,7G,2.682696,5.055194887477965e-06,1.1878652377956486e-05
7,4,7G,2.811769,5.026314037069091e-06,1.1877836428934466e-05
7,4,7G,2.947052,4.995478807862996e-06,1.1871902486878009e-05
7,4,7G,3.088844,4.962796672920385e-06,1.1861008926852313e-05
7,4,7G,3.237458,4.9283716931512875e-06,1.184531439113003e-05
7,4,7G,3.393222,4.8923044183617825e-06,1.1824977420042829e-05
7,4,7G,3.55648,4.85469181622218e-06,1.1800156112145838e-05
7,4,7G,3.727594,4.815627229724751e-06,1.1771007812310402e-05
7,4,7G,3.90694,4.775200363578204e-06,1.1737688826365762e-05
7,4,7G,4.094915,4.733497299658364e-06,1.1700354160923612e-05
7,4,7G,4.291934,4.690600541137134e-06,1.1659157287040437e-05
7,4,7G,4.498433,4.6465890842949796e-06,1.1614249926399305e-05
7,4,7G,4.714866,4.601538516343104e-06,1.1565781858724967e-05
7,4,7G,4.941713,4.555521136899427e-06,1.1513900749181912e-05
7,4,7G,5.179475,4.508606100132233e-06,1.1458751994544455e-05
7,4,7G,5.428675,4.46085957405378e-06,1.1400478586969574e-05
7,4,7G,5.689866,4.412344913047667e-06,1.1339220994246814e-05
7,4,7G,5.963623,4.363122839469681e-06,1.1275117055444396e-05
7,4,7G,6.250552,4.3132516300795685e-06,1.1208301890916332e-05
7,4,7G,6.551286,4.2627873031356365e-06,1.1138907825681061e-05
7,4,7G,6.866488,4.2117838022003084e-06,1.1067064325228443e-05
7,4,7G,7.196857,4.160293173040194e-06,1.0992897942856996e-05
7,4,7G,7.54312,4.108365730432803e-06,1.0916532277688695e-05
7,4,7G,7.906043,4.056050212186306e-06,1.0838087942552556e-05
7,4,7G,8.286428,4.003393918212948e-06,1.0757682540971428e-05
7,4,7G,8.685114,3.950442833047638e-06,1.067543065252851e-05
7,4,7G,9.102982,3.897241730752237e-06,1.05914438259308e-05
7,4,7G,9.540955,3.84383426167765e-06,1.0505830579126076e-05
7,4,7G,10.0,3.790263021058594e-06,1.0418696405868188e-05
7,5,7H,1.0,5.44911700117793e-06,1.0463353887582553e-05
7,5,7H,1.048113,5.4869882093265634e-06,1.0600369258393678e-05
7,5,7H,1.098541,5.519648968121834e-06,1.0730028952873447e-05
7,5,7H,1.151395,5.547216443173725e-06,1.0852337260929478e-05
7,5,7H,1.206793,5.569818336104493e-06,1.096731485446701e-05
7,5,7H,1.264855,5.587591392996868e-06,1.1074997674907297e-05
7,5,7H,1.325711,5.600679976854831e-06,1.1175435841985541e-05
7,5,7H,1.389495,5.609234714208734e-06,1.126869258842796e-05
7,5,7H,1.456348,5.613411223847855e-06,1.1354843224348439e-05
7,5,7H,1.526418,5.61336893344328e-06,1.1433974134512645e-05
7,5,7H,1.599859,5.609269987614573e-06,1.1506181810989808e-05
7,5,7H,1.676833,5.601278248877231e-06,1.1571571923146329e-05
7,5,7H,1.757511,5.589558390962267e-06,1.1630258426428532e-05
7,5,7H,1.84207,5.574275082291635e-06,1.1682362710930793e-05
7,5,7H,1.930698,5.555592255977875e-06,1.1728012790346187e-05
7,5,7H,2.02359,5.53367246163054e-06,1.17673425315467e-05
7,5,7H,2.120951,5.508676293514154e-06,1.1800490924734516e-05
7,5,7H,2.222996,5.480761889211531e-06,1.182760139384236e-05
7,5,7H,2.329952,5.4500844928812994e-06,1.1848821146634646e-05
7,5,7H,2.442053,5.4167960774208776e-06,1.186430056377016e-05
7,5,7H,2.559548,5.381045020301383e-06,1.1874192625926706e-05
7,5,7H,2.682696,5.342975828463508e-06,1.1878652377956486e-05
7,5,7H,2.811769,5.302728908380529e-06,1.1877836428934466e-05
7,5,7H,2.947052,5.260440378132538e-06,1.1871902486878009e-05
7,5,7H,3.088844,5.216241919024977e-06,1.1861008926852313e-05
7,5,7H,3.237458,5.170260664864694e-06,1.184531439113003e-05
7,5,7H,3.393222,5.122619127432071e-06,1.1824977420042829e-05
7,5,7H,3.55648,5.07343515692993e-06,1.1800156112145838e-05
7,5,7H,3.727594,5.022821936239833e-06,1.1771007812310402e-05
7,5,7H,3.90694,4.970888007683314e-06,1.1737688826365762e-05
7,5,7H,4.094915,4.91773733069679e-06,1.1700354160923612e-05
7,5,7H,4.291934,4.863469368423971e-06,1.1659157287040437e-05
7,5,7H,4.498433,4.808179200757526e-06,1.1614249926399305e-05
7,5,7H,4.714866,4.751957660874847e-06,1.1565781858724967e-05
7,5,7H,4.941713,4.694891491861077e-06,1.1513900749181912e-05
7,5,7H,5.179475,4.6370635196399355e-06,1.1458751994544455e-05
7,5,7H,5.428675,4.57855283817308e-06,1.1400478586969574e-05
7,5,7H,5.689866,4.5194350027630894e-06,1.1339220994246814e-05
7,5,7H,5.963623,4.459782227312171e-06,1.1275117055444396e-05
7,5,7H,6.250552,4.399663581544882e-06,1.1208301890916332e-05
7,5,7H,6.551286,4.339145184484634e-06,1.1138907825681061e-05
7,5,7H,6.866488,4.278290390859355e-06,1.1067064325228443e-05
7,5,7H,7.196857,4.217159967575537e-06,1.0992897942856996e-05
7,5,7H,7.54312,4.1558122579150226e-06,1.0916532277688695e-05
7,5,7H,7.906043,4.094303331648954e-06,1.0838087942552556e-05
7,5,7H,8.286428,4.0326871198052665e-06,1.0757682540971428e-05
7,5,7H,8.685114,3.971015533350847e-06,1.067543065252851e-05
7,5,7H,9.102982,3.909338565542201e-06,1.05914438259308e-05
7,5,7H,9.540955,3.847704378148508e-06,1.0505830579126076e-05
7,5,7H,10.0,3.7861593721513066e-06,1.0418696405868188e-05
7,6,7I,1.0,6.0416884504960525e-06,1.0463353887582553e-05
7,6,7I,1.048113,6.077115462481009e-06,1.0600369258393678e-05
7,6,7I,1.098541,6.106237787875754e-06,1.0730028952873447e-05
7,6,7I,1.151395,6.12918631459432e-06,1.0852337260929478e-05
7,6,7I,1.206793,6.146106192894673e-06,1.096731485446701e-05
7,6,7I,1.264855,6.157155167280167e-06,1.1074997674907297e-05
7,6,7I,1.325711,6.162501960720222e-06,1.1175435841985541e-05
7,6,7I,1.389495,6.162324724028338e-06,1.126869258842796e-05
7,6,7I,1.456348,6.156809560854489e-06,1.1354843224348439e-05
7,6,7I,1.526418,6.146149136252516e-06,1.1433974134512645e-05
7,6,7I,1.599859,6.1305413742785895e-06,1.1506181810989808e-05
7,6,7I,1.676833,6.1101882476682385e-06,1.1571571923146329e-05
7,6,7I,1.757511,6.0852946604225895e-06,1.1630258426428532e-05
7,6,7I,1.84207,6.0560674221878636e-06,1.1682362710930793e-05
7,6,7I,1.930698,6.022714311695692e-06,1.1728012790346187e-05
7,6,7I,2.02359,5.985443225281149e-06,1.17673425315467e-05
7,6,7I,2.120951,5.944461405623159e-06,1.1800490924734516e-05
7,6,7I,2.222996,5.899974745346893e-06,1.182760139384236e-05
7,6,7I,2.329952,5.852187159957953e-06,1.1848821146634646e-05
7,6,7I,2.442053,5.801300024694307e-06,1.186430056377016e-05
7,6,7I,2.559548,5.7475116702222595e-06,1.1874192625926706e-05
7,6,7I,2.682696,5.691016932597997e-06,1.1878652377956486e-05
7,6,7I,2.811769,5.6320067534959055e-06,1.1877836428934466e-05
7,6,7I,2.947052,5.570667827301652e-06,1.1871902486878009e-05
7,6,7I,3.088844,5.507182292223535e-06,1.1861008926852313e-05
7,6,7I,3.237458,5.441727463043365e-06,1.184531439113003e-05
7,6,7I,3.393222,5.374475603476808e-06,1.1824977420042829e-05
7,6,7I,3.55648,5.305593736327274e-06,1.1800156112145838e-05
7,6,7I,3.727594,5.235243489697532e-06,1.1771007812310402e-05
7,6,7I,3.90694,5.163580977483848e-06,1.1737688826365762e-05
7,6,7I,4.094915,5.090756712244626e-06,1.1700354160923612e-05
7,6,7I,4.291934,5.016915548342372e-06,1.1659157287040437e-05
7,6,7I,4.498433,4.942196653041621e-06,1.1614249926399305e-05
7,6,7I,4.714866,4.866733503041651e-06,1.1565781858724967e-05
7,6,7I,4.941713,4.790653903763252e-06,1.1513900749181912e-05
7,6,7I,5.179475,4.714080028616806e-06,1.1458751994544455e-05
7,6,7I,5.428675,4.63712847546952e-06,1.1400478586969574e-05
7,6,7I,5.689866,4.55991033760671e-06,1.1339220994246814e-05
7,6,7I,5.963623,4.482531286641094e-06,1.1275117055444396e-05
7,6,7I,6.250552,4.405091665051988e-06,1.1208301890916332e-05
7,6,7I,6.551286,4.327686586314735e-06,1.1138907825681061e-05
7,6,7I,6.866488,4.2504060408886145e-06,1.1067064325228443e-05
7,6,7I,7.196857,4.173335006646945e-06,1.0992897942856996e-05
7,6,7I,7.54312,4.0965535626373065e-06,1.0916532277688695e-05
7,6,7I,7.906043,4.020137005337036e-06,1.0838087942552556e-05
7,6,7I,8.286428,3.944155966809225e-06,1.0757682540971428e-05
7,6,7I,8.685114,3.868676534361971e-06,1.067543065252851e-05
7,6,7I,9.102982,3.7937603714682677e-06,1.05914438259308e-05
7,6,7I,9.540955,3.7194648398184923e-06,1.0505830579126076e-05
7,6,7I,10.0,3.6458431224578796e-06,1.0418696405868188e-05
8,0,8S,1.0,5.809254277859172e-06,1.6635370387401402e-05
8,0,8S,1.048113,5.863256622032866e-06,1.677796036686521e-05
8,0,8S,1.098541,5.913107703570561e-06,1.690990550306279e-05
8,0,8S,1.151395,5.9588465684146565e-06,1.703132966542893e-05
8,0,8S,1.206793,6.000518566519803e-06,1.7142372262210562e-05
8,0,8S,1.264855,6.038174783839783e-06,1.724318683430961e-05
8,0,8S,1.325711,6.071871505288485e-06,1.7333939706419183e-05
8,0,8S,1.389495,6.1016697117429244e-06,1.741480869714474e-05
8,0,8S,1.456348,6.1276346133966804e-06,1.7485981889182333e-05
8,0,8S,1.526418,6.149835220852692e-06,1.7547656460080515e-05
8,0,8S,1.599859,6.168343954303403e-06,1.7600037573636464e-05
8,0,8S,1.676833,6.183236290034803e-06,1.764333733156346e-05
8,0,8S,1.757511,6.194590442371167e-06,1.7677773784712876e-05
8,0,8S,1.84207,6.202487078116862e-06,1.7703570002832003e-05
8,0,8S,1.930698,6.207009059620471e-06,1.772095320158593e-05
8,0,8S,2.02359,6.208241211849292e-06,1.7730153925362326e-05
8,0,8S,2.120951,6.206270108373942e-06,1.7731405284207016e-05
8,0,8S,2.222996,6.201183870961878e-06,1.772494224310323e-05
8,0,8S,2.329952,6.193071977583226e-06,1.771100096170273e-05
8,0,8S,2.442053,6.1820250740382295e-06,1.7689818182540144e-05
8,0,8S,2.559548,6.168134785094274e-06,1.7661630665709508e-05
8,0,8S,2.682696,6.151493521923535e-06,1.7626674667950047e-05
8,0,8S,2.811769,6.132194283692894e-06,1.7585185464075577e-05
8,0,8S,2.947052,6.110330452299816e-06,1.753739690868445e-05
8,0,8S,3.088844,6.08599558038987e-06,1.7483541036103324e-05
8,0,8S,3.237458,6.059283173857198e-06,1.742384769654594e-05
8,0,8S,3.393222,6.0302864709515474e-06,1.7358544226505602e-05
8,0,8S,3.55648,5.999098220844281e-06,1.7287855151445396e-05
8,0,8S,3.727594,5.965810465009776e-06,1.721200191890236e-05
8,0,8S,3.90694,5.930514325047201e-06,1.7131202660178907e-05
8,0,8S,4.094915,5.893299800609404e-06,1.7045671978856077e-05
8,0,8S,4.291934,5.854255580945012e-06,1.6955620764427383e-05
8,0,8S,4.498433,5.813468873232509e-06,1.686125602941865e-05
8,0,8S,4.714866,5.771025250432311e-06,1.6762780768426633e-05
8,0,8S,4.941713,5.72700852084686e-06,1.6660393837578103e-05
8,0,8S,5.179475,5.681500620996785e-06,1.6554289852979357e-05
8,0,8S,5.428675,5.634581532824078e-06,1.644465910679453e-05
8,0,8S,5.689866,5.586329225642936e-06,1.6331687499658365e-05
8,0,8S,5.963623,5.536819622688117e-06,1.621555648819568e-05
8,0,8S,6.250552,5.486126591566784e-06,1.6096443046484458e-05
8,0,8S,6.551286,5.434321957403739e-06,1.5974519640362793e-05
8,0,8S,6.866488,5.381475536983779e-06,1.5849954213541702e-05
8,0,8S,7.196857,5.327655191739647e-06,1.5722910184544673e-05
8,0,8S,7.54312,5.272926897016507e-06,1.559354645355298e-05
8,0,8S,7.906043,5.217354824674069e-06,1.546201741829034e-05
8,0,8S,8.286428,5.161001435780344e-06,1.532847299813403e-05
8,0,8S,8.685114,5.103927579924515e-06,1.5193058665690156e-05
8,0,8S,9.102982,5.046192597549451e-06,1.5055915485119259e-05
8,0,8S,9.540955,4.987854421692913e-06,1.4917180156544974e-05
8,0,8S,10.0,4.92896967564297e-06,1.4776985065922372e-05
8,1,8P,1.0,5.944952442248221e-06,1.6635370387401402e-05
8,1,8P,1.048113,5.997991121641682e-06,1.677796036686521e-05
8,1,8P,1.098541,6.04687478555624e-06,1.690990550306279e-05
8,1,8P,1.151395,6.091650433952577e-06,1.703132966542893e-05
8,1,8P,1.206793,6.13237085335669e-06,1.7142372262210562e-05
8,1,8P,1.264855,6.169094012710717e-06,1.724318683430961e-05
8,1,8P,1.325711,6.201882494488784e-06,1.7333939706419183e-05
8,1,8P,1.389495,6.230802964909976e-06,1.741480869714474e-05
8,1,8P,1.456348,6.255925686166162e-06,1.7485981889182333e-05
8,1,8P,1.526418,6.277324072495548e-06,1.7547656460080515e-05
8,1,8P,1.599859,6.29507429072166e-06,1.7600037573636464e-05
8,1,8P,1.676833,6.309254904600494e-06,1.764333733156346e-05
8,1,8P,1.757511,6.319946561044047e-06,1.7677773784712876e-05
8,1,8P,1.84207,6.327231715088238e-06,1.7703570002832003e-05
8,1,8P,1.930698,6.331194389420047e-06,1.772095320158593e-05
8,1,8P,2.02359,6.331919963438544e-06,1.7730153925362326e-05
8,1,8P,2.120951,6.329494986252901e-06,1.7731405284207016e-05
8,1,8P,2.222996,6.32400700775532e-06,1.772494224310323e-05
8,1,8P,2.329952,6.315544421965676e-06,1.771100096170273e-05
8,1,8P,2.442053,6.3041963172216116e-06,1.7689818182540144e-05
8,1,8P,2.559548,6.2900523284535675e-06,1.7661630665709508e-05
8,1,8P,2.682696,6.273202487687872e-06,1.7626674667950047e-05
8,1,8P,2.811769,6.253737069995272e-06,1.7585185464075577e-05
8,1,8P,2.947052,6.231746433268343e-06,1.753739690868445e-05
8,1,8P,3.088844,6.207320851386881e-06,1.7483541036103324e-05
8,1,8P,3.237458,6.18055034143701e-06,1.742384769654594e-05
8,1,8P,3.393222,6.151524486619254e-06,1.7358544226505602e-05
8,1,8P,3.55648,6.1203322572608625e-06,1.7287855151445396e-05
8,1,8P,3.727594,6.087061832905688e-06,1.721200191890236e-05
8,1,8P,3.90694,6.05180042877835e-06,1.7131202660178907e-05
8,1,8P,4.094915,6.014634130015746e-06,1.7045671978856077e-05
8,1,8P,4.291934,5.975647736951238e-06,1.6955620764427383e-05
8,1,8P,4.498433,5.934924624460006e-06,1.686125602941865e-05
8,1,8P,4.714866,5.892546617969125e-06,1.6762780768426633e-05
8,1,8P,4.941713,5.848593888244439e-06,1.6660393837578103e-05
8,1,8P,5.179475,5.803144866526217e-06,1.6554289852979357e-05
8,1,8P,5.428675,5.756276181027729e-06,1.644465910679453e-05
8,1,8P,5.689866,5.70806261525736e-06,1.6331687499658365e-05
8,1,8P,5.963623,5.658577088088863e-06,1.621555648819568e-05
8,1,8P,6.250552,5.6078906549925705e-06,1.6096443046484458e-05
8,1,8P,6.551286,5.556072529353767e-06,1.5974519640362793e-05
8,1,8P,6.866488,5.503190122343738e-06,1.5849954213541702e-05
8,1,8P,7.196857,5.449309099374726e-06,1.5722910184544673e-05
8,1,8P,7.54312,5.394493450767683e-06,1.559354645355298e-05
8,1,8P,7.906043,5.338805573900641e-06,1.546201741829034e-05
8,1,8P,8.286428,5.282306363800385e-06,1.532847299813403e-05
8,1,8P,8.685114,5.2250553089089666e-06,1.5193058665690156e-05
8,1,8P,9.102982,5.167110588619097e-06,1.5055915485119259e-05
8,1,8P,9.540955,5.108529169146162e-06,1.4917180156544974e-05
8,1,8P,10.0,5.049366894403368e-06,1.4776985065922372e-05
8,2,8D,1.0,6.110421917434418e-06,1.6635370387401402e-05
8,2,8D,1.048113,6.163946254552688e-06,1.677796036686521e-05
8,2,8D,1.098541,6.213273443525809e-06,1.690990550306279e-05
8,2,8D,1.151395,6.258458932981852e-06,1.703132966542893e-05
8,2,8D,1.206793,6.299563685229292e-06,1.7142372262210562e-05
8,2,8D,1.264855,6.336653515175517e-06,1.724318683430961e-05
8,2,8D,1.325711,6.36979846479004e-06,1.7333939706419183e-05
8,2,8D,1.389495,6.399072217889286e-06,1.741480869714474e-05
8,2,8D,1.456348,6.424551559181683e-06,1.7485981889182333e-05
8,2,8D,1.526418,6.4463158804416045e-06,1.7547656460080515e-05
8,2,8D,1.599859,6.464446735434095e-06,1.7600037573636464e-05
8,2,8D,1.676833,6.479027443858225e-06,1.764333733156346e-05
8,2,8D,1.757511,6.490142743194154e-06,1.7677773784712876e-05
8,2,8D,1.84207,6.497878486009552e-06,1.7703570002832003e-05
8,2,8D,1.930698,6.502321379086334e-06,1.772095320158593e-05
8,2,8D,2.02359,6.503558759741983e-06,1.7730153925362326e-05
8,2,8D,2.120951,6.501678404000954e-06,1.7731405284207016e-05
8,2,8D,2.222996,6.496768360862309e-06,1.772494224310323e-05
8,2,8D,2.329952,6.488916806828894e-06,1.771100096170273e-05
8,2,8D,2.442053,6.478211915106042e-06,1.7689818182540144e-05
8,2,8D,2.559548,6.4647417344152665e-06,1.7661630665709508e-05
8,2,8D,2.682696,6.44859407315067e-06,1.7626674667950047e-05
8,2,8D,2.811769,6.4298563855662895e-06,1.7585185464075577e-05
8,2,8D,2.947052,6.4086156577446185e-06,1.753739690868445e-05
8,2,8D,3.088844,6.384958292179464e-06,1.7483541036103324e-05
8,2,8D,3.237458,6.358969990834427e-06,1.742384769654594e-05
8,2,8D,3.393222,6.3307356374451165e-06,1.7358544226505602e-05
8,2,8D,3.55648,6.300339180569222e-06,1.7287855151445396e-05
8,2,8D,3.727594,6.267863519421815e-06,1.721200191890236e-05
8,2,8D,3.90694,6.2333903948524955e-06,1.7131202660178907e-05
8,2,8D,4.094915,6.197000287933047e-06,1.7045671978856077e-05
8,2,8D,4.291934,6.158772328551273e-06,1.6955620764427383e-05
8,2,8D,4.498433,6.118784216182054e-06,1.686125602941865e-05
8,2,8D,4.714866,6.077112154668643e-06,1.6762780768426633e-05
8,2,8D,4.941713,6.033830802435271e-06,1.6660393837578103e-05
8,2,8D,5.179475,5.989013239101033e-06,1.6554289852979357e-05
8,2,8D,5.428675,5.942730949003235e-06,1.644465910679453e-05
8,2,8D,5.689866,5.895053821685087e-06,1.6331687499658365e-05
8,2,8D,5.963623,5.846050168969134e-06,1.621555648819568e-05
8,2,8D,6.250552,5.79578675782826e-06,1.6096443046484458e-05
8,2,8D,6.551286,5.744328857879885e-06,1.5974519640362793e-05
8,2,8D,6.866488,5.691740301964869e-06,1.5849954213541702e-05
8,2,8D,7.196857,5.6380835579297405e-06,1.5722910184544673e-05
8,2,8D,7.54312,5.583419809412888e-06,1.559354645355298e-05
8,2,8D,7.906043,5.527809043150726e-06,1.546201741829034e-05
8,2,8D,8.286428,5.471310140081472e-06,1.532847299813403e-05
8,2,8D,8.685114,5.4139809673497054e-06,1.5193058665690156e-05
8,2,8D,9.102982,5.355878468222755e-06,1.5055915485119259e-05
8,2,8D,9.540955,5.2970587469377185e-06,1.4917180156544974e-05
8,2,8D,10.0,5.237577145619114e-06,1.4776985065922372e-05
8,3,8F,1.0,6.3857345977761496e-06,1.6635370387401402e-05
8,3,8F,1.048113,6.438128227993767e-06,1.677796036686521e-05
8,3,8F,1.098541,6.48613356070986e-06,1.690990550306279e-05
8,3,8F,1.151395,6.5298243776406715e-06,1.703132966542893e-05
8,3,8F,1.206793,6.5692799082090455e-06,1.7142372262210562e-05
8,3,8F,1.264855,6.604583995959866e-06,1.724318683430961e-05
8,3,8F,1.325711,6.6358243090892434e-06,1.7333939706419183e-05
8,3,8F,1.389495,6.663091602493078e-06,1.741480869714474e-05
8,3,8F,1.456348,6.686479037555876e-06,1.7485981889182333e-05
8,3,8F,1.526418,6.70608156442188e-06,1.7547656460080515e-05
8,3,8F,1.599859,6.721995369794387e-06,1.7600037573636464e-05
8,3,8F,1.676833,6.734317391485324e-06,1.764333733156346e-05
8,3,8F,1.757511,6.743144899085447e-06,1.7677773784712876e-05
8,3,8F,1.84207,6.74857513834736e-06,1.7703570002832003e-05
8,3,8F,1.930698,6.750705035266637e-06,1.772095320158593e-05
8,3,8F,2.02359,6.749630954497767e-06,1.7730153925362326e-05
8,3,8F,2.120951,6.745448505720968e-06,1.7731405284207016e-05
8,3,8F,2.222996,6.7382523909303545e-06,1.772494224310323e-05
8,3,8F,2.329952,6.728136285364615e-06,1.771100096170273e-05
8,3,8F,2.442053,6.715192744941341e-06,1.7689818182540144e-05
8,3,8F,2.559548,6.699513133551658e-06,1.7661630665709508e-05
8,3,8F,2.682696,6.6811875643654954e-06,1.7626674667950047e-05
8,3,8F,2.811769,6.660304850313443e-06,1.7585185464075577e-05
8,3,8F,2.947052,6.636952460061628e-06,1.753739690868445e-05
8,3,8F,3.088844,6.611216476990024e-06,1.7483541036103324e-05
8,3,8F,3.237458,6.583181559835769e-06,1.742384769654594e-05
8,3,8F,3.393222,6.552930904695658e-06,1.7358544226505602e-05
8,3,8F,3.55648,6.520546208938396e-06,1.7287855151445396e-05
8,3,8F,3.727594,6.486107638219112e-06,1.721200191890236e-05
8,3,8F,3.90694,6.4496937982007705e-06,1.7131202660178907e-05
8,3,8F,4.094915,6.411381712773718e-06,1.7045671978856077e-05
8,3,8F,4.291934,6.3712468105478154e-06,1.6955620764427383e-05
8,3,8F,4.498433,6.329362921205809e-06,1.686125602941865e-05
8,3,8F,4.714866,6.285802282993538e-06,1.6762780768426633e-05
8,3,8F,4.941713,6.2406355622254175e-06,1.6660393837578103e-05
8,3,8F,5.179475,6.193931885242422e-06,1.6554289852979357e-05
8,3,8F,5.428675,6.1457588828081866e-06,1.644465910679453e-05
8,3,8F,5.689866,6.096182746491549e-06,1.6331687499658365e-05
8,3,8F,5.963623,6.045268296176953e-06,1.621555648819568e-05
8,3,8F,6.250552,5.993079057475729e-06,1.6096443046484458e-05
8,3,8F,6.551286,5.939677347483875e-06,1.5974519640362793e-05
8,3,8F,6.866488,5.885124367045241e-06,1.5849954213541702e-05
8,3,8F,7.196857,5.829480297431913e-06,1.5722910184544673e-05
8,3,8F,7.54312,5.772804399147995e-06,1.559354645355298e-05
8,3,8F,7.906043,5.715155110402908e-06,1.546201741829034e-05
8,3,8F,8.286428,5.656590142694543e-06,1.532847299813403e-05
8,3,8F,8.685114,5.597166570901862e-06,1.5193058665690156e-05
8,3,8F,9.102982,5.5369409153232445e-06,1.5055915485119259e-05
8,3,8F,9.540955,5.475969213221627e-06,1.4917180156544974e-05
8,3,8F,10.0,5.414307077658165e-06,1.4776985065922372e-05
8,4,8G,1.0,6.43798169493311e-06,1.6635370387401402e-05
