ni,li,nf,lf,threshold_eV,n_points,sigma_max_cm2,filename
8,0,6,4,13.393320,50,1.263488e-15,8S.6G
8,4,6,2,13.393320,50,1.624164e-14,8G.6D
6,5,9,2,13.500000,47,3.906395e-14,6H.9D
7,5,3,2,13.328199,55,3.346338e-16,7H.3D
4,1,9,8,13.500000,47,6.171824e-16,4P.9K
4,2,9,5,13.500000,47,3.883992e-15,4D.9H
7,4,8,5,13.393320,50,1.411623e-11,7G.8H
10,8,6,5,13.500000,47,9.630173e-15,:K.6H
9,5,7,5,13.500000,47,2.571780e-14,9H.7H
8,2,8,5,13.393320,50,1.806463e-10,8D.8H
7,2,6,2,13.328199,55,4.424447e-14,7D.6D
4,0,7,4,13.328199,55,9.554566e-13,4S.7G
7,1,6,4,13.328199,55,1.340775e-14,7P.6G
10,8,5,4,13.500000,47,1.793861e-15,:K.5G
9,8,9,2,13.500000,47,1.174159e-12,9K.9D
10,5,8,2,13.500000,47,4.108015e-14,:H.8D
6,4,8,0,13.393320,50,6.146621e-12,6G.8S
4,1,3,1,12.755506,70,3.057909e-15,4P.3P
10,5,7,6,13.500000,47,1.535675e-14,:H.7I
7,0,2,1,13.328199,55,6.124219e-18,7S.2P
5,2,9,0,13.500000,47,1.053186e-14,5D.9S
5,1,9,1,13.500000,47,6.866294e-15,5P.9P
7,4,2,0,13.328199,55,1.186200e-17,7G.2S
4,2,3,0,12.755506,70,4.259230e-15,4D.3S
6,0,8,1,13.393320,50,1.542116e-12,6S.8P
6,2,5,1,13.228975,58,1.051226e-13,6D.5P
4,0,8,7,13.393320,50,2.494772e-13,4S.8J
7,1,9,7,13.500000,47,2.047847e-14,7P.9J
5,4,4,1,13.061780,63,1.178919e-14,5G.4P
5,0,4,0,13.061780,63,4.463651e-15,5S.4S
7,2,9,6,13.500000,47,3.010304e-14,7D.9I
8,5,7,0,13.393320,50,7.510359e-14,8H.7S
6,1,5,0,13.228975,58,9.268937e-14,6P.5S
10,9,2,1,13.500000,47,2.613504e-18,:L.2P
6,5,5,3,13.228975,58,6.076614e-14,6H.5F
8,1,7,3,13.393320,50,2.915095e-14,8P.7F
10,5,4,3,13.500000,47,5.152521e-16,:H.4F
7,0,7,3,13.328199,55,1.157917e-10,7S.7F
9,8,5,3,13.500000,47,2.113654e-15,9K.5F
4,1,6,3,13.228975,58,2.694432e-13,4P.6F
9,1,8,1,13.500000,47,3.309934e-13,9P.8P
8,2,2,0,13.393320,50,1.258727e-17,8D.2S
10,0,9,1,13.500000,47,4.522457e-13,:S.9P
10,4,9,0,13.500000,47,7.479556e-13,:G.9S
8,1,2,1,13.393320,50,9.778588e-18,8P.2P
9,2,8,0,13.500000,47,1.256487e-12,9D.8S
9,0,5,0,13.500000,47,3.847589e-16,9S.5S
10,9,7,3,13.500000,47,3.836388e-14,:L.7F
8,4,9,6,13.500000,47,1.337695e-12,8G.9I
10,1,4,0,13.500000,47,2.011163e-16,:P.4S
10,2,4,1,13.500000,47,2.340477e-16,:D.4P
8,0,9,7,13.500000,47,1.454467e-14,8S.9J
9,4,5,1,13.500000,47,2.541817e-15,9G.5P
5,1,6,0,13.228975,58,5.085314e-13,5P.6S
6,0,7,0,13.328199,55,1.113393e-11,6S.7S
9,8,9,7,13.500000,47,1.172478e-09,9K.9J
6,4,7,1,13.328199,55,2.167979e-11,6G.7P
10,5,8,7,13.500000,47,4.323637e-14,:H.8J
5,2,6,1,13.228975,58,8.056414e-13,5D.6P
8,5,8,1,13.393320,50,3.892393e-10,8H.8P
4,0,7,6,13.328199,55,8.664076e-13,4S.7I
9,5,2,1,13.500000,47,4.880893e-18,9H.2P
10,8,3,1,13.500000,47,3.290332e-17,:K.3P
8,0,5,3,13.393320,50,4.805286e-16,8S.5F
8,2,8,3,13.393320,50,1.232405e-06,8D.8F
7,1,5,3,13.328199,55,3.886793e-15,7P.5F
10,8,6,3,13.500000,47,7.602768e-15,:K.6F
4,0,4,3,12.755506,70,2.346637e-10,4S.4F
9,5,7,3,13.500000,47,3.769181e-14,9H.7F
4,2,9,3,13.500000,47,5.104916e-15,4D.9F
7,4,8,3,13.393320,50,1.287290e-11,7G.8F
10,4,6,1,13.500000,47,3.937198e-15,:G.6P
6,5,9,7,13.500000,47,4.634468e-14,6H.9J
9,2,7,1,13.500000,47,7.885597e-14,9D.7P
9,1,7,0,13.500000,47,7.319940e-14,9P.7S
7,5,5,0,13.328199,55,9.123322e-15,7H.5S
10,0,6,0,13.500000,47,9.977408e-16,:S.6S
8,0,6,0,13.393320,50,3.357539e-15,8S.6S
8,4,6,1,13.393320,50,1.262928e-14,8G.6P
6,5,9,1,13.500000,47,3.850389e-14,6H.9P
9,2,1,0,13.500000,47,1.528955e-19,9D.1S
9,1,7,6,13.500000,47,5.894596e-15,9P.7I
7,5,3,1,13.328199,55,2.658029e-16,7H.3P
6,0,4,3,13.228975,58,4.833288e-16,6S.4F
5,1,5,3,13.061780,63,2.825486e-10,5P.5F
5,4,8,3,13.393320,50,5.970203e-12,5G.8F
6,2,9,3,13.500000,47,2.058768e-14,6D.9F
7,5,6,3,13.328199,55,2.308553e-13,7H.6F
10,0,5,3,13.500000,47,1.625004e-16,:S.5F
9,1,4,3,13.500000,47,3.038307e-16,9P.4F
9,4,9,3,13.500000,47,3.746779e-09,9G.9F
10,2,8,3,13.500000,47,2.724115e-14,:D.8F
7,2,6,1,13.328199,55,2.696392e-13,7D.6P
8,5,8,7,13.393320,50,6.745882e-10,8H.8J
4,0,7,0,13.328199,55,2.959899e-12,4S.7S
9,5,4,0,13.500000,47,7.126720e-16,9H.4S
7,1,6,0,13.328199,55,2.496172e-13,7P.6S
10,8,5,0,13.500000,47,1.742336e-15,:K.5S
6,0,7,6,13.328199,55,4.192024e-12,6S.7I
9,8,9,1,13.500000,47,1.177519e-12,9K.9P
6,4,1,0,13.228975,58,2.082290e-19,6G.1S
10,5,8,1,13.500000,47,3.357539e-14,:H.8P
9,0,3,1,13.500000,47,2.909494e-17,9S.3P
10,1,2,1,13.500000,47,5.239329e-18,:P.2P
8,4,9,0,13.500000,47,1.014543e-13,8G.9S
8,0,9,1,13.500000,47,4.525257e-13,8S.9P
10,2,2,0,13.500000,47,5.676174e-18,:D.2S
9,4,3,0,13.500000,47,9.999810e-17,9G.3S
9,1,8,7,13.500000,47,1.476869e-14,9P.8J
10,0,9,7,13.500000,47,7.118319e-15,:S.9J
8,2,4,1,13.393320,50,7.639172e-16,8D.4P
8,1,4,0,13.393320,50,5.634169e-16,8P.4S
10,4,9,6,13.500000,47,8.451254e-14,:G.9I
6,5,6,0,13.228975,58,1.087070e-10,6H.6S
9,2,8,6,13.500000,47,3.284732e-14,9D.8I
6,1,6,3,13.228975,58,1.962718e-11,6P.6F
5,0,7,3,13.328199,55,2.993502e-12,5S.7F
8,5,4,3,13.393320,50,1.329294e-15,8H.4F
10,1,7,3,13.500000,47,4.021206e-15,:P.7F
9,0,6,3,13.500000,47,9.694580e-16,9S.6F
10,9,4,0,13.500000,47,2.475450e-16,:L.4S
4,0,8,1,13.393320,50,4.183623e-13,4S.8P
6,2,3,0,13.228975,58,5.891795e-16,6D.3S
5,4,2,0,13.061780,63,5.872193e-17,5G.2S
7,1,9,1,13.500000,47,2.672590e-14,7P.9P
7,2,9,0,13.500000,47,3.816786e-14,7D.9S
5,0,2,1,13.061780,63,2.507933e-17,5S.2P
8,5,7,6,13.393320,50,5.900196e-14,8H.7I
6,1,3,1,13.228975,58,4.399245e-16,6P.3P
9,8,6,0,13.500000,47,1.271328e-14,9K.6S
4,1,5,0,13.061780,63,5.561362e-12,4P.5S
6,4,8,6,13.393320,50,1.173879e-11,6G.8I
10,5,7,0,13.500000,47,1.259287e-14,:H.7S
5,2,9,6,13.500000,47,6.519059e-15,5D.9I
7,0,4,0,13.328199,55,6.076614e-16,7S.4S
7,4,4,1,13.328199,55,1.885150e-15,7G.4P
5,1,9,7,13.500000,47,3.668371e-15,5P.9J
6,0,8,7,13.393320,50,1.391741e-12,6S.8J
4,2,5,1,13.061780,63,3.612365e-12,4D.5P
5,1,6,4,13.228975,58,4.791284e-13,5P.6G
6,0,7,4,13.328199,55,3.463950e-12,6S.7G
6,4,7,2,13.328199,55,2.236306e-11,6G.7D
5,2,6,2,13.228975,58,7.907999e-13,5D.6D
8,5,8,2,13.393320,50,3.973602e-10,8H.8D
10,8,3,2,13.500000,47,3.318335e-17,:K.3D
9,0,9,8,13.500000,47,7.042712e-14,9S.9K
9,4,9,5,13.500000,47,2.650188e-09,9G.9H
10,2,8,5,13.500000,47,1.434305e-14,:D.8H
7,5,6,5,13.328199,55,6.250232e-14,7H.6H
5,4,8,5,13.393320,50,6.577865e-12,5G.8H
6,2,9,5,13.500000,47,1.876750e-14,6D.9H
6,1,9,8,13.500000,47,9.344544e-15,6P.9K
10,4,6,2,13.500000,47,3.993204e-15,:G.6D
9,2,7,2,13.500000,47,1.957958e-14,9D.7D
9,1,7,4,13.500000,47,6.017808e-15,9P.7G
7,5,5,4,13.328199,55,2.189261e-14,7H.5G
10,0,6,4,13.500000,47,4.248029e-16,:S.6G
6,4,8,4,13.393320,50,1.063828e-11,6G.8G
4,1,3,2,12.755506,70,2.324235e-15,4P.3D
5,2,9,4,13.500000,47,1.038625e-14,5D.9G
5,1,9,2,13.500000,47,6.160623e-15,5P.9D
6,0,8,2,13.393320,50,8.526862e-13,6S.8D
6,2,5,2,13.228975,58,1.741496e-14,6D.5D
5,4,4,2,13.061780,63,1.846507e-14,5G.4D
8,5,7,4,13.393320,50,1.537355e-12,8H.7G
6,1,5,4,13.228975,58,6.916699e-15,6P.5G
10,1,7,5,13.500000,47,3.116715e-15,:P.7H
9,0,6,5,13.500000,47,8.148823e-16,9S.6H
7,5,9,8,13.500000,47,1.052626e-13,7H.9K
6,1,6,5,13.228975,58,3.206324e-11,6P.6H
5,0,7,5,13.328199,55,2.246107e-12,5S.7H
9,1,8,2,13.500000,47,2.284751e-13,9P.8D
10,0,9,2,13.500000,47,1.887671e-13,:S.9D
10,4,9,4,13.500000,47,6.085015e-13,:G.9G
9,2,8,4,13.500000,47,5.496955e-14,9D.8G
9,0,5,4,13.500000,47,3.153119e-16,9S.5G
10,2,4,2,13.500000,47,2.527815e-16,:D.4D
9,4,5,2,13.500000,47,2.651308e-15,9G.5D
8,0,5,4,13.393320,50,4.396444e-16,8S.5G
8,4,5,2,13.393320,50,4.043609e-15,8G.5D
8,1,8,2,13.393320,50,1.256207e-06,8P.8D
8,2,8,4,13.393320,50,2.297352e-10,8D.8G
10,0,3,2,13.500000,47,1.463428e-17,:S.3D
9,8,9,8,13.500000,47,1.356737e-11,9K.9K
4,0,7,5,13.328199,55,8.941304e-13,4S.7H
7,1,6,5,13.328199,55,9.487359e-15,7P.6H
6,5,9,8,13.500000,47,3.256729e-14,6H.9K
10,9,8,2,13.500000,47,1.189840e-13,:L.8D
8,0,6,5,13.393320,50,1.143916e-15,8S.6H
7,2,5,2,13.328199,55,6.843892e-15,7D.5D
10,8,6,4,13.500000,47,7.784787e-15,:K.6G
7,1,5,4,13.328199,55,2.722715e-15,7P.5G
9,5,7,4,13.500000,47,1.575159e-13,9H.7G
4,2,9,4,13.500000,47,4.628868e-15,4D.9G
5,1,3,2,13.061780,63,6.575064e-16,5P.3D
7,4,8,4,13.393320,50,1.686330e-11,7G.8G
7,0,8,2,13.393320,50,1.568719e-12,7S.8D
4,1,9,2,13.500000,47,3.127916e-15,4P.9D
8,2,7,2,13.393320,50,1.123754e-13,8D.7D
6,5,5,4,13.228975,58,3.343538e-13,6H.5G
8,1,7,4,13.393320,50,1.514113e-14,8P.7G
9,8,6,5,13.500000,47,1.199921e-14,9K.6H
10,5,7,5,13.500000,47,1.380540e-14,:H.7H
7,2,9,5,13.500000,47,3.172721e-14,7D.9H
7,1,9,8,13.500000,47,2.007523e-14,7P.9K
6,5,6,5,13.228975,58,3.472351e-10,6H.6H
8,0,9,8,13.500000,47,1.146996e-14,8S.9K
10,9,7,4,13.500000,47,4.388043e-14,:L.7G
8,4,9,5,13.500000,47,2.495052e-12,8G.9H
10,8,9,2,13.500000,47,3.150318e-13,:K.9D
9,5,8,2,13.500000,47,5.709777e-13,9H.8D
7,0,7,4,13.328199,55,7.720380e-11,7S.7G
4,1,6,4,13.228975,58,3.186722e-13,4P.6G
9,8,5,4,13.500000,47,1.873389e-15,9K.5G
4,2,6,2,13.228975,58,4.264831e-13,4D.6D
7,4,7,2,13.328199,55,1.003621e-09,7G.7D
6,0,4,0,13.228975,58,1.448586e-15,6S.4S
4,2,9,6,13.500000,47,2.920695e-15,4D.9I
7,4,8,6,13.393320,50,1.707333e-11,7G.8I
5,1,5,0,13.061780,63,3.959600e-08,5P.5S
5,2,5,1,13.061780,63,2.368199e-08,5D.5P
7,0,8,7,13.393320,50,2.221184e-12,7S.8J
4,1,9,7,13.500000,47,1.247806e-15,4P.9J
6,4,4,1,13.228975,58,4.620467e-15,6G.4P
6,1,9,1,13.500000,47,1.510193e-14,6P.9P
7,2,3,0,13.328199,55,2.985102e-16,7D.3S
5,0,8,1,13.393320,50,7.479556e-13,5S.8P
5,4,8,0,13.393320,50,4.046409e-12,5G.8S
7,1,3,1,13.328199,55,2.510454e-16,7P.3P
9,5,7,6,13.500000,47,2.516614e-14,9H.7I
4,0,2,1,12.755506,70,6.219428e-17,4S.2P
6,2,9,0,13.500000,47,2.446887e-14,6D.9S
10,9,8,7,13.500000,47,6.580665e-13,:L.8J
8,0,6,3,13.393320,50,1.257047e-15,8S.6F
9,5,4,3,13.500000,47,8.644474e-16,9H.4F
4,0,7,3,13.328199,55,1.472949e-12,4S.7F
10,8,5,3,13.500000,47,1.847067e-15,:K.5F
7,1,6,3,13.328199,55,1.481070e-14,7P.6F
9,2,4,1,13.500000,47,4.354440e-16,9D.4P
8,1,8,7,13.393320,50,2.097412e-10,8P.8J
10,4,5,1,13.500000,47,1.157357e-15,:G.5P
10,0,5,0,13.500000,47,3.013104e-16,:S.5S
8,2,8,6,13.393320,50,1.876470e-10,8D.8I
7,5,6,0,13.328199,55,4.894895e-14,7H.6S
9,1,4,0,13.500000,47,3.153119e-16,9P.4S
9,4,9,0,13.500000,47,6.880295e-13,9G.9S
8,0,3,1,13.393320,50,3.248328e-17,8S.3P
10,2,8,0,13.500000,47,1.571519e-13,:D.8S
10,1,8,1,13.500000,47,4.726878e-14,:P.8P
8,4,3,0,13.393320,50,1.120953e-16,8G.3S
9,0,9,1,13.500000,47,2.817085e-09,9S.9P
7,0,7,6,13.328199,55,6.440651e-11,7S.7I
10,5,2,1,13.500000,47,3.710375e-18,:H.2P
9,8,3,1,13.500000,47,3.214725e-17,9K.3P
7,4,1,0,13.328199,55,1.502912e-19,7G.1S
10,8,9,7,13.500000,47,1.232965e-11,:K.9J
5,4,7,1,13.328199,55,1.254247e-11,5G.7P
9,5,8,7,13.500000,47,7.784787e-14,9H.8J
6,2,6,1,13.228975,58,7.431951e-08,6D.6P
6,1,6,0,13.228975,58,1.656367e-08,6P.6S
8,5,4,0,13.393320,50,7.622370e-16,8H.4S
5,0,7,0,13.328199,55,5.751781e-12,5S.7S
10,9,7,6,13.500000,47,4.122017e-14,:L.7I
8,4,9,3,13.500000,47,1.759698e-13,8G.9F
8,1,4,3,13.393320,50,3.612365e-16,8P.4F
6,5,6,3,13.228975,58,9.988609e-11,6H.6F
7,2,9,3,13.500000,47,7.459954e-14,7D.9F
4,1,5,3,13.061780,63,2.411324e-12,4P.5F
9,8,6,3,13.500000,47,1.332375e-14,9K.6F
7,0,4,3,13.328199,55,2.600343e-16,7S.4F
10,5,7,3,13.500000,47,1.444666e-14,:H.7F
8,2,1,0,13.393320,50,2.173580e-19,8D.1S
7,5,9,1,13.500000,47,6.597467e-14,7H.9P
6,5,3,1,13.228975,58,4.046409e-16,6H.3P
8,1,7,6,13.393320,50,9.716982e-15,8P.7I
10,1,7,0,13.500000,47,2.342717e-14,:P.7S
10,9,4,3,13.500000,47,2.895493e-16,:L.4F
9,0,6,0,13.500000,47,1.479389e-15,9S.6S
9,4,6,1,13.500000,47,7.927601e-15,9G.6P
10,2,7,1,13.500000,47,2.507653e-14,:D.7P
10,5,9,1,13.500000,47,6.135420e-13,:H.9P
5,2,1,0,13.061780,63,7.367545e-19,5D.1S
9,8,8,1,13.500000,47,1.110872e-13,9K.8P
5,1,7,6,13.328199,55,7.361944e-12,5P.7I
7,1,7,0,13.328199,55,3.332337e-06,7P.7S
10,8,4,0,13.500000,47,3.001903e-16,:K.4S
4,0,6,0,13.228975,58,2.377160e-13,4S.6S
9,5,5,0,13.500000,47,2.825486e-15,9H.5S
7,2,7,1,13.328199,55,2.993502e-07,7D.7P
8,5,9,7,13.500000,47,1.467068e-12,8H.9J
10,2,9,3,13.500000,47,4.068811e-13,:D.9F
9,4,8,3,13.500000,47,2.139696e-12,9G.8F
9,1,5,3,13.500000,47,1.005302e-15,9P.5F
7,5,7,3,13.328199,55,9.280138e-10,7H.7F
10,0,4,3,13.500000,47,5.270133e-17,:S.4F
6,2,8,3,13.393320,50,4.530858e-12,6D.8F
5,4,9,3,13.500000,47,1.887391e-14,5G.9F
5,1,4,3,13.061780,63,4.077212e-15,5P.4F
6,0,5,3,13.228975,58,2.799723e-15,6S.5F
7,5,2,1,13.328199,55,1.294851e-17,7H.2P
10,0,7,6,13.500000,47,1.178919e-15,:S.7I
6,5,8,1,13.393320,50,9.316541e-12,6H.8P
10,4,1,0,13.500000,47,9.235333e-20,:G.1S
8,4,7,1,13.393320,50,2.237986e-13,8G.7P
8,0,7,0,13.393320,50,7.557964e-14,8S.7S
4,2,4,1,12.755506,70,1.360938e-07,4D.4P
6,0,9,7,13.500000,47,2.604263e-15,6S.9J
5,1,8,7,13.393320,50,2.299592e-12,5P.8J
7,4,5,1,13.328199,55,9.190529e-15,7G.5P
10,5,6,0,13.500000,47,5.256131e-15,:H.6S
7,0,5,0,13.328199,55,2.602863e-15,7S.5S
5,2,8,6,13.393320,50,3.500354e-12,5D.8I
9,8,7,0,13.500000,47,3.799984e-14,9K.7S
6,4,9,6,13.500000,47,3.284732e-14,6G.9I
4,1,4,0,12.755506,70,2.574300e-07,4P.4S
6,1,2,1,13.228975,58,3.304334e-17,6P.2P
5,0,3,1,13.061780,63,3.290332e-16,5S.3P
7,2,8,0,13.393320,50,9.941005e-12,7D.8S
7,1,8,1,13.393320,50,7.569165e-12,7P.8P
5,4,3,0,13.061780,63,1.103872e-15,5G.3S
6,2,2,0,13.228975,58,3.309934e-17,6D.2S
4,0,9,1,13.500000,47,1.089870e-15,4S.9P
9,0,7,3,13.500000,47,2.377160e-15,9S.7F
10,9,5,0,13.500000,47,1.132154e-15,:L.5S
10,1,6,3,13.500000,47,1.458667e-15,:P.6F
5,0,6,3,13.228975,58,1.367098e-13,5S.6F
8,5,5,3,13.393320,50,4.469252e-15,8H.5F
6,1,7,3,13.328199,55,1.432065e-11,6P.7F
6,5,7,0,13.328199,55,1.875630e-11,6H.7S
9,2,9,6,13.500000,47,3.503154e-13,9D.9I
10,4,8,6,13.500000,47,3.080311e-14,:G.8I
8,1,5,0,13.393320,50,3.909195e-15,8P.5S
8,2,5,1,13.393320,50,4.374042e-15,8D.5P
10,0,8,7,13.500000,47,2.776201e-15,:S.8J
9,1,9,7,13.500000,47,2.230425e-13,9P.9J
9,4,2,0,13.500000,47,5.566963e-18,9G.2S
10,2,3,0,13.500000,47,5.925399e-17,:D.3S
8,0,8,1,13.393320,50,1.135235e-06,8S.8P
8,4,8,0,13.393320,50,5.667773e-10,8G.8S
10,1,3,1,13.500000,47,3.925997e-17,:P.3P
9,0,2,1,13.500000,47,2.591942e-18,9S.2P
10,0,7,4,13.500000,47,1.052906e-15,:S.7G
9,1,6,4,13.500000,47,2.737837e-15,9P.6G
9,2,6,2,13.500000,47,4.080012e-15,9D.6D
10,4,7,2,13.500000,47,1.204122e-14,:G.7D
5,0,9,8,13.500000,47,8.501659e-16,5S.9K
6,2,8,5,13.393320,50,5.281334e-12,6D.8H
5,4,9,5,13.500000,47,1.914553e-14,5G.9H
7,5,7,5,13.328199,55,1.434585e-08,7H.7H
10,2,9,5,13.500000,47,3.749579e-14,:D.9H
9,4,8,5,13.500000,47,8.949704e-14,9G.8H
10,1,9,8,13.500000,47,1.933875e-14,:P.9K
9,5,3,2,13.500000,47,1.213083e-16,9H.3D
8,5,9,2,13.500000,47,1.126554e-13,8H.9D
5,2,7,2,13.328199,55,1.240805e-11,5D.7D
6,4,6,2,13.228975,58,8.400849e-11,6G.6D
6,0,6,4,13.228975,58,7.801588e-12,6S.6G
5,1,7,4,13.328199,55,6.471454e-12,5P.7G
9,4,4,2,13.500000,47,6.955903e-16,9G.4D
10,2,5,2,13.500000,47,8.389648e-16,:D.5D
10,1,5,4,13.500000,47,5.205726e-16,:P.5G
9,2,9,4,13.500000,47,3.447148e-12,9D.9G
8,1,3,2,13.393320,50,8.283237e-17,8P.3D
10,4,8,4,13.500000,47,3.570361e-14,:G.8G
10,0,8,2,13.500000,47,1.249766e-14,:S.8D
9,1,9,2,13.500000,47,3.102714e-09,9P.9D
5,0,6,5,13.228975,58,2.331796e-13,5S.6H
6,1,7,5,13.328199,55,1.009782e-11,6P.7H
9,0,7,5,13.500000,47,2.248907e-15,9S.7H
10,9,3,2,13.500000,47,3.766381e-17,:L.3D
10,1,6,5,13.500000,47,1.210562e-15,:P.6H
5,0,5,4,13.061780,63,4.956501e-11,5S.5G
8,5,6,4,13.393320,50,6.891496e-14,8H.6G
5,4,5,2,13.061780,63,6.642271e-10,5G.5D
6,2,4,2,13.228975,58,3.315535e-15,6D.4D
6,0,9,2,13.500000,47,4.659671e-15,6S.9D
5,1,8,2,13.393320,50,1.665888e-12,5P.8D
5,2,8,4,13.393320,50,3.830787e-12,5D.8G
7,0,3,2,13.328199,55,5.292535e-17,7S.3D
6,4,9,4,13.500000,47,3.455549e-14,6G.9G
4,1,8,2,13.393320,50,7.367545e-13,4P.8D
7,0,9,2,13.500000,47,1.483870e-14,7S.9D
7,4,9,4,13.500000,47,6.205427e-14,7G.9G
6,0,3,2,13.228975,58,9.050515e-17,6S.3D
4,2,8,4,13.393320,50,1.681850e-12,4D.8G
9,5,6,4,13.500000,47,1.752137e-14,9H.6G
4,0,5,4,13.061780,63,1.032464e-12,4S.5G
10,8,7,4,13.500000,47,2.065209e-14,:K.7G
7,2,4,2,13.328199,55,1.588321e-15,7D.4D
8,0,7,5,13.393320,50,4.942499e-15,8S.7H
10,9,9,2,13.500000,47,2.506253e-13,:L.9D
7,1,7,5,13.328199,55,1.411623e-10,7P.7H
4,0,6,5,13.228975,58,1.184240e-13,4S.6H
10,5,9,8,13.500000,47,9.733784e-14,:H.9K
9,1,3,2,13.500000,47,5.779784e-17,9P.3D
8,2,9,4,13.500000,47,8.031212e-13,8D.9G
8,1,9,2,13.500000,47,8.524061e-13,8P.9D
8,4,4,2,13.393320,50,9.075717e-16,8G.4D
7,4,6,2,13.328199,55,2.138856e-13,7G.6D
4,2,7,2,13.328199,55,7.065114e-12,4D.7D
4,1,7,4,13.328199,55,3.413545e-12,4P.7G
7,0,6,4,13.328199,55,3.741178e-15,7S.6G
10,5,5,4,13.500000,47,1.705932e-15,:H.5G
8,5,3,2,13.393320,50,1.479950e-16,8H.3D
9,5,9,2,13.500000,47,8.302839e-13,9H.9D
10,8,8,2,13.500000,47,1.094351e-13,:K.8D
8,4,8,5,13.393320,50,9.789789e-07,8G.8H
10,9,6,4,13.500000,47,6.384645e-15,:L.6G
6,5,7,5,13.328199,55,3.245528e-11,6H.7H
4,0,9,8,13.500000,47,2.050927e-16,4S.9K
7,2,8,5,13.393320,50,8.020010e-12,7D.8H
10,5,6,5,13.500000,47,5.639770e-15,:H.6H
9,8,7,5,13.500000,47,1.363178e-13,9K.7H
8,1,6,4,13.393320,50,3.897994e-15,8P.6G
8,2,6,2,13.393320,50,7.759584e-15,8D.6D
9,0,8,1,13.500000,47,2.165179e-13,9S.8P
8,4,2,0,13.393320,50,6.787886e-18,8G.2S
10,1,9,1,13.500000,47,7.821190e-13,:P.9P
10,2,9,0,13.500000,47,2.712354e-12,:D.9S
8,0,2,1,13.393320,50,4.108015e-18,8S.2P
9,4,8,0,13.500000,47,3.150318e-13,9G.8S
9,1,5,0,13.500000,47,1.760258e-15,9P.5S
8,2,9,6,13.500000,47,9.277337e-14,8D.9I
10,0,4,0,13.500000,47,9.291339e-17,:S.4S
7,5,7,0,13.328199,55,5.897396e-10,7H.7S
10,4,4,1,13.500000,47,3.657170e-16,:G.4P
8,1,9,7,13.500000,47,4.382443e-14,8P.9J
9,2,5,1,13.500000,47,1.958798e-15,9D.5P
10,8,4,3,13.500000,47,2.779001e-16,:K.4F
7,1,7,3,13.328199,55,4.502855e-10,7P.7F
9,5,5,3,13.500000,47,2.746518e-15,9H.5F
4,0,6,3,13.228975,58,7.613969e-14,4S.6F
8,0,7,3,13.393320,50,7.199528e-15,8S.7F
10,9,9,7,13.500000,47,3.329536e-12,:L.9J
6,2,8,0,13.393320,50,4.505655e-12,6D.8S
4,0,3,1,12.755506,70,1.077549e-15,4S.3P
10,8,7,6,13.500000,47,6.913899e-14,:K.7I
7,1,2,1,13.328199,55,1.769219e-17,7P.2P
5,4,9,0,13.500000,47,2.001362e-14,5G.9S
5,0,9,1,13.500000,47,2.456688e-15,5S.9P
7,2,2,0,13.328199,55,1.842026e-17,7D.2S
6,1,8,1,13.393320,50,4.105215e-12,6P.8P
6,4,5,1,13.228975,58,2.698913e-14,6G.5P
4,1,8,7,13.393320,50,8.832092e-13,4P.8J
7,0,9,7,13.500000,47,6.936301e-15,7S.9J
5,2,4,1,13.061780,63,3.281932e-14,5D.4P
5,1,4,0,13.061780,63,2.693592e-14,5P.4S
7,4,9,6,13.500000,47,6.160623e-14,7G.9I
4,2,8,6,13.393320,50,1.493391e-12,4D.8I
6,0,5,0,13.228975,58,8.546464e-15,6S.5S
10,2,6,1,13.500000,47,5.018107e-15,:D.6P
9,4,7,1,13.500000,47,2.063809e-14,9G.7P
10,9,5,3,13.500000,47,1.451947e-15,:L.5F
9,0,7,0,13.500000,47,8.546464e-15,9S.7S
10,1,6,0,13.500000,47,4.575662e-15,:P.6S
6,5,2,1,13.228975,58,2.745957e-17,6H.2P
7,5,8,1,13.393320,50,1.321454e-11,7H.8P
7,0,5,3,13.328199,55,1.162397e-15,7S.5F
10,5,6,3,13.500000,47,5.295335e-15,:H.6F
4,1,4,3,12.755506,70,8.356044e-10,4P.4F
9,8,7,3,13.500000,47,5.471753e-14,9K.7F
7,2,8,3,13.393320,50,9.660976e-12,7D.8F
6,5,7,3,13.328199,55,2.348037e-11,6H.7F
8,1,5,3,13.393320,50,1.417223e-15,8P.5F
8,4,8,3,13.393320,50,1.462868e-06,8G.8F
8,5,5,0,13.393320,50,3.668371e-15,8H.5S
5,0,6,0,13.228975,58,3.192323e-13,5S.6S
6,1,7,0,13.328199,55,1.812623e-11,6P.7S
9,5,9,7,13.500000,47,1.963278e-12,9H.9J
6,2,7,1,13.328199,55,1.585520e-11,6D.7P
10,8,8,7,13.500000,47,3.752379e-13,:K.8J
5,4,6,1,13.228975,58,9.753386e-13,5G.6P
4,2,1,0,12.755506,70,1.456427e-18,4D.1S
4,1,7,6,13.328199,55,3.228726e-12,4P.7I
9,8,2,1,13.500000,47,2.184781e-18,9K.2P
10,5,3,1,13.500000,47,6.751482e-17,:H.3P
7,4,6,1,13.328199,55,7.720380e-14,7G.6P
4,2,7,1,13.328199,55,5.737780e-12,4D.7P
4,1,7,0,13.328199,55,6.138220e-12,4P.7S
9,8,4,0,13.500000,47,2.912294e-16,9K.4S
7,0,6,0,13.328199,55,2.663629e-14,7S.6S
