ni,li,nf,lf,threshold_eV,n_points,sigma_max_cm2,filename
6,1,3,0,13.228975,58,4.567262e-16,6P.3S
6,2,3,1,13.228975,58,5.177723e-16,6D.3P
4,0,8,0,13.393320,50,3.951199e-13,4S.8S
7,1,9,0,13.500000,47,3.861590e-14,7P.9S
5,4,2,1,13.061780,63,7.664374e-17,5G.2P
5,1,9,6,13.500000,47,4.063211e-15,5P.9I
7,4,4,0,13.328199,55,1.830825e-15,7G.4S
4,2,5,0,13.061780,63,4.878093e-12,4D.5S
6,0,8,6,13.393320,50,1.009222e-12,6S.8I
9,8,6,1,13.500000,47,1.239965e-14,9K.6P
6,4,8,7,13.393320,50,1.220363e-11,6G.8J
4,1,5,1,13.061780,63,2.962699e-12,4P.5P
10,5,7,1,13.500000,47,1.225684e-14,:H.7P
7,0,4,1,13.328199,55,3.937198e-16,7S.4P
5,2,9,7,13.500000,47,6.197026e-15,5D.9J
8,4,6,0,13.393320,50,1.212523e-14,8G.6S
8,0,6,1,13.393320,50,4.796885e-15,8S.6P
9,1,1,0,13.500000,47,2.414124e-19,9P.1S
7,5,3,0,13.328199,55,1.947597e-16,7H.3S
6,5,9,0,13.500000,47,3.923196e-14,6H.9S
9,2,7,6,13.500000,47,9.786989e-15,9D.7I
5,2,5,3,13.061780,63,1.174439e-08,5D.5F
6,4,4,3,13.228975,58,6.502257e-15,6G.4F
6,1,9,3,13.500000,47,1.252007e-14,6P.9F
5,0,8,3,13.393320,50,5.032109e-13,5S.8F
9,2,4,3,13.500000,47,4.348839e-16,9D.4F
10,4,5,3,13.500000,47,1.448306e-15,:G.5F
10,1,8,3,13.500000,47,1.459507e-14,:P.8F
9,0,9,3,13.500000,47,3.248328e-13,9S.9F
4,0,7,1,13.328199,55,1.336575e-12,4S.7P
9,5,4,1,13.500000,47,6.586266e-16,9H.4P
7,1,6,1,13.328199,55,5.219727e-14,7P.6P
10,8,5,1,13.500000,47,1.905033e-15,:K.5P
7,2,6,0,13.328199,55,2.059328e-13,7D.6S
8,5,8,6,13.393320,50,7.361944e-07,8H.8I
9,8,9,0,13.500000,47,1.197401e-12,9K.9S
6,4,7,6,13.328199,55,3.309934e-11,6G.7I
10,5,8,0,13.500000,47,3.480752e-14,:H.8S
6,0,1,0,13.228975,58,2.725515e-19,6S.1S
5,1,9,4,13.500000,47,5.975804e-15,5P.9G
6,0,8,4,13.393320,50,1.160997e-12,6S.8G
4,2,3,2,12.755506,70,4.245229e-15,4D.3D
6,4,8,2,13.393320,50,6.393046e-12,6G.8D
5,2,9,2,13.500000,47,1.022103e-14,5D.9D
5,0,4,2,13.061780,63,1.910913e-15,5S.4D
8,5,7,2,13.393320,50,2.136616e-13,8H.7D
6,1,5,2,13.228975,58,1.014823e-14,6P.5D
6,2,5,4,13.228975,58,1.327614e-14,6D.5G
9,4,6,5,13.500000,47,7.779186e-15,9G.6H
10,2,7,5,13.500000,47,6.065413e-15,:D.7H
7,5,9,5,13.500000,47,7.109918e-14,7H.9H
5,4,7,5,13.328199,55,2.390602e-11,5G.7H
6,2,6,5,13.228975,58,4.771682e-11,6D.6H
10,4,9,2,13.500000,47,2.688552e-12,:G.9D
9,2,8,2,13.500000,47,2.954299e-13,9D.8D
9,1,8,4,13.500000,47,2.037766e-14,9P.8G
10,0,9,4,13.500000,47,1.366538e-14,:S.9G
9,4,5,4,13.500000,47,2.673990e-15,9G.5G
9,0,5,2,13.500000,47,2.987902e-16,9S.5D
10,1,4,2,13.500000,47,1.660288e-16,:P.4D
6,4,7,4,13.328199,55,2.664189e-11,6G.7G
5,2,6,4,13.228975,58,8.672476e-13,5D.6G
5,1,6,2,13.228975,58,6.541461e-13,5P.6D
6,0,7,2,13.328199,55,5.118917e-12,6S.7D
8,5,8,4,13.393320,50,1.196561e-06,8H.8G
9,4,9,8,13.500000,47,6.253032e-13,9G.9K
10,1,8,5,13.500000,47,8.596869e-15,:P.8H
9,0,9,5,13.500000,47,6.507858e-14,9S.9H
6,1,9,5,13.500000,47,1.099391e-14,6P.9H
5,0,8,5,13.393320,50,6.208227e-13,5S.8H
6,2,9,8,13.500000,47,1.451107e-14,6D.9K
9,1,7,2,13.500000,47,1.381100e-14,9P.7D
7,5,5,2,13.328199,55,9.330543e-15,7H.5D
10,0,6,2,13.500000,47,5.732179e-16,:S.6D
10,4,6,4,13.500000,47,4.250830e-15,:G.6G
9,2,7,4,13.500000,47,1.166878e-14,9D.7G
