n_i,l_i,l_i_char,n_f,l_f,l_f_char,E_eV,sigma_a0sq,filename
9,4,G,4,3,F,699.1679728,0.5274,4F.9G
9,4,G,4,3,F,763.1679728,0.4876,4F.9G
9,4,G,4,3,F,827.1679728,0.4537,4F.9G
9,4,G,4,3,F,891.1679728,0.4243,4F.9G
9,4,G,4,3,F,955.1679728,0.3987,4F.9G
9,5,H,4,3,F,0.0621728,235.3,4F.9H
9,5,H,4,3,F,0.1621728,89.95,4F.9H
9,5,H,4,3,F,0.2621728,55.35,4F.9H
9,5,H,4,3,F,0.3679728,43.6,4F.9H
9,5,H,4,3,F,0.5679728,38.52,4F.9H
9,5,H,4,3,F,0.7679728,32.66,4F.9H
9,5,H,4,3,F,0.9679728,27.49,4F.9H
9,5,H,4,3,F,1.1679728,23.46,4F.9H
9,5,H,4,3,F,2.1679728,17.58,4F.9H
9,5,H,4,3,F,3.1679728,15.44,4F.9H
9,5,H,4,3,F,4.1679728,14.22,4F.9H
9,5,H,4,3,F,5.1679728,13.32,4F.9H
9,5,H,4,3,F,7.1679728,11.82,4F.9H
9,5,H,4,3,F,9.1679728,10.34,4F.9H
9,5,H,4,3,F,11.1679728,9.045,4F.9H
9,5,H,4,3,F,13.1679728,7.963,4F.9H
9,5,H,4,3,F,15.1679728,7.105,4F.9H
9,5,H,4,3,F,19.1679728,5.809,4F.9H
9,5,H,4,3,F,23.1679728,4.912,4F.9H
9,5,H,4,3,F,27.1679728,4.265,4F.9H
9,5,H,4,3,F,31.1679728,3.767,4F.9H
9,5,H,4,3,F,35.1679728,3.373,4F.9H
9,5,H,4,3,F,43.1679728,2.791,4F.9H
9,5,H,4,3,F,51.1679728,2.381,4F.9H
9,5,H,4,3,F,59.1679728,2.073,4F.9H
9,5,H,4,3,F,67.1679728,1.837,4F.9H
9,5,H,4,3,F,75.1679728,1.65,4F.9H
9,5,H,4,3,F,91.1679728,1.375,4F.9H
9,5,H,4,3,F,107.1679728,1.174,4F.9H
9,5,H,4,3,F,123.1679728,1.025,4F.9H
9,5,H,4,3,F,139.1679728,0.9087,4F.9H
9,5,H,4,3,F,155.1679728,0.8163,4F.9H
9,5,H,4,3,F,187.1679728,0.6793,4F.9H
9,5,H,4,3,F,219.1679728,0.5808,4F.9H
9,5,H,4,3,F,251.1679728,0.5071,4F.9H
9,5,H,4,3,F,283.1679728,0.4501,4F.9H
9,5,H,4,3,F,315.1679728,0.4047,4F.9H
9,5,H,4,3,F,379.1679728,0.3366,4F.9H
9,5,H,4,3,F,443.1679728,0.288,4F.9H
9,5,H,4,3,F,507.1679728,0.2518,4F.9H
9,5,H,4,3,F,571.1679728,0.2236,4F.9H
9,5,H,4,3,F,635.1679728,0.2011,4F.9H
9,5,H,4,3,F,699.1679728,0.1827,4F.9H
9,5,H,4,3,F,763.1679728,0.1674,4F.9H
9,5,H,4,3,F,827.1679728,0.1544,4F.9H
9,5,H,4,3,F,891.1679728,0.1433,4F.9H
9,5,H,4,3,F,955.1679728,0.1337,4F.9H
9,6,I,4,3,F,0.0621728,180.5,4F.9I
9,6,I,4,3,F,0.1621728,67.92,4F.9I
9,6,I,4,3,F,0.2621728,44.71,4F.9I
9,6,I,4,3,F,0.3679728,34.33,4F.9I
9,6,I,4,3,F,0.5679728,28.11,4F.9I
9,6,I,4,3,F,0.7679728,24.17,4F.9I
9,6,I,4,3,F,0.9679728,20.58,4F.9I
9,6,I,4,3,F,1.1679728,17.84,4F.9I
9,6,I,4,3,F,2.1679728,11.67,4F.9I
9,6,I,4,3,F,3.1679728,8.913,4F.9I
9,6,I,4,3,F,4.1679728,7.085,4F.9I
9,6,I,4,3,F,5.1679728,5.614,4F.9I
9,6,I,4,3,F,7.1679728,3.831,4F.9I
9,6,I,4,3,F,9.1679728,2.905,4F.9I
9,6,I,4,3,F,11.1679728,2.344,4F.9I
9,6,I,4,3,F,13.1679728,1.984,4F.9I
9,6,I,4,3,F,15.1679728,1.735,4F.9I
9,6,I,4,3,F,19.1679728,1.381,4F.9I
9,6,I,4,3,F,23.1679728,1.148,4F.9I
9,6,I,4,3,F,27.1679728,0.9812,4F.9I
9,6,I,4,3,F,31.1679728,0.8554,4F.9I
9,6,I,4,3,F,35.1679728,0.7584,4F.9I
9,6,I,4,3,F,43.1679728,0.6178,4F.9I
9,6,I,4,3,F,51.1679728,0.5211,4F.9I
9,6,I,4,3,F,59.1679728,0.4504,4F.9I
9,6,I,4,3,F,67.1679728,0.3967,4F.9I
9,6,I,4,3,F,75.1679728,0.3544,4F.9I
9,6,I,4,3,F,91.1679728,0.2923,4F.9I
9,6,I,4,3,F,107.1679728,0.2487,4F.9I
9,6,I,4,3,F,123.1679728,0.2163,4F.9I
9,6,I,4,3,F,139.1679728,0.1915,4F.9I
9,6,I,4,3,F,155.1679728,0.1717,4F.9I
9,6,I,4,3,F,187.1679728,0.1425,4F.9I
9,6,I,4,3,F,219.1679728,0.1216,4F.9I
9,6,I,4,3,F,251.1679728,0.1061,4F.9I
9,6,I,4,3,F,283.1679728,0.09413,4F.9I
9,6,I,4,3,F,315.1679728,0.08457,4F.9I
9,6,I,4,3,F,379.1679728,0.07029,4F.9I
9,6,I,4,3,F,443.1679728,0.06014,4F.9I
9,6,I,4,3,F,507.1679728,0.05255,4F.9I
9,6,I,4,3,F,571.1679728,0.04666,4F.9I
9,6,I,4,3,F,635.1679728,0.04196,4F.9I
9,6,I,4,3,F,699.1679728,0.03812,4F.9I
9,6,I,4,3,F,763.1679728,0.03492,4F.9I
9,6,I,4,3,F,827.1679728,0.03222,4F.9I
9,6,I,4,3,F,891.1679728,0.0299,4F.9I
9,6,I,4,3,F,955.1679728,0.0279,4F.9I
9,7,J,4,3,F,0.0621728,109.1,4F.9J
9,7,J,4,3,F,0.1621728,39.85,4F.9J
9,7,J,4,3,F,0.2621728,22.32,4F.9J
9,7,J,4,3,F,0.3679728,15.14,4F.9J
9,7,J,4,3,F,0.5679728,13.02,4F.9J
9,7,J,4,3,F,0.7679728,9.855,4F.9J
9,7,J,4,3,F,0.9679728,8.23,4F.9J
9,7,J,4,3,F,1.1679728,7.457,4F.9J
9,7,J,4,3,F,2.1679728,3.315,4F.9J
9,7,J,4,3,F,3.1679728,1.791,4F.9J
9,7,J,4,3,F,4.1679728,1.195,4F.9J
9,7,J,4,3,F,5.1679728,0.8298,4F.9J
9,7,J,4,3,F,7.1679728,0.5069,4F.9J
9,7,J,4,3,F,9.1679728,0.3829,4F.9J
9,7,J,4,3,F,11.1679728,0.2964,4F.9J
9,7,J,4,3,F,13.1679728,0.2411,4F.9J
9,7,J,4,3,F,15.1679728,0.2,4F.9J
9,7,J,4,3,F,19.1679728,0.1488,4F.9J
9,7,J,4,3,F,23.1679728,0.1184,4F.9J
9,7,J,4,3,F,27.1679728,0.09845,4F.9J
9,7,J,4,3,F,31.1679728,0.08428,4F.9J
9,7,J,4,3,F,35.1679728,0.07377,4F.9J
9,7,J,4,3,F,43.1679728,0.0592,4F.9J
9,7,J,4,3,F,51.1679728,0.04957,4F.9J
9,7,J,4,3,F,59.1679728,0.04267,4F.9J
9,7,J,4,3,F,67.1679728,0.03749,4F.9J
9,7,J,4,3,F,75.1679728,0.03345,4F.9J
9,7,J,4,3,F,91.1679728,0.02739,4F.9J
9,7,J,4,3,F,107.1679728,0.0233,4F.9J
9,7,J,4,3,F,123.1679728,0.02028,4F.9J
9,7,J,4,3,F,139.1679728,0.01795,4F.9J
9,7,J,4,3,F,155.1679728,0.0161,4F.9J
9,7,J,4,3,F,187.1679728,0.01333,4F.9J
9,7,J,4,3,F,219.1679728,0.01139,4F.9J
9,7,J,4,3,F,251.1679728,0.009942,4F.9J
9,7,J,4,3,F,283.1679728,0.008823,4F.9J
9,7,J,4,3,F,315.1679728,0.00793,4F.9J
9,7,J,4,3,F,379.1679728,0.006594,4F.9J
9,7,J,4,3,F,443.1679728,0.005642,4F.9J
9,7,J,4,3,F,507.1679728,0.004928,4F.9J
9,7,J,4,3,F,571.1679728,0.004376,4F.9J
9,7,J,4,3,F,635.1679728,0.003935,4F.9J
9,7,J,4,3,F,699.1679728,0.003575,4F.9J
9,7,J,4,3,F,763.1679728,0.003275,4F.9J
9,7,J,4,3,F,827.1679728,0.003022,4F.9J
9,7,J,4,3,F,891.1679728,0.002805,4F.9J
9,7,J,4,3,F,955.1679728,0.002617,4F.9J
9,8,K,4,3,F,0.0621728,46.55,4F.9K
9,8,K,4,3,F,0.1621728,19.97,4F.9K
9,8,K,4,3,F,0.2621728,7.38,4F.9K
9,8,K,4,3,F,0.3679728,5.002,4F.9K
9,8,K,4,3,F,0.5679728,3.357,4F.9K
9,8,K,4,3,F,0.7679728,2.331,4F.9K
9,8,K,4,3,F,0.9679728,1.541,4F.9K
9,8,K,4,3,F,1.1679728,1.816,4F.9K
9,8,K,4,3,F,2.1679728,0.3808,4F.9K
9,8,K,4,3,F,3.1679728,0.1677,4F.9K
9,8,K,4,3,F,4.1679728,0.1162,4F.9K
9,8,K,4,3,F,5.1679728,0.08028,4F.9K
9,8,K,4,3,F,7.1679728,0.03405,4F.9K
9,8,K,4,3,F,9.1679728,0.0227,4F.9K
9,8,K,4,3,F,11.1679728,0.01504,4F.9K
9,8,K,4,3,F,13.1679728,0.01316,4F.9K
9,8,K,4,3,F,15.1679728,0.008532,4F.9K
9,8,K,4,3,F,19.1679728,0.005847,4F.9K
9,8,K,4,3,F,23.1679728,0.004427,4F.9K
9,8,K,4,3,F,27.1679728,0.003556,4F.9K
9,8,K,4,3,F,31.1679728,0.002989,4F.9K
9,8,K,4,3,F,35.1679728,0.002573,4F.9K
9,8,K,4,3,F,43.1679728,0.002037,4F.9K
9,8,K,4,3,F,51.1679728,0.001693,4F.9K
9,8,K,4,3,F,59.1679728,0.001453,4F.9K
9,8,K,4,3,F,67.1679728,0.001273,4F.9K
9,8,K,4,3,F,75.1679728,0.001133,4F.9K
9,8,K,4,3,F,91.1679728,0.0009281,4F.9K
9,8,K,4,3,F,107.1679728,0.0007888,4F.9K
9,8,K,4,3,F,123.1679728,0.0006855,4F.9K
9,8,K,4,3,F,139.1679728,0.0006065,4F.9K
9,8,K,4,3,F,155.1679728,0.0005438,4F.9K
9,8,K,4,3,F,187.1679728,0.0004509,4F.9K
9,8,K,4,3,F,219.1679728,0.0003849,4F.9K
9,8,K,4,3,F,251.1679728,0.0003358,4F.9K
9,8,K,4,3,F,283.1679728,0.0002978,4F.9K
9,8,K,4,3,F,315.1679728,0.0002675,4F.9K
9,8,K,4,3,F,379.1679728,0.0002223,4F.9K
9,8,K,4,3,F,443.1679728,0.0001902,4F.9K
9,8,K,4,3,F,507.1679728,0.0001662,4F.9K
9,8,K,4,3,F,571.1679728,0.0001475,4F.9K
9,8,K,4,3,F,635.1679728,0.0001327,4F.9K
9,8,K,4,3,F,699.1679728,0.0001205,4F.9K
9,8,K,4,3,F,763.1679728,0.0001104,4F.9K
9,8,K,4,3,F,827.1679728,0.0001019,4F.9K
9,8,K,4,3,F,891.1679728,9.456e-05,4F.9K
9,8,K,4,3,F,955.1679728,8.823e-05,4F.9K
9,1,P,4,3,F,0.0621728,303.3,4F.9P
9,1,P,4,3,F,0.1621728,89.49,4F.9P
9,1,P,4,3,F,0.2621728,57.93,4F.9P
9,1,P,4,3,F,0.3679728,41.66,4F.9P
9,1,P,4,3,F,0.5679728,24.47,4F.9P
9,1,P,4,3,F,0.7679728,16.52,4F.9P
9,1,P,4,3,F,0.9679728,11.82,4F.9P
9,1,P,4,3,F,1.1679728,8.81,4F.9P
9,1,P,4,3,F,2.1679728,3.616,4F.9P
9,1,P,4,3,F,3.1679728,2.531,4F.9P
9,1,P,4,3,F,4.1679728,1.923,4F.9P
9,1,P,4,3,F,5.1679728,1.564,4F.9P
9,1,P,4,3,F,7.1679728,1.119,4F.9P
9,1,P,4,3,F,9.1679728,0.8749,4F.9P
9,1,P,4,3,F,11.1679728,0.7148,4F.9P
9,1,P,4,3,F,13.1679728,0.5918,4F.9P
9,1,P,4,3,F,15.1679728,0.4938,4F.9P
9,1,P,4,3,F,19.1679728,0.3685,4F.9P
9,1,P,4,3,F,23.1679728,0.2973,4F.9P
9,1,P,4,3,F,27.1679728,0.2524,4F.9P
9,1,P,4,3,F,31.1679728,0.2198,4F.9P
9,1,P,4,3,F,35.1679728,0.1949,4F.9P
9,1,P,4,3,F,43.1679728,0.1582,4F.9P
9,1,P,4,3,F,51.1679728,0.1324,4F.9P
9,1,P,4,3,F,59.1679728,0.1134,4F.9P
9,1,P,4,3,F,67.1679728,0.0991,4F.9P
9,1,P,4,3,F,75.1679728,0.08796,4F.9P
9,1,P,4,3,F,91.1679728,0.07109,4F.9P
9,1,P,4,3,F,107.1679728,0.06022,4F.9P
9,1,P,4,3,F,123.1679728,0.05222,4F.9P
9,1,P,4,3,F,139.1679728,0.04612,4F.9P
9,1,P,4,3,F,155.1679728,0.0413,4F.9P
9,1,P,4,3,F,187.1679728,0.03413,4F.9P
9,1,P,4,3,F,219.1679728,0.02913,4F.9P
9,1,P,4,3,F,251.1679728,0.02542,4F.9P
9,1,P,4,3,F,283.1679728,0.02254,4F.9P
9,1,P,4,3,F,315.1679728,0.02025,4F.9P
9,1,P,4,3,F,379.1679728,0.01683,4F.9P
9,1,P,4,3,F,443.1679728,0.0144,4F.9P
9,1,P,4,3,F,507.1679728,0.01258,4F.9P
9,1,P,4,3,F,571.1679728,0.01117,4F.9P
9,1,P,4,3,F,635.1679728,0.01005,4F.9P
9,1,P,4,3,F,699.1679728,0.009128,4F.9P
9,1,P,4,3,F,763.1679728,0.008363,4F.9P
9,1,P,4,3,F,827.1679728,0.007716,4F.9P
9,1,P,4,3,F,891.1679728,0.007162,4F.9P
9,1,P,4,3,F,955.1679728,0.006682,4F.9P
9,0,S,4,3,F,0.0621728,269.5,4F.9S
9,0,S,4,3,F,0.1621728,82.73,4F.9S
9,0,S,4,3,F,0.2621728,57.5,4F.9S
9,0,S,4,3,F,0.3679728,36.89,4F.9S
9,0,S,4,3,F,0.5679728,19.72,4F.9S
9,0,S,4,3,F,0.7679728,13.84,4F.9S
9,0,S,4,3,F,0.9679728,9.705,4F.9S
9,0,S,4,3,F,1.1679728,8.225,4F.9S
9,0,S,4,3,F,2.1679728,3.417,4F.9S
9,0,S,4,3,F,3.1679728,2.131,4F.9S
9,0,S,4,3,F,4.1679728,1.627,4F.9S
9,0,S,4,3,F,5.1679728,1.265,4F.9S
9,0,S,4,3,F,7.1679728,0.9061,4F.9S
9,0,S,4,3,F,9.1679728,0.6933,4F.9S
9,0,S,4,3,F,11.1679728,0.5454,4F.9S
9,0,S,4,3,F,13.1679728,0.4412,4F.9S
9,0,S,4,3,F,15.1679728,0.3623,4F.9S
9,0,S,4,3,F,19.1679728,0.2702,4F.9S
9,0,S,4,3,F,23.1679728,0.2225,4F.9S
9,0,S,4,3,F,27.1679728,0.191,4F.9S
9,0,S,4,3,F,31.1679728,0.1665,4F.9S
9,0,S,4,3,F,35.1679728,0.1469,4F.9S
9,0,S,4,3,F,43.1679728,0.1177,4F.9S
9,0,S,4,3,F,51.1679728,0.09777,4F.9S
9,0,S,4,3,F,59.1679728,0.08351,4F.9S
9,0,S,4,3,F,67.1679728,0.07302,4F.9S
9,0,S,4,3,F,75.1679728,0.06493,4F.9S
9,0,S,4,3,F,91.1679728,0.05304,4F.9S
9,0,S,4,3,F,107.1679728,0.04506,4F.9S
9,0,S,4,3,F,123.1679728,0.03917,4F.9S
9,0,S,4,3,F,139.1679728,0.03465,4F.9S
9,0,S,4,3,F,155.1679728,0.03106,4F.9S
9,0,S,4,3,F,187.1679728,0.02573,4F.9S
9,0,S,4,3,F,219.1679728,0.02197,4F.9S
9,0,S,4,3,F,251.1679728,0.01917,4F.9S
9,0,S,4,3,F,283.1679728,0.01701,4F.9S
9,0,S,4,3,F,315.1679728,0.01528,4F.9S
9,0,S,4,3,F,379.1679728,0.0127,4F.9S
9,0,S,4,3,F,443.1679728,0.01087,4F.9S
9,0,S,4,3,F,507.1679728,0.009495,4F.9S
9,0,S,4,3,F,571.1679728,0.008431,4F.9S
9,0,S,4,3,F,635.1679728,0.007582,4F.9S
9,0,S,4,3,F,699.1679728,0.006888,4F.9S
9,0,S,4,3,F,763.1679728,0.00631,4F.9S
9,0,S,4,3,F,827.1679728,0.005822,4F.9S
9,0,S,4,3,F,891.1679728,0.005404,4F.9S
9,0,S,4,3,F,955.1679728,0.005042,4F.9S
1,0,S,4,1,P,12.7555063,0.05565,4P.1S
1,0,S,4,1,P,12.7556661,0.05687,4P.1S
1,0,S,4,1,P,12.7561963,0.0561,4P.1S
1,0,S,4,1,P,12.7579569,0.05588,4P.1S
1,0,S,4,1,P,12.7638021,0.05964,4P.1S
1,0,S,4,1,P,12.783209,0.06212,4P.1S
1,0,S,4,1,P,12.8476422,0.06307,4P.1S
1,0,S,4,1,P,13.0617796,0.06286,4P.1S
1,0,S,4,1,P,13.0623709,0.05538,4P.1S
1,0,S,4,1,P,13.0646138,0.0528,4P.1S
1,0,S,4,1,P,13.0731226,0.0624,4P.1S
1,0,S,4,1,P,13.1054024,0.07297,4P.1S
1,0,S,4,1,P,13.228975,0.05846,4P.1S
1,0,S,4,1,P,13.2328532,0.05958,4P.1S
1,0,S,4,1,P,13.2502342,0.06438,4P.1S
1,0,S,4,1,P,13.3281991,0.05157,4P.1S
1,0,S,4,1,P,13.3285107,0.06142,4P.1S
1,0,S,4,1,P,13.3302413,0.05913,4P.1S
1,0,S,4,1,P,13.335,0.06199,4P.1S
1,0,S,4,1,P,13.3398508,0.05607,4P.1S
1,0,S,4,1,P,13.39332,0.0568,4P.1S
1,0,S,4,1,P,13.3940266,0.05937,4P.1S
1,0,S,4,1,P,13.3992478,0.05604,4P.1S
1,0,S,4,1,P,13.5,0.06061,4P.1S
1,0,S,4,1,P,13.6,0.06426,4P.1S
1,0,S,4,1,P,13.7,0.06142,4P.1S
1,0,S,4,1,P,13.8058,0.0614,4P.1S
1,0,S,4,1,P,14.0058,0.06554,4P.1S
1,0,S,4,1,P,14.2058,0.0657,4P.1S
1,0,S,4,1,P,14.4058,0.06718,4P.1S
1,0,S,4,1,P,14.6058,0.06871,4P.1S
1,0,S,4,1,P,15.6058,0.07373,4P.1S
1,0,S,4,1,P,16.6058,0.0762,4P.1S
1,0,S,4,1,P,17.6058,0.08075,4P.1S
1,0,S,4,1,P,18.6058,0.08397,4P.1S
1,0,S,4,1,P,20.6058,0.09085,4P.1S
1,0,S,4,1,P,22.6058,0.09684,4P.1S
1,0,S,4,1,P,24.6058,0.1024,4P.1S
1,0,S,4,1,P,26.6058,0.1085,4P.1S
1,0,S,4,1,P,28.6058,0.1135,4P.1S
1,0,S,4,1,P,32.6058,0.1125,4P.1S
1,0,S,4,1,P,36.6058,0.1163,4P.1S
1,0,S,4,1,P,40.6058,0.118,4P.1S
1,0,S,4,1,P,44.6058,0.1195,4P.1S
1,0,S,4,1,P,48.6058,0.1208,4P.1S
1,0,S,4,1,P,56.6058,0.1215,4P.1S
1,0,S,4,1,P,64.6058,0.1198,4P.1S
1,0,S,4,1,P,72.6058,0.1178,4P.1S
1,0,S,4,1,P,80.6058,0.1161,4P.1S
1,0,S,4,1,P,88.6058,0.1141,4P.1S
1,0,S,4,1,P,104.6058,0.1106,4P.1S
1,0,S,4,1,P,120.6058,0.1054,4P.1S
1,0,S,4,1,P,136.6058,0.1003,4P.1S
1,0,S,4,1,P,152.6058,0.09537,4P.1S
1,0,S,4,1,P,168.6058,0.09073,4P.1S
1,0,S,4,1,P,200.6058,0.08569,4P.1S
1,0,S,4,1,P,232.6058,0.07813,4P.1S
1,0,S,4,1,P,264.6058,0.0718,4P.1S
1,0,S,4,1,P,296.6058,0.06644,4P.1S
1,0,S,4,1,P,328.6058,0.06186,4P.1S
1,0,S,4,1,P,392.6058,0.05445,4P.1S
1,0,S,4,1,P,456.6058,0.04873,4P.1S
1,0,S,4,1,P,520.6058,0.04419,4P.1S
1,0,S,4,1,P,584.6058,0.04046,4P.1S
1,0,S,4,1,P,648.6058,0.03735,4P.1S
1,0,S,4,1,P,712.6058,0.03471,4P.1S
1,0,S,4,1,P,776.6058,0.03245,4P.1S
1,0,S,4,1,P,840.6058,0.03049,4P.1S
1,0,S,4,1,P,904.6058,0.02878,4P.1S
1,0,S,4,1,P,968.6058,0.02726,4P.1S
2,1,P,4,1,P,2.5511563,4.323,4P.2P
2,1,P,4,1,P,2.5513161,4.632,4P.2P
2,1,P,4,1,P,2.5518463,4.855,4P.2P
2,1,P,4,1,P,2.5536069,4.597,4P.2P
2,1,P,4,1,P,2.5594521,4.927,4P.2P
2,1,P,4,1,P,2.578859,4.872,4P.2P
2,1,P,4,1,P,2.6432922,5.884,4P.2P
2,1,P,4,1,P,2.8574296,5.51,4P.2P
2,1,P,4,1,P,2.8580209,5.134,4P.2P
2,1,P,4,1,P,2.8602638,4.521,4P.2P
2,1,P,4,1,P,2.8687726,5.837,4P.2P
2,1,P,4,1,P,2.9010524,5.76,4P.2P
2,1,P,4,1,P,3.024625,6.023,4P.2P
2,1,P,4,1,P,3.0285032,5.616,4P.2P
2,1,P,4,1,P,3.0458842,4.83,4P.2P
2,1,P,4,1,P,3.1238491,4.532,4P.2P
2,1,P,4,1,P,3.1241607,5.489,4P.2P
2,1,P,4,1,P,3.1258913,5.214,4P.2P
2,1,P,4,1,P,3.13065,5.003,4P.2P
2,1,P,4,1,P,3.1355008,4.474,4P.2P
2,1,P,4,1,P,3.18897,4.715,4P.2P
2,1,P,4,1,P,3.1896766,4.903,4P.2P
2,1,P,4,1,P,3.1948978,4.764,4P.2P
2,1,P,4,1,P,3.29565,4.878,4P.2P
2,1,P,4,1,P,3.39565,4.493,4P.2P
2,1,P,4,1,P,3.49565,4.398,4P.2P
2,1,P,4,1,P,3.60145,4.243,4P.2P
2,1,P,4,1,P,3.80145,4.023,4P.2P
2,1,P,4,1,P,4.00145,3.849,4P.2P
2,1,P,4,1,P,4.20145,3.648,4P.2P
2,1,P,4,1,P,4.40145,3.477,4P.2P
2,1,P,4,1,P,5.40145,3.004,4P.2P
2,1,P,4,1,P,6.40145,2.717,4P.2P
2,1,P,4,1,P,7.40145,2.468,4P.2P
2,1,P,4,1,P,8.40145,2.317,4P.2P
2,1,P,4,1,P,10.40145,2.162,4P.2P
2,1,P,4,1,P,12.40145,2.041,4P.2P
2,1,P,4,1,P,14.40145,1.902,4P.2P
2,1,P,4,1,P,16.40145,1.797,4P.2P
2,1,P,4,1,P,18.40145,1.706,4P.2P
2,1,P,4,1,P,22.40145,1.611,4P.2P
2,1,P,4,1,P,26.40145,1.438,4P.2P
2,1,P,4,1,P,30.40145,1.336,4P.2P
2,1,P,4,1,P,34.40145,1.201,4P.2P
2,1,P,4,1,P,38.40145,1.088,4P.2P
2,1,P,4,1,P,46.40145,0.9081,4P.2P
2,1,P,4,1,P,54.40145,0.7762,4P.2P
2,1,P,4,1,P,62.40145,0.675,4P.2P
2,1,P,4,1,P,70.40145,0.5988,4P.2P
2,1,P,4,1,P,78.40145,0.5394,4P.2P
2,1,P,4,1,P,94.40145,0.4432,4P.2P
2,1,P,4,1,P,110.40145,0.3857,4P.2P
2,1,P,4,1,P,126.40145,0.3419,4P.2P
2,1,P,4,1,P,142.40145,0.3072,4P.2P
2,1,P,4,1,P,158.40145,0.2792,4P.2P
2,1,P,4,1,P,190.40145,0.2454,4P.2P
2,1,P,4,1,P,222.40145,0.212,4P.2P
2,1,P,4,1,P,254.40145,0.1865,4P.2P
2,1,P,4,1,P,286.40145,0.1665,4P.2P
2,1,P,4,1,P,318.40145,0.1503,4P.2P
2,1,P,4,1,P,382.40145,0.1257,4P.2P
2,1,P,4,1,P,446.40145,0.108,4P.2P
2,1,P,4,1,P,510.40145,0.09396,4P.2P
2,1,P,4,1,P,574.40145,0.08366,4P.2P
2,1,P,4,1,P,638.40145,0.07538,4P.2P
2,1,P,4,1,P,702.40145,0.06859,4P.2P
2,1,P,4,1,P,766.40145,0.06292,4P.2P
2,1,P,4,1,P,830.40145,0.05812,4P.2P
2,1,P,4,1,P,894.40145,0.05399,4P.2P
2,1,P,4,1,P,958.40145,0.05042,4P.2P
2,0,S,4,1,P,2.5511563,3.967,4P.2S
2,0,S,4,1,P,2.5513161,4.29,4P.2S
2,0,S,4,1,P,2.5518463,4.577,4P.2S
2,0,S,4,1,P,2.5536069,4.864,4P.2S
2,0,S,4,1,P,2.5594521,4.625,4P.2S
2,0,S,4,1,P,2.578859,5.271,4P.2S
2,0,S,4,1,P,2.6432922,7.104,4P.2S
2,0,S,4,1,P,2.8574296,5.279,4P.2S
2,0,S,4,1,P,2.8580209,5.555,4P.2S
2,0,S,4,1,P,2.8602638,6.427,4P.2S
2,0,S,4,1,P,2.8687726,6.053,4P.2S
2,0,S,4,1,P,2.9010524,5.93,4P.2S
2,0,S,4,1,P,3.024625,5.359,4P.2S
2,0,S,4,1,P,3.0285032,5.542,4P.2S
2,0,S,4,1,P,3.0458842,5.471,4P.2S
2,0,S,4,1,P,3.1238491,4.766,4P.2S
2,0,S,4,1,P,3.1241607,5.308,4P.2S
2,0,S,4,1,P,3.1258913,5.428,4P.2S
2,0,S,4,1,P,3.13065,5.112,4P.2S
2,0,S,4,1,P,3.1355008,4.921,4P.2S
2,0,S,4,1,P,3.18897,5.124,4P.2S
2,0,S,4,1,P,3.1896766,5.126,4P.2S
2,0,S,4,1,P,3.1948978,4.977,4P.2S
2,0,S,4,1,P,3.29565,5.275,4P.2S
2,0,S,4,1,P,3.39565,5.282,4P.2S
2,0,S,4,1,P,3.49565,5.254,4P.2S
2,0,S,4,1,P,3.60145,5.216,4P.2S
2,0,S,4,1,P,3.80145,5.316,4P.2S
2,0,S,4,1,P,4.00145,5.328,4P.2S
2,0,S,4,1,P,4.20145,5.292,4P.2S
2,0,S,4,1,P,4.40145,5.201,4P.2S
2,0,S,4,1,P,5.40145,5.165,4P.2S
2,0,S,4,1,P,6.40145,4.92,4P.2S
2,0,S,4,1,P,7.40145,4.647,4P.2S
2,0,S,4,1,P,8.40145,4.503,4P.2S
2,0,S,4,1,P,10.40145,4.668,4P.2S
2,0,S,4,1,P,12.40145,4.786,4P.2S
2,0,S,4,1,P,14.40145,4.853,4P.2S
2,0,S,4,1,P,16.40145,4.903,4P.2S
2,0,S,4,1,P,18.40145,4.909,4P.2S
2,0,S,4,1,P,22.40145,5.013,4P.2S
2,0,S,4,1,P,26.40145,4.986,4P.2S
2,0,S,4,1,P,30.40145,4.869,4P.2S
2,0,S,4,1,P,34.40145,4.777,4P.2S
2,0,S,4,1,P,38.40145,4.665,4P.2S
2,0,S,4,1,P,46.40145,4.437,4P.2S
2,0,S,4,1,P,54.40145,4.2,4P.2S
2,0,S,4,1,P,62.40145,3.976,4P.2S
2,0,S,4,1,P,70.40145,3.76,4P.2S
2,0,S,4,1,P,78.40145,3.558,4P.2S
2,0,S,4,1,P,94.40145,3.281,4P.2S
2,0,S,4,1,P,110.40145,2.953,4P.2S
2,0,S,4,1,P,126.40145,2.687,4P.2S
2,0,S,4,1,P,142.40145,2.467,4P.2S
2,0,S,4,1,P,158.40145,2.282,4P.2S
2,0,S,4,1,P,190.40145,1.99,4P.2S
2,0,S,4,1,P,222.40145,1.769,4P.2S
2,0,S,4,1,P,254.40145,1.597,4P.2S
2,0,S,4,1,P,286.40145,1.457,4P.2S
2,0,S,4,1,P,318.40145,1.342,4P.2S
2,0,S,4,1,P,382.40145,1.162,4P.2S
2,0,S,4,1,P,446.40145,1.028,4P.2S
2,0,S,4,1,P,510.40145,0.9237,4P.2S
2,0,S,4,1,P,574.40145,0.8401,4P.2S
2,0,S,4,1,P,638.40145,0.7714,4P.2S
