n_i,l_i,l_i_char,n_f,l_f,l_f_char,E_eV,sigma_a0sq,filename
8,2,D,4,3,F,827.2125906,0.03053,4F.8D
8,2,D,4,3,F,891.2125906,0.02845,4F.8D
8,2,D,4,3,F,955.2125906,0.02665,4F.8D
8,3,F,4,3,F,0.0001106,88420.0,4F.8F
8,3,F,4,3,F,0.0008172,12790.0,4F.8F
8,3,F,4,3,F,0.0060384,1799.0,4F.8F
8,3,F,4,3,F,0.1067906,211.2,4F.8F
8,3,F,4,3,F,0.2067906,107.5,4F.8F
8,3,F,4,3,F,0.3067906,74.15,4F.8F
8,3,F,4,3,F,0.4125906,59.5,4F.8F
8,3,F,4,3,F,0.6125906,38.96,4F.8F
8,3,F,4,3,F,0.8125906,28.92,4F.8F
8,3,F,4,3,F,1.0125906,24.92,4F.8F
8,3,F,4,3,F,1.2125906,22.93,4F.8F
8,3,F,4,3,F,2.2125906,14.08,4F.8F
8,3,F,4,3,F,3.2125906,10.56,4F.8F
8,3,F,4,3,F,4.2125906,8.948,4F.8F
8,3,F,4,3,F,5.2125906,7.544,4F.8F
8,3,F,4,3,F,7.2125906,5.997,4F.8F
8,3,F,4,3,F,9.2125906,4.971,4F.8F
8,3,F,4,3,F,11.2125906,4.2,4F.8F
8,3,F,4,3,F,13.2125906,3.681,4F.8F
8,3,F,4,3,F,15.2125906,3.197,4F.8F
8,3,F,4,3,F,19.2125906,2.671,4F.8F
8,3,F,4,3,F,23.2125906,2.251,4F.8F
8,3,F,4,3,F,27.2125906,1.959,4F.8F
8,3,F,4,3,F,31.2125906,1.746,4F.8F
8,3,F,4,3,F,35.2125906,1.585,4F.8F
8,3,F,4,3,F,43.2125906,1.347,4F.8F
8,3,F,4,3,F,51.2125906,1.175,4F.8F
8,3,F,4,3,F,59.2125906,1.041,4F.8F
8,3,F,4,3,F,67.2125906,0.9352,4F.8F
8,3,F,4,3,F,75.2125906,0.8487,4F.8F
8,3,F,4,3,F,91.2125906,0.7315,4F.8F
8,3,F,4,3,F,107.2125906,0.6276,4F.8F
8,3,F,4,3,F,123.2125906,0.5488,4F.8F
8,3,F,4,3,F,139.2125906,0.4873,4F.8F
8,3,F,4,3,F,155.2125906,0.4382,4F.8F
8,3,F,4,3,F,187.2125906,0.367,4F.8F
8,3,F,4,3,F,219.2125906,0.3137,4F.8F
8,3,F,4,3,F,251.2125906,0.2738,4F.8F
8,3,F,4,3,F,283.2125906,0.243,4F.8F
8,3,F,4,3,F,315.2125906,0.2183,4F.8F
8,3,F,4,3,F,379.2125906,0.1816,4F.8F
8,3,F,4,3,F,443.2125906,0.1554,4F.8F
8,3,F,4,3,F,507.2125906,0.1356,4F.8F
8,3,F,4,3,F,571.2125906,0.1204,4F.8F
8,3,F,4,3,F,635.2125906,0.1083,4F.8F
8,3,F,4,3,F,699.2125906,0.09841,4F.8F
8,3,F,4,3,F,763.2125906,0.09018,4F.8F
8,3,F,4,3,F,827.2125906,0.08321,4F.8F
8,3,F,4,3,F,891.2125906,0.07725,4F.8F
8,3,F,4,3,F,955.2125906,0.07208,4F.8F
8,4,G,4,3,F,0.0001106,102600.0,4F.8G
8,4,G,4,3,F,0.0008172,15990.0,4F.8G
8,4,G,4,3,F,0.0060384,2192.0,4F.8G
8,4,G,4,3,F,0.1067906,204.5,4F.8G
8,4,G,4,3,F,0.2067906,106.0,4F.8G
8,4,G,4,3,F,0.3067906,82.98,4F.8G
8,4,G,4,3,F,0.4125906,72.17,4F.8G
8,4,G,4,3,F,0.6125906,49.26,4F.8G
8,4,G,4,3,F,0.8125906,40.22,4F.8G
8,4,G,4,3,F,1.0125906,36.51,4F.8G
8,4,G,4,3,F,1.2125906,33.78,4F.8G
8,4,G,4,3,F,2.2125906,25.29,4F.8G
8,4,G,4,3,F,3.2125906,21.77,4F.8G
8,4,G,4,3,F,4.2125906,19.83,4F.8G
8,4,G,4,3,F,5.2125906,19.13,4F.8G
8,4,G,4,3,F,7.2125906,19.47,4F.8G
8,4,G,4,3,F,9.2125906,19.6,4F.8G
8,4,G,4,3,F,11.2125906,19.55,4F.8G
8,4,G,4,3,F,13.2125906,19.27,4F.8G
8,4,G,4,3,F,15.2125906,18.77,4F.8G
8,4,G,4,3,F,19.2125906,17.44,4F.8G
8,4,G,4,3,F,23.2125906,16.05,4F.8G
8,4,G,4,3,F,27.2125906,14.73,4F.8G
8,4,G,4,3,F,31.2125906,13.55,4F.8G
8,4,G,4,3,F,35.2125906,12.52,4F.8G
8,4,G,4,3,F,43.2125906,10.82,4F.8G
8,4,G,4,3,F,51.2125906,9.503,4F.8G
8,4,G,4,3,F,59.2125906,8.468,4F.8G
8,4,G,4,3,F,67.2125906,7.641,4F.8G
8,4,G,4,3,F,75.2125906,6.965,4F.8G
8,4,G,4,3,F,91.2125906,5.949,4F.8G
8,4,G,4,3,F,107.2125906,5.179,4F.8G
8,4,G,4,3,F,123.2125906,4.594,4F.8G
8,4,G,4,3,F,139.2125906,4.134,4F.8G
8,4,G,4,3,F,155.2125906,3.762,4F.8G
8,4,G,4,3,F,187.2125906,3.197,4F.8G
8,4,G,4,3,F,219.2125906,2.785,4F.8G
8,4,G,4,3,F,251.2125906,2.471,4F.8G
8,4,G,4,3,F,283.2125906,2.224,4F.8G
8,4,G,4,3,F,315.2125906,2.023,4F.8G
8,4,G,4,3,F,379.2125906,1.719,4F.8G
8,4,G,4,3,F,443.2125906,1.497,4F.8G
8,4,G,4,3,F,507.2125906,1.328,4F.8G
8,4,G,4,3,F,571.2125906,1.195,4F.8G
8,4,G,4,3,F,635.2125906,1.087,4F.8G
8,4,G,4,3,F,699.2125906,0.9981,4F.8G
8,4,G,4,3,F,763.2125906,0.9231,4F.8G
8,4,G,4,3,F,827.2125906,0.859,4F.8G
8,4,G,4,3,F,891.2125906,0.8036,4F.8G
8,4,G,4,3,F,955.2125906,0.7552,4F.8G
8,5,H,4,3,F,0.0001106,80730.0,4F.8H
8,5,H,4,3,F,0.0008172,13670.0,4F.8H
8,5,H,4,3,F,0.0060384,1954.0,4F.8H
8,5,H,4,3,F,0.1067906,162.1,4F.8H
8,5,H,4,3,F,0.2067906,93.17,4F.8H
8,5,H,4,3,F,0.3067906,84.3,4F.8H
8,5,H,4,3,F,0.4125906,76.9,4F.8H
8,5,H,4,3,F,0.6125906,56.87,4F.8H
8,5,H,4,3,F,0.8125906,48.03,4F.8H
8,5,H,4,3,F,1.0125906,43.48,4F.8H
8,5,H,4,3,F,1.2125906,39.45,4F.8H
8,5,H,4,3,F,2.2125906,31.16,4F.8H
8,5,H,4,3,F,3.2125906,27.41,4F.8H
8,5,H,4,3,F,4.2125906,25.14,4F.8H
8,5,H,4,3,F,5.2125906,23.41,4F.8H
8,5,H,4,3,F,7.2125906,20.47,4F.8H
8,5,H,4,3,F,9.2125906,17.7,4F.8H
8,5,H,4,3,F,11.2125906,15.39,4F.8H
8,5,H,4,3,F,13.2125906,13.5,4F.8H
8,5,H,4,3,F,15.2125906,12.02,4F.8H
8,5,H,4,3,F,19.2125906,9.788,4F.8H
8,5,H,4,3,F,23.2125906,8.263,4F.8H
8,5,H,4,3,F,27.2125906,7.169,4F.8H
8,5,H,4,3,F,31.2125906,6.329,4F.8H
8,5,H,4,3,F,35.2125906,5.667,4F.8H
8,5,H,4,3,F,43.2125906,4.687,4F.8H
8,5,H,4,3,F,51.2125906,3.998,4F.8H
8,5,H,4,3,F,59.2125906,3.482,4F.8H
8,5,H,4,3,F,67.2125906,3.086,4F.8H
8,5,H,4,3,F,75.2125906,2.771,4F.8H
8,5,H,4,3,F,91.2125906,2.31,4F.8H
8,5,H,4,3,F,107.2125906,1.972,4F.8H
8,5,H,4,3,F,123.2125906,1.721,4F.8H
8,5,H,4,3,F,139.2125906,1.526,4F.8H
8,5,H,4,3,F,155.2125906,1.371,4F.8H
8,5,H,4,3,F,187.2125906,1.141,4F.8H
8,5,H,4,3,F,219.2125906,0.9755,4F.8H
8,5,H,4,3,F,251.2125906,0.8519,4F.8H
8,5,H,4,3,F,283.2125906,0.7562,4F.8H
8,5,H,4,3,F,315.2125906,0.6798,4F.8H
8,5,H,4,3,F,379.2125906,0.5654,4F.8H
8,5,H,4,3,F,443.2125906,0.4839,4F.8H
8,5,H,4,3,F,507.2125906,0.423,4F.8H
8,5,H,4,3,F,571.2125906,0.3756,4F.8H
8,5,H,4,3,F,635.2125906,0.3378,4F.8H
8,5,H,4,3,F,699.2125906,0.3069,4F.8H
8,5,H,4,3,F,763.2125906,0.2812,4F.8H
8,5,H,4,3,F,827.2125906,0.2594,4F.8H
8,5,H,4,3,F,891.2125906,0.2408,4F.8H
8,5,H,4,3,F,955.2125906,0.2247,4F.8H
8,6,I,4,3,F,0.0001106,110000.0,4F.8I
8,6,I,4,3,F,0.0008172,18040.0,4F.8I
8,6,I,4,3,F,0.0060384,2287.0,4F.8I
8,6,I,4,3,F,0.1067906,109.2,4F.8I
8,6,I,4,3,F,0.2067906,67.78,4F.8I
8,6,I,4,3,F,0.3067906,55.56,4F.8I
8,6,I,4,3,F,0.4125906,48.87,4F.8I
8,6,I,4,3,F,0.6125906,37.39,4F.8I
8,6,I,4,3,F,0.8125906,31.4,4F.8I
8,6,I,4,3,F,1.0125906,27.08,4F.8I
8,6,I,4,3,F,1.2125906,25.3,4F.8I
8,6,I,4,3,F,2.2125906,16.99,4F.8I
8,6,I,4,3,F,3.2125906,12.52,4F.8I
8,6,I,4,3,F,4.2125906,9.716,4F.8I
8,6,I,4,3,F,5.2125906,7.581,4F.8I
8,6,I,4,3,F,7.2125906,5.164,4F.8I
8,6,I,4,3,F,9.2125906,3.918,4F.8I
8,6,I,4,3,F,11.2125906,3.197,4F.8I
8,6,I,4,3,F,13.2125906,2.714,4F.8I
8,6,I,4,3,F,15.2125906,2.364,4F.8I
8,6,I,4,3,F,19.2125906,1.878,4F.8I
8,6,I,4,3,F,23.2125906,1.559,4F.8I
8,6,I,4,3,F,27.2125906,1.334,4F.8I
8,6,I,4,3,F,31.2125906,1.163,4F.8I
8,6,I,4,3,F,35.2125906,1.031,4F.8I
8,6,I,4,3,F,43.2125906,0.8398,4F.8I
8,6,I,4,3,F,51.2125906,0.7083,4F.8I
8,6,I,4,3,F,59.2125906,0.6123,4F.8I
8,6,I,4,3,F,67.2125906,0.5392,4F.8I
8,6,I,4,3,F,75.2125906,0.4817,4F.8I
8,6,I,4,3,F,91.2125906,0.3974,4F.8I
8,6,I,4,3,F,107.2125906,0.3381,4F.8I
8,6,I,4,3,F,123.2125906,0.2941,4F.8I
8,6,I,4,3,F,139.2125906,0.2603,4F.8I
8,6,I,4,3,F,155.2125906,0.2335,4F.8I
8,6,I,4,3,F,187.2125906,0.1937,4F.8I
8,6,I,4,3,F,219.2125906,0.1654,4F.8I
8,6,I,4,3,F,251.2125906,0.1443,4F.8I
8,6,I,4,3,F,283.2125906,0.128,4F.8I
8,6,I,4,3,F,315.2125906,0.115,4F.8I
8,6,I,4,3,F,379.2125906,0.09558,4F.8I
8,6,I,4,3,F,443.2125906,0.08177,4F.8I
8,6,I,4,3,F,507.2125906,0.07145,4F.8I
8,6,I,4,3,F,571.2125906,0.06344,4F.8I
8,6,I,4,3,F,635.2125906,0.05705,4F.8I
8,6,I,4,3,F,699.2125906,0.05183,4F.8I
8,6,I,4,3,F,763.2125906,0.04748,4F.8I
8,6,I,4,3,F,827.2125906,0.04381,4F.8I
8,6,I,4,3,F,891.2125906,0.04066,4F.8I
8,6,I,4,3,F,955.2125906,0.03794,4F.8I
8,7,J,4,3,F,0.0001106,98050.0,4F.8J
8,7,J,4,3,F,0.0008172,12740.0,4F.8J
8,7,J,4,3,F,0.0060384,1821.0,4F.8J
8,7,J,4,3,F,0.1067906,52.78,4F.8J
8,7,J,4,3,F,0.2067906,31.22,4F.8J
8,7,J,4,3,F,0.3067906,16.35,4F.8J
8,7,J,4,3,F,0.4125906,14.68,4F.8J
8,7,J,4,3,F,0.6125906,11.04,4F.8J
8,7,J,4,3,F,0.8125906,8.267,4F.8J
8,7,J,4,3,F,1.0125906,6.978,4F.8J
8,7,J,4,3,F,1.2125906,7.008,4F.8J
8,7,J,4,3,F,2.2125906,2.703,4F.8J
8,7,J,4,3,F,3.2125906,1.407,4F.8J
8,7,J,4,3,F,4.2125906,0.9476,4F.8J
8,7,J,4,3,F,5.2125906,0.6758,4F.8J
8,7,J,4,3,F,7.2125906,0.4255,4F.8J
8,7,J,4,3,F,9.2125906,0.3184,4F.8J
8,7,J,4,3,F,11.2125906,0.2465,4F.8J
8,7,J,4,3,F,13.2125906,0.2021,4F.8J
8,7,J,4,3,F,15.2125906,0.1658,4F.8J
8,7,J,4,3,F,19.2125906,0.1231,4F.8J
8,7,J,4,3,F,23.2125906,0.09791,4F.8J
8,7,J,4,3,F,27.2125906,0.08143,4F.8J
8,7,J,4,3,F,31.2125906,0.0697,4F.8J
8,7,J,4,3,F,35.2125906,0.06112,4F.8J
8,7,J,4,3,F,43.2125906,0.0491,4F.8J
8,7,J,4,3,F,51.2125906,0.04115,4F.8J
8,7,J,4,3,F,59.2125906,0.03544,4F.8J
8,7,J,4,3,F,67.2125906,0.03114,4F.8J
8,7,J,4,3,F,75.2125906,0.02779,4F.8J
8,7,J,4,3,F,91.2125906,0.02276,4F.8J
8,7,J,4,3,F,107.2125906,0.01936,4F.8J
8,7,J,4,3,F,123.2125906,0.01685,4F.8J
8,7,J,4,3,F,139.2125906,0.01492,4F.8J
8,7,J,4,3,F,155.2125906,0.01338,4F.8J
8,7,J,4,3,F,187.2125906,0.01108,4F.8J
8,7,J,4,3,F,219.2125906,0.009471,4F.8J
8,7,J,4,3,F,251.2125906,0.008267,4F.8J
8,7,J,4,3,F,283.2125906,0.007337,4F.8J
8,7,J,4,3,F,315.2125906,0.006594,4F.8J
8,7,J,4,3,F,379.2125906,0.005483,4F.8J
8,7,J,4,3,F,443.2125906,0.004692,4F.8J
8,7,J,4,3,F,507.2125906,0.004099,4F.8J
8,7,J,4,3,F,571.2125906,0.003639,4F.8J
8,7,J,4,3,F,635.2125906,0.003273,4F.8J
8,7,J,4,3,F,699.2125906,0.002973,4F.8J
8,7,J,4,3,F,763.2125906,0.002724,4F.8J
8,7,J,4,3,F,827.2125906,0.002513,4F.8J
8,7,J,4,3,F,891.2125906,0.002333,4F.8J
8,7,J,4,3,F,955.2125906,0.002177,4F.8J
8,1,P,4,3,F,0.0001106,92730.0,4F.8P
8,1,P,4,3,F,0.0008172,12350.0,4F.8P
8,1,P,4,3,F,0.0060384,1677.0,4F.8P
8,1,P,4,3,F,0.1067906,209.8,4F.8P
8,1,P,4,3,F,0.2067906,107.2,4F.8P
8,1,P,4,3,F,0.3067906,72.98,4F.8P
8,1,P,4,3,F,0.4125906,55.81,4F.8P
8,1,P,4,3,F,0.6125906,32.47,4F.8P
8,1,P,4,3,F,0.8125906,22.87,4F.8P
8,1,P,4,3,F,1.0125906,17.21,4F.8P
8,1,P,4,3,F,1.2125906,13.1,4F.8P
8,1,P,4,3,F,2.2125906,5.755,4F.8P
8,1,P,4,3,F,3.2125906,4.034,4F.8P
8,1,P,4,3,F,4.2125906,3.057,4F.8P
8,1,P,4,3,F,5.2125906,2.53,4F.8P
8,1,P,4,3,F,7.2125906,1.782,4F.8P
8,1,P,4,3,F,9.2125906,1.401,4F.8P
8,1,P,4,3,F,11.2125906,1.137,4F.8P
8,1,P,4,3,F,13.2125906,0.9477,4F.8P
8,1,P,4,3,F,15.2125906,0.7857,4F.8P
8,1,P,4,3,F,19.2125906,0.5901,4F.8P
8,1,P,4,3,F,23.2125906,0.4793,4F.8P
8,1,P,4,3,F,27.2125906,0.408,4F.8P
8,1,P,4,3,F,31.2125906,0.3558,4F.8P
8,1,P,4,3,F,35.2125906,0.3158,4F.8P
8,1,P,4,3,F,43.2125906,0.2562,4F.8P
8,1,P,4,3,F,51.2125906,0.2144,4F.8P
8,1,P,4,3,F,59.2125906,0.1835,4F.8P
8,1,P,4,3,F,67.2125906,0.1604,4F.8P
8,1,P,4,3,F,75.2125906,0.1423,4F.8P
8,1,P,4,3,F,91.2125906,0.115,4F.8P
8,1,P,4,3,F,107.2125906,0.09741,4F.8P
8,1,P,4,3,F,123.2125906,0.08447,4F.8P
8,1,P,4,3,F,139.2125906,0.07461,4F.8P
8,1,P,4,3,F,155.2125906,0.06681,4F.8P
8,1,P,4,3,F,187.2125906,0.05521,4F.8P
8,1,P,4,3,F,219.2125906,0.04713,4F.8P
8,1,P,4,3,F,251.2125906,0.04112,4F.8P
8,1,P,4,3,F,283.2125906,0.03647,4F.8P
8,1,P,4,3,F,315.2125906,0.03276,4F.8P
8,1,P,4,3,F,379.2125906,0.02723,4F.8P
8,1,P,4,3,F,443.2125906,0.0233,4F.8P
8,1,P,4,3,F,507.2125906,0.02035,4F.8P
8,1,P,4,3,F,571.2125906,0.01808,4F.8P
8,1,P,4,3,F,635.2125906,0.01626,4F.8P
8,1,P,4,3,F,699.2125906,0.01477,4F.8P
8,1,P,4,3,F,763.2125906,0.01353,4F.8P
8,1,P,4,3,F,827.2125906,0.01248,4F.8P
8,1,P,4,3,F,891.2125906,0.01159,4F.8P
8,1,P,4,3,F,955.2125906,0.01081,4F.8P
8,0,S,4,3,F,0.0001106,62380.0,4F.8S
8,0,S,4,3,F,0.0008172,7851.0,4F.8S
8,0,S,4,3,F,0.0060384,1186.0,4F.8S
8,0,S,4,3,F,0.1067906,227.0,4F.8S
8,0,S,4,3,F,0.2067906,112.0,4F.8S
8,0,S,4,3,F,0.3067906,70.55,4F.8S
8,0,S,4,3,F,0.4125906,49.89,4F.8S
8,0,S,4,3,F,0.6125906,28.69,4F.8S
8,0,S,4,3,F,0.8125906,19.72,4F.8S
8,0,S,4,3,F,1.0125906,14.62,4F.8S
8,0,S,4,3,F,1.2125906,12.85,4F.8S
8,0,S,4,3,F,2.2125906,4.973,4F.8S
8,0,S,4,3,F,3.2125906,3.274,4F.8S
8,0,S,4,3,F,4.2125906,2.509,4F.8S
8,0,S,4,3,F,5.2125906,2.034,4F.8S
8,0,S,4,3,F,7.2125906,1.439,4F.8S
8,0,S,4,3,F,9.2125906,1.092,4F.8S
8,0,S,4,3,F,11.2125906,0.861,4F.8S
8,0,S,4,3,F,13.2125906,0.6941,4F.8S
8,0,S,4,3,F,15.2125906,0.5683,4F.8S
8,0,S,4,3,F,19.2125906,0.4287,4F.8S
8,0,S,4,3,F,23.2125906,0.3548,4F.8S
8,0,S,4,3,F,27.2125906,0.3046,4F.8S
8,0,S,4,3,F,31.2125906,0.2654,4F.8S
8,0,S,4,3,F,35.2125906,0.234,4F.8S
8,0,S,4,3,F,43.2125906,0.1873,4F.8S
8,0,S,4,3,F,51.2125906,0.1556,4F.8S
8,0,S,4,3,F,59.2125906,0.133,4F.8S
8,0,S,4,3,F,67.2125906,0.1163,4F.8S
8,0,S,4,3,F,75.2125906,0.1035,4F.8S
8,0,S,4,3,F,91.2125906,0.08454,4F.8S
8,0,S,4,3,F,107.2125906,0.07183,4F.8S
8,0,S,4,3,F,123.2125906,0.06244,4F.8S
8,0,S,4,3,F,139.2125906,0.05524,4F.8S
8,0,S,4,3,F,155.2125906,0.04953,4F.8S
8,0,S,4,3,F,187.2125906,0.04103,4F.8S
8,0,S,4,3,F,219.2125906,0.03504,4F.8S
8,0,S,4,3,F,251.2125906,0.03057,4F.8S
8,0,S,4,3,F,283.2125906,0.02712,4F.8S
8,0,S,4,3,F,315.2125906,0.02436,4F.8S
8,0,S,4,3,F,379.2125906,0.02025,4F.8S
8,0,S,4,3,F,443.2125906,0.01733,4F.8S
8,0,S,4,3,F,507.2125906,0.01514,4F.8S
8,0,S,4,3,F,571.2125906,0.01345,4F.8S
8,0,S,4,3,F,635.2125906,0.01209,4F.8S
8,0,S,4,3,F,699.2125906,0.01098,4F.8S
8,0,S,4,3,F,763.2125906,0.01006,4F.8S
8,0,S,4,3,F,827.2125906,0.009284,4F.8S
8,0,S,4,3,F,891.2125906,0.008617,4F.8S
8,0,S,4,3,F,955.2125906,0.00804,4F.8S
9,2,D,4,3,F,0.0621728,260.4,4F.9D
9,2,D,4,3,F,0.1621728,88.61,4F.9D
9,2,D,4,3,F,0.2621728,56.67,4F.9D
9,2,D,4,3,F,0.3679728,41.97,4F.9D
9,2,D,4,3,F,0.5679728,27.08,4F.9D
9,2,D,4,3,F,0.7679728,18.8,4F.9D
9,2,D,4,3,F,0.9679728,13.52,4F.9D
9,2,D,4,3,F,1.1679728,10.7,4F.9D
9,2,D,4,3,F,2.1679728,5.81,4F.9D
9,2,D,4,3,F,3.1679728,4.242,4F.9D
9,2,D,4,3,F,4.1679728,3.51,4F.9D
9,2,D,4,3,F,5.1679728,2.76,4F.9D
9,2,D,4,3,F,7.1679728,1.943,4F.9D
9,2,D,4,3,F,9.1679728,1.487,4F.9D
9,2,D,4,3,F,11.1679728,1.217,4F.9D
9,2,D,4,3,F,13.1679728,1.042,4F.9D
9,2,D,4,3,F,15.1679728,0.8967,4F.9D
9,2,D,4,3,F,19.1679728,0.6993,4F.9D
9,2,D,4,3,F,23.1679728,0.5746,4F.9D
9,2,D,4,3,F,27.1679728,0.4873,4F.9D
9,2,D,4,3,F,31.1679728,0.4233,4F.9D
9,2,D,4,3,F,35.1679728,0.3747,4F.9D
9,2,D,4,3,F,43.1679728,0.3051,4F.9D
9,2,D,4,3,F,51.1679728,0.2578,4F.9D
9,2,D,4,3,F,59.1679728,0.2231,4F.9D
9,2,D,4,3,F,67.1679728,0.197,4F.9D
9,2,D,4,3,F,75.1679728,0.1765,4F.9D
9,2,D,4,3,F,91.1679728,0.1453,4F.9D
9,2,D,4,3,F,107.1679728,0.1244,4F.9D
9,2,D,4,3,F,123.1679728,0.1089,4F.9D
9,2,D,4,3,F,139.1679728,0.09694,4F.9D
9,2,D,4,3,F,155.1679728,0.0874,4F.9D
9,2,D,4,3,F,187.1679728,0.07306,4F.9D
9,2,D,4,3,F,219.1679728,0.06291,4F.9D
9,2,D,4,3,F,251.1679728,0.05529,4F.9D
9,2,D,4,3,F,283.1679728,0.04935,4F.9D
9,2,D,4,3,F,315.1679728,0.04458,4F.9D
9,2,D,4,3,F,379.1679728,0.03741,4F.9D
9,2,D,4,3,F,443.1679728,0.03227,4F.9D
9,2,D,4,3,F,507.1679728,0.02839,4F.9D
9,2,D,4,3,F,571.1679728,0.02536,4F.9D
9,2,D,4,3,F,635.1679728,0.02293,4F.9D
9,2,D,4,3,F,699.1679728,0.02093,4F.9D
9,2,D,4,3,F,763.1679728,0.01926,4F.9D
9,2,D,4,3,F,827.1679728,0.01784,4F.9D
9,2,D,4,3,F,891.1679728,0.01662,4F.9D
9,2,D,4,3,F,955.1679728,0.01556,4F.9D
9,3,F,4,3,F,0.0621728,277.3,4F.9F
9,3,F,4,3,F,0.1621728,93.56,4F.9F
9,3,F,4,3,F,0.2621728,53.2,4F.9F
9,3,F,4,3,F,0.3679728,37.95,4F.9F
9,3,F,4,3,F,0.5679728,27.62,4F.9F
9,3,F,4,3,F,0.7679728,19.9,4F.9F
9,3,F,4,3,F,0.9679728,15.64,4F.9F
9,3,F,4,3,F,1.1679728,14.19,4F.9F
9,3,F,4,3,F,2.1679728,8.51,4F.9F
9,3,F,4,3,F,3.1679728,6.323,4F.9F
9,3,F,4,3,F,4.1679728,5.514,4F.9F
9,3,F,4,3,F,5.1679728,4.549,4F.9F
9,3,F,4,3,F,7.1679728,3.613,4F.9F
9,3,F,4,3,F,9.1679728,2.977,4F.9F
9,3,F,4,3,F,11.1679728,2.519,4F.9F
9,3,F,4,3,F,13.1679728,2.203,4F.9F
9,3,F,4,3,F,15.1679728,1.913,4F.9F
9,3,F,4,3,F,19.1679728,1.589,4F.9F
9,3,F,4,3,F,23.1679728,1.332,4F.9F
9,3,F,4,3,F,27.1679728,1.153,4F.9F
9,3,F,4,3,F,31.1679728,1.023,4F.9F
9,3,F,4,3,F,35.1679728,0.9253,4F.9F
9,3,F,4,3,F,43.1679728,0.7818,4F.9F
9,3,F,4,3,F,51.1679728,0.68,4F.9F
9,3,F,4,3,F,59.1679728,0.6013,4F.9F
9,3,F,4,3,F,67.1679728,0.5395,4F.9F
9,3,F,4,3,F,75.1679728,0.4892,4F.9F
9,3,F,4,3,F,91.1679728,0.4211,4F.9F
9,3,F,4,3,F,107.1679728,0.3612,4F.9F
9,3,F,4,3,F,123.1679728,0.3157,4F.9F
9,3,F,4,3,F,139.1679728,0.2803,4F.9F
9,3,F,4,3,F,155.1679728,0.252,4F.9F
9,3,F,4,3,F,187.1679728,0.211,4F.9F
9,3,F,4,3,F,219.1679728,0.1803,4F.9F
9,3,F,4,3,F,251.1679728,0.1574,4F.9F
9,3,F,4,3,F,283.1679728,0.1397,4F.9F
9,3,F,4,3,F,315.1679728,0.1255,4F.9F
9,3,F,4,3,F,379.1679728,0.1044,4F.9F
9,3,F,4,3,F,443.1679728,0.0893,4F.9F
9,3,F,4,3,F,507.1679728,0.07791,4F.9F
9,3,F,4,3,F,571.1679728,0.0692,4F.9F
9,3,F,4,3,F,635.1679728,0.06224,4F.9F
9,3,F,4,3,F,699.1679728,0.05656,4F.9F
9,3,F,4,3,F,763.1679728,0.05182,4F.9F
9,3,F,4,3,F,827.1679728,0.04782,4F.9F
9,3,F,4,3,F,891.1679728,0.04439,4F.9F
9,3,F,4,3,F,955.1679728,0.04142,4F.9F
9,4,G,4,3,F,0.0621728,257.8,4F.9G
9,4,G,4,3,F,0.1621728,83.95,4F.9G
9,4,G,4,3,F,0.2621728,55.04,4F.9G
9,4,G,4,3,F,0.3679728,41.31,4F.9G
9,4,G,4,3,F,0.5679728,33.87,4F.9G
9,4,G,4,3,F,0.7679728,27.22,4F.9G
9,4,G,4,3,F,0.9679728,22.46,4F.9G
9,4,G,4,3,F,1.1679728,19.9,4F.9G
9,4,G,4,3,F,2.1679728,14.15,4F.9G
9,4,G,4,3,F,3.1679728,12.07,4F.9G
9,4,G,4,3,F,4.1679728,10.88,4F.9G
9,4,G,4,3,F,5.1679728,10.16,4F.9G
9,4,G,4,3,F,7.1679728,10.08,4F.9G
9,4,G,4,3,F,9.1679728,10.07,4F.9G
9,4,G,4,3,F,11.1679728,10.08,4F.9G
9,4,G,4,3,F,13.1679728,9.975,4F.9G
9,4,G,4,3,F,15.1679728,9.757,4F.9G
9,4,G,4,3,F,19.1679728,9.137,4F.9G
9,4,G,4,3,F,23.1679728,8.455,4F.9G
9,4,G,4,3,F,27.1679728,7.788,4F.9G
9,4,G,4,3,F,31.1679728,7.185,4F.9G
9,4,G,4,3,F,35.1679728,6.648,4F.9G
9,4,G,4,3,F,43.1679728,5.755,4F.9G
9,4,G,4,3,F,51.1679728,5.061,4F.9G
9,4,G,4,3,F,59.1679728,4.511,4F.9G
9,4,G,4,3,F,67.1679728,4.07,4F.9G
9,4,G,4,3,F,75.1679728,3.71,4F.9G
9,4,G,4,3,F,91.1679728,3.169,4F.9G
9,4,G,4,3,F,107.1679728,2.757,4F.9G
9,4,G,4,3,F,123.1679728,2.444,4F.9G
9,4,G,4,3,F,139.1679728,2.198,4F.9G
9,4,G,4,3,F,155.1679728,1.999,4F.9G
9,4,G,4,3,F,187.1679728,1.698,4F.9G
9,4,G,4,3,F,219.1679728,1.478,4F.9G
9,4,G,4,3,F,251.1679728,1.31,4F.9G
9,4,G,4,3,F,283.1679728,1.179,4F.9G
9,4,G,4,3,F,315.1679728,1.072,4F.9G
9,4,G,4,3,F,379.1679728,0.9101,4F.9G
9,4,G,4,3,F,443.1679728,0.7923,4F.9G
9,4,G,4,3,F,507.1679728,0.7026,4F.9G
9,4,G,4,3,F,571.1679728,0.6319,4F.9G
9,4,G,4,3,F,635.1679728,0.5747,4F.9G
