nu,lu,nl,ll,A_s-1,f_abs,R2_au2,Z,M_au,source
2,1,1,0,626840000.0,0.4162,1.6648,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
3,1,1,0,167350000.0,0.079101,0.26697,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
3,1,2,0,22461000.0,0.43487,9.3931,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
3,2,2,1,64688000.0,0.69578,22.543,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
3,0,2,1,6317200.0,0.01359,0.8806,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
4,1,1,0,68225000.0,0.028991,0.092771,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
4,1,2,0,9673500.0,0.10276,1.6442,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
4,2,2,1,20637000.0,0.1218,2.9231,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
4,0,2,1,2579600.0,0.0030449,0.14615,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
4,1,3,0,3066900.0,0.48471,29.914,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
4,2,3,1,7041600.0,0.61829,57.236,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
4,3,3,2,13796000.0,1.0175,104.66,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
4,0,3,1,1836500.0,0.03225,5.9709,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
4,1,3,2,347730.0,0.010992,1.6959,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
5,1,1,0,34395000.0,0.013938,0.043557,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
5,1,2,0,4951100.0,0.04193,0.599,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
5,2,2,1,9430700.0,0.044371,0.9508,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
5,0,2,1,1289400.0,0.0012133,0.051997,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
5,1,3,0,1638600.0,0.12102,5.1057,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
5,2,3,1,3393400.0,0.13923,8.8109,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
5,3,3,2,4544700.0,0.15664,11.014,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
5,0,3,1,905200.0,0.0074283,0.94014,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
5,1,3,2,149620.0,0.0022101,0.23309,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
5,1,4,0,737600.0,0.54415,72.553,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
5,2,4,1,1486600.0,0.60929,121.86,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
5,3,4,2,2585900.0,0.89025,197.83,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
5,4,4,3,4256600.0,1.3458,314.02,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
5,0,4,1,645440.0,0.052907,21.163,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
5,1,4,2,188570.0,0.027822,9.274,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
5,2,4,3,50505.0,0.0088712,2.7599,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
6,1,1,0,19740000.0,0.0077995,0.024067,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
6,1,2,0,2859900.0,0.021629,0.292,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
6,2,2,1,5147900.0,0.021629,0.43799,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
6,0,2,1,735410.0,0.00061798,0.025028,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
6,1,3,0,955630.0,0.051394,1.8502,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
6,2,3,1,1878800.0,0.056136,3.0313,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
6,3,3,2,2147200.0,0.053891,3.2334,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
6,0,3,1,507460.0,0.0030323,0.32749,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
6,1,3,2,78285.0,0.00084204,0.075784,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
6,1,4,0,445870.0,0.13812,11.934,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
6,2,4,1,862680.0,0.14846,19.241,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
6,3,4,2,1287700.0,0.18615,26.806,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
6,4,4,3,1373600.0,0.18235,27.572,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
6,0,4,1,358440.0,0.012337,3.1978,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
6,1,4,2,94221.0,0.0058375,1.2609,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
6,2,4,3,21462.0,0.0015829,0.31912,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
6,1,5,0,243090.0,0.60776,149.18,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
6,2,5,1,449740.0,0.62467,229.99,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
6,3,5,2,723660.0,0.84431,345.4,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
6,4,5,3,1106300.0,1.1854,509.18,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
6,5,5,4,1645800.0,1.6763,740.63,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
6,0,5,1,268320.0,0.074538,54.887,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
6,1,5,2,95987.0,0.047996,29.452,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
6,2,5,3,39102.0,0.023276,13.331,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
6,3,5,4,11379.0,0.0073758,4.0735,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
7,1,1,0,12369000.0,0.004814,0.014743,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
7,1,2,0,1798200.0,0.01274,0.16647,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
7,2,2,1,3132800.0,0.012331,0.2417,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
7,0,2,1,458910.0,0.00036127,0.014162,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
7,1,3,0,602880.0,0.027369,0.90521,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
7,2,3,1,1150200.0,0.029009,1.4392,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
7,3,3,2,1207700.0,0.025585,1.4104,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
7,0,3,1,313000.0,0.0015788,0.15665,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
7,1,3,2,46388.0,0.00042116,0.034825,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
7,1,4,0,282960.0,0.059648,4.2513,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
7,2,4,1,534090.0,0.062547,6.6868,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
7,3,4,2,734400.0,0.072245,8.5818,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
7,4,4,3,646210.0,0.05838,7.2816,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
7,0,4,1,217500.0,0.0050943,1.0893,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
7,1,4,2,53938.0,0.002274,0.40518,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
7,2,4,3,11246.0,0.00056441,0.093864,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
7,1,5,0,159180.0,0.15488,23.716,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
7,2,5,1,290400.0,0.15698,36.056,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
7,3,5,2,433360.0,0.19677,50.218,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
7,4,5,3,548470.0,0.22871,61.287,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
7,5,5,4,509000.0,0.20177,55.613,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
7,0,5,1,161820.0,0.017494,8.0363,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
7,1,5,2,53103.0,0.010334,3.9559,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
7,2,5,3,19131.0,0.004432,1.5835,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
7,3,5,4,4653.7,0.0011739,0.40445,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
7,1,6,0,97951.0,0.67356,274.19,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
7,2,6,1,170510.0,0.6514,397.76,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
7,3,6,2,259560.0,0.83294,565.12,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
7,4,6,3,376580.0,1.1098,790.61,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
7,5,6,4,532580.0,1.4921,1093.3,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
7,6,6,5,741200.0,2.0079,1498.5,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
7,0,6,1,126580.0,0.096717,118.11,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
7,1,6,2,51073.0,0.070241,71.484,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
7,2,6,3,25253.0,0.041346,39.272,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
7,3,6,4,11109.0,0.019805,18.14,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
7,4,6,5,3356.0,0.006294,5.6367,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
8,1,1,0,8259500.0,0.0031834,0.0097019,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
8,1,2,0,1203200.0,0.0081806,0.10471,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
8,2,2,1,2053500.0,0.0077564,0.14892,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
8,0,2,1,305580.0,0.00023084,0.0088644,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
8,1,3,0,404020.0,0.016549,0.51995,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
8,2,3,1,756270.0,0.01721,0.81107,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
8,3,3,2,754310.0,0.014419,0.75504,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
8,0,3,1,206800.0,0.0009412,0.088712,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
8,1,3,2,29877.0,0.00024477,0.019225,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
8,1,4,0,189850.0,0.03227,2.0653,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
8,2,4,1,352650.0,0.0333,3.1968,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
8,3,4,2,461330.0,0.036593,3.9032,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
8,4,4,3,364500.0,0.026552,2.9739,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
8,0,4,1,142030.0,0.0026824,0.51503,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
8,1,4,2,33978.0,0.0011551,0.18481,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
8,2,4,3,6710.1,0.00027156,0.040553,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
8,1,5,0,107170.0,0.067369,8.2915,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
8,2,5,1,193440.0,0.067554,12.471,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
8,3,5,2,275510.0,0.080821,16.579,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
8,4,5,3,313650.0,0.084497,18.199,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
8,5,5,4,233960.0,0.059916,13.274,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
8,0,5,1,104050.0,0.0072675,2.6834,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
8,1,5,2,32473.0,0.0040825,1.2562,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
8,2,5,3,10890.0,0.0016299,0.46807,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
8,3,5,4,2389.7,0.00038945,0.10785,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
8,1,6,0,67829.0,0.17153,42.342,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
8,2,6,1,118010.0,0.16579,61.39,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
8,3,6,2,172670.0,0.20376,83.834,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
8,4,6,3,226350.0,0.24531,105.97,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
8,5,6,4,257930.0,0.26573,118.08,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
8,6,6,5,217680.0,0.21685,98.141,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
8,0,6,1,81088.0,0.022784,16.873,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
8,1,6,2,30420.0,0.015385,9.4949,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
8,2,6,3,13627.0,0.0082046,4.7259,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
8,3,6,4,5239.7,0.0034352,1.908,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
8,4,6,5,1306.4,0.00090098,0.48931,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
8,1,7,0,45371.0,0.74065,464.53,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
8,2,7,1,75457.0,0.68432,643.8,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
8,3,7,2,110170.0,0.83928,877.32,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
8,4,7,3,153690.0,1.0752,1180.1,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
8,5,7,4,209300.0,1.392,1571.5,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
8,6,7,5,280770.0,1.8055,2076.1,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
8,7,7,6,372690.0,2.34,2725.6,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
8,0,7,1,65737.0,0.11923,224.35,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
8,1,7,2,28746.0,0.093851,147.16,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
8,2,7,3,15940.0,0.061955,90.669,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
8,3,7,4,8473.7,0.035862,50.609,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
8,4,7,5,3857.8,0.017175,23.699,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
8,5,7,6,1190.6,0.005482,7.4497,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
9,1,1,0,5788200.0,0.0022161,0.0067315,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
9,1,2,0,844310.0,0.0055831,0.070477,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
9,2,2,1,1421100.0,0.0052206,0.098852,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
9,0,2,1,213720.0,0.00015702,0.0059465,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
9,1,3,0,283730.0,0.010863,0.32996,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
9,2,3,1,524320.0,0.011153,0.50814,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
9,3,3,2,505600.0,0.0090336,0.45733,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
9,0,3,1,143850.0,0.00061195,0.055764,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
9,1,3,2,20428.0,0.00015643,0.011879,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
9,1,4,0,133340.0,0.019797,1.1842,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
9,2,4,1,244980.0,0.020207,1.813,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
9,3,4,2,310130.0,0.021488,2.1422,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
9,4,4,3,229020.0,0.014573,1.5254,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
9,0,4,1,97999.0,0.0016167,0.29011,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
9,1,4,2,22890.0,0.0006797,0.10164,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
9,2,4,3,4361.2,0.00015417,0.021517,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
9,1,5,0,75247.0,0.036747,3.9864,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
9,2,5,1,134760.0,0.03656,5.9492,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
9,3,5,2,186080.0,0.042407,7.6673,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
9,4,5,3,198180.0,0.041478,7.8744,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
9,5,5,4,130300.0,0.025924,5.0621,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
9,0,5,1,70972.0,0.0038511,1.2533,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
9,1,5,2,21443.0,0.0020944,0.56801,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
9,2,5,3,6867.0,0.00079846,0.20211,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
9,3,5,4,1411.2,0.00017867,0.043612,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
9,1,6,0,47708.0,0.074818,14.545,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
9,2,6,1,82775.0,0.072117,21.029,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
9,3,6,2,117830.0,0.086231,27.939,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
9,4,6,3,144820.0,0.097331,33.112,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
9,5,6,4,145630.0,0.093043,32.558,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
9,6,6,5,96787.0,0.059794,21.311,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
9,0,6,1,54506.0,0.0094976,5.539,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
9,1,6,2,19566.0,0.0061368,2.9825,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
9,2,6,3,8252.7,0.0030815,1.3978,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
9,3,6,4,2924.2,0.0011889,0.52004,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
9,4,6,5,650.13,0.00027806,0.11892,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
9,1,7,0,32745.0,0.18814,70.004,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
9,2,7,1,54827.0,0.175,97.675,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
9,3,7,2,78427.0,0.21028,130.41,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
9,4,7,3,103080.0,0.25382,165.28,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
9,5,7,4,124280.0,0.29091,194.84,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
9,6,7,5,131520.0,0.29769,203.07,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
9,7,7,6,103580.0,0.22888,158.16,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
9,0,7,1,44100.0,0.028153,31.426,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
9,1,7,2,18109.0,0.020809,19.357,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
9,2,7,3,9247.7,0.012651,10.983,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
9,3,7,4,4415.5,0.0065772,5.5065,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
9,4,7,5,1741.7,0.0027292,2.2341,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
9,5,7,6,439.23,0.00071178,0.57384,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
9,1,8,0,23282.0,0.80855,739.68,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
9,2,8,1,37367.0,0.72096,989.33,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
9,3,8,2,52807.0,0.85583,1304.9,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
9,4,8,3,71439.0,1.0633,1702.3,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
9,5,8,4,94475.0,1.3367,2201.1,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
9,6,8,5,123170.0,1.685,2826.1,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
9,7,8,6,158980.0,2.1235,3607.7,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
9,8,8,7,203690.0,2.6724,4583.9,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
9,0,8,1,36792.0,0.14197,389.64,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
9,1,8,2,17047.0,0.11841,270.8,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
9,2,8,3,10206.0,0.08439,180.14,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
9,3,8,4,6065.2,0.05461,112.41,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
9,4,8,5,3328.8,0.031529,63.456,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
9,5,8,6,1545.6,0.01514,30.01,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
9,6,8,7,483.66,0.0048525,9.5126,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
10,1,1,0,4212900.0,0.0016054,0.0048648,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
10,1,2,0,615100.0,0.0039883,0.049853,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
10,2,2,1,1025200.0,0.0036928,0.069241,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
10,0,2,1,155330.0,0.0001119,0.0041964,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
10,1,3,0,206790.0,0.0075543,0.22414,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
10,2,3,1,378690.0,0.0076856,0.34205,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
10,3,3,2,356700.0,0.0060809,0.30071,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
10,0,3,1,104140.0,0.00042271,0.037626,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
10,1,3,2,14610.0,0.00010674,0.0079178,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
10,1,4,0,97163.0,0.013166,0.75233,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
10,2,4,1,177130.0,0.013334,1.1429,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
10,3,4,2,219170.0,0.013859,1.3199,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
10,4,4,3,154620.0,0.0089789,0.89789,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
10,0,4,1,70536.0,0.001062,0.18205,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
10,1,4,2,16201.0,0.00043906,0.062723,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
10,2,4,3,3010.6,9.7128e-05,0.01295,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
10,1,5,0,54782.0,0.022733,2.2733,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
10,2,5,1,97536.0,0.022486,3.3729,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
10,3,5,2,131800.0,0.025524,4.2539,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
10,4,5,3,134190.0,0.023864,4.1762,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
10,5,5,4,81324.0,0.013749,2.4748,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
10,0,5,1,50666.0,0.0023361,0.70084,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
10,1,5,2,14971.0,0.0012425,0.31062,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
10,2,5,3,4644.9,0.00045893,0.10708,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
10,3,5,4,912.83,9.8207e-05,0.022097,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
10,1,6,0,34684.0,0.040986,6.9163,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
10,2,6,1,60009.0,0.039396,9.9721,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
10,3,6,2,83761.0,0.046191,12.991,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
10,4,6,3,98532.0,0.049901,14.736,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
10,5,6,4,91402.0,0.044004,13.366,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
10,6,6,5,52732.0,0.024548,7.5944,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
10,0,6,1,38476.0,0.0050519,2.5575,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
10,1,6,2,13412.0,0.0031698,1.3373,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
10,2,6,3,5434.7,0.0015291,0.60207,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
10,3,6,4,1823.9,0.00055878,0.21216,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
10,4,6,5,376.14,0.00012122,0.045003,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
10,1,7,0,23817.0,0.082112,23.668,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
10,2,7,1,39959.0,0.076534,33.09,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
10,3,7,2,56245.0,0.090491,43.471,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
10,4,7,3,70926.0,0.1048,52.86,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
10,5,7,4,79006.0,0.11097,57.573,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
10,6,7,5,72641.0,0.098657,52.133,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
10,7,7,6,44313.0,0.058758,31.453,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
10,0,7,1,30699.0,0.01176,10.169,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
