nu,lu,nl,ll,A_s-1,f_abs,R2_au2,Z,M_au,source
12,1,11,2,4561.1,0.19552,1110.9,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
12,2,11,3,3108.3,0.15863,841.19,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
12,3,11,4,2185.2,0.12143,620.94,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
12,4,11,5,1516.4,0.088643,443.21,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
12,5,11,6,1014.9,0.061357,302.13,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
12,6,11,7,639.29,0.039585,192.78,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
12,7,11,8,364.67,0.022989,111.03,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
12,8,11,9,174.24,0.011139,53.442,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
12,9,11,10,55.754,0.003604,17.201,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
13,1,1,0,1912300.0,0.00072273,0.0021811,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
13,1,2,0,279630.0,0.0017529,0.021545,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
13,2,2,1,458250.0,0.0015959,0.029423,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
13,0,2,1,70324.0,4.8983e-05,0.0018061,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
13,1,3,0,94064.0,0.0031747,0.090539,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
13,2,3,1,169590.0,0.0031798,0.13603,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
13,3,3,2,153540.0,0.0024183,0.11494,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
13,0,3,1,46829.0,0.00017561,0.015025,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
13,1,3,2,6433.3,4.3425e-05,0.0030961,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
13,1,4,0,44164.0,0.0051519,0.27315,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
13,2,4,1,79431.0,0.0051476,0.40939,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
13,3,4,2,94569.0,0.0051481,0.45492,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
13,4,4,3,61901.0,0.0030947,0.28714,1.0,1836.152673,Hoang-Binh ba5 (ADUU v1.0)
